Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,km/age,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Mileage_per_Year,Mileage_Efficiency,Depreciation_Factor,Value_Retention,Performance_Index,Economy_Index
Chennai,2012,Diesel,Manual,First,21.9,5,4.0,Hyundai,i20 Magna Optional 1.4 CRDi,14,5000.0,1,1,1,0.06361031514068029,4666.666666666667,1.3930659015808982,9.8,0.19718309859154928,123.9648,9.140233722871452
Mumbai,2011,Petrol,Automatic,First,12.3,5,9.5,Audi,A4 1.8 TFSI,15,3533.333333333333,1,2,2,0.09163391348027292,3312.5,1.127097135807357,7.95,0.2777777777777778,290.65919999999994,4.422869471413161
Mumbai,2013,Diesel,Automatic,First,17.05,5,17.5,BMW,X1 sDrive20d,13,3307.692307692308,0,3,3,0.09223057639487188,3071.4285714285716,1.5725313275325659,5.59,0.29545454545454547,367.08,5.692821368948247
Mumbai,2015,Petrol,Automatic,First,14.3,5,6.11,Skoda,Rapid 1.6 MPI AT Elegance Plus,11,4909.090909090909,1,2,1,0.06478097617973655,4500.0,0.9263679593702328,5.94,0.2,165.42496,5.504234026173981
Ahmedabad,2014,Petrol,Manual,First,20.36,5,3.75,Hyundai,i10 Magna,12,4250.0,1,1,0,0.06591478691235189,3923.076923076923,1.3420250615354843,6.12,0.23076923076923078,94.44330000000001,9.267182521620391
Hyderabad,2007,Diesel,Manual,Second,10.5,6,6.2,Mitsubishi,Pajero 2.8 GLX CRZ,19,4105.263157894737,1,5,1,0.037813051133046546,3900.0,0.39703703689698877,14.82,0.24050632911392406,303.912,2.7379400260756195
Mumbai,2014,Diesel,Manual,First,26.0,5,6.15,Honda,City i DTEC SV,12,2083.333333333333,0,2,1,0.06582109474911808,1923.076923076923,1.7113484634770704,3.0,0.46153846153846156,147.7028,10.408326661329061
Pune,2012,Petrol,Manual,First,20.92,5,2.4,Maruti,Alto K10 2010-2014 VXI,14,900.0,0,0,0,0.06723446887050653,840.0,1.406545088770997,1.764,1.0294117647058825,66.96579999999999,10.470470470470472
Pune,2009,Diesel,Manual,Fourth & Above,17.8,5,2.15,Maruti,Swift Ldi BSIII,17,4705.882352941177,1,1,0,0.060096153797999874,4444.444444444444,1.0697115376043977,13.6,0.20987654320987653,93.6,7.918149466192171
Kolkata,2016,Petrol,Manual,First,18.9,5,3.75,Hyundai,Grand i10 Magna,10,2100.0,0,1,1,0.06850459476315406,1909.090909090909,1.2947368410236115,2.1,0.45454545454545453,98.154,8.602639963586709
Mumbai,2011,Petrol,Manual,Second,15.6,5,2.15,Ford,Figo Petrol ZXI,15,2133.333333333333,0,1,0,0.05852842804470867,2000.0,0.9130434774974552,4.8,0.45454545454545453,83.72,7.103825136612023
Bangalore,2015,Petrol,Manual,First,18.9,5,4.75,Hyundai,Grand i10 SportZ Edition,11,4545.454545454545,0,1,1,0.06838763569892427,4166.666666666667,1.2925263147096686,5.5,0.21568627450980393,97.98642,8.602639963586709
Mumbai,2010,Petrol,Manual,First,15.5,5,2.45,Maruti,SX4 Vxi BSIV,16,2968.75,0,2,1,0.06513240853396443,2794.1176470588234,1.0095523322764486,7.6,0.32989690721649484,163.8338,5.993812838360402
Mumbai,2017,Petrol,Manual,First,17.4,5,11.15,Honda,City i-VTEC VX,9,833.3333333333334,0,2,1,0.07835671337451121,750.0,1.3634068127164949,0.675,1.0588235294117647,175.59810000000002,6.96836203444133
Jaipur,2016,Diesel,Automatic,First,19.6,5,8.9,Renault,Duster 110PS Diesel RxZ AMT,10,6816.3,1,2,1,0.07422997941531144,6196.636363636364,1.4549075965401044,6.8163,0.14458597805184853,158.44545000000002,7.964242177976431
Ahmedabad,2014,Diesel,Manual,First,25.8,5,4.35,Honda,Amaze S i-Dtech,12,5083.333333333333,1,2,1,0.06582109474911808,4692.307692307692,1.6981842445272468,7.32,0.1935483870967742,147.7028,10.32826261008807
Jaipur,2015,Diesel,Manual,Second,12.99,7,12.0,Toyota,Innova 2.5 Z Diesel 7 Seater,11,9090.90909090909,1,4,1,0.040336808323842496,8333.333333333334,0.523975140126714,11.0,0.10891089108910891,250.8964,3.7178019461934744
Mumbai,2009,Diesel,Automatic,Second,16.07,5,8.5,BMW,3 Series 320d Highline,17,3617.647058823529,1,3,3,0.09072681699712941,3416.6666666666665,1.4579799491438696,10.455,0.272,361.095,5.365609348914858
Kochi,2017,Petrol,Manual,First,19.81,5,4.27,Hyundai,i10 Magna 1.1 iTech SE,9,4764.777777777777,0,1,0,0.06266114174708919,4288.3,1.2413172180098364,3.85947,0.20509080965294077,73.9023,9.49664429530201
Jaipur,2012,Diesel,Manual,Second,20.45,5,4.25,Renault,Duster 85PS Diesel RxL Optional with Nav,14,6928.571428571428,1,2,1,0.057357973951158124,6466.666666666667,1.1729705673011834,13.58,0.14285714285714285,122.43180000000001,8.309630231613164
Bangalore,2010,Petrol,Automatic,First,11.3,5,9.25,Mitsubishi,Outlander 2.4,16,2470.3125,0,4,2,0.07203389827456191,2325.0,0.8139830505025497,6.324,0.39481801357186924,401.2,3.363095238095238
Kochi,2017,Diesel,Manual,First,24.3,5,8.61,Maruti,Vitara Brezza LDi,9,3931.555555555556,0,1,1,0.07091346148163985,3538.4,1.7231971140038485,3.18456,0.24736147757255936,110.448,10.809608540925266
Hyderabad,2010,Diesel,Automatic,First,11.8,7,28.0,Mercedes-Benz,R-Class R350 CDI 4MATIC,16,2875.0,0,5,4,0.08737864074744606,2705.8823529411766,1.0310679608198636,7.36,0.3404255319148936,779.607,2.959618760973163
Coimbatore,2018,Diesel,Manual,First,23.0,5,9.25,Ford,EcoSport 1.5 Diesel Titanium,8,4023.625,0,2,1,0.06606141517619397,3576.5555555555557,1.5194125490524615,2.57512,0.24104371930458887,148.24208,9.20736589271417
Chennai,2016,Diesel,Automatic,First,19.08,5,8.6,Hyundai,Verna 1.6 CRDI AT SX Option,10,2700.0,0,2,1,0.07977243989900604,2454.5454545454545,1.522058153273035,2.7,0.35714285714285715,199.64839999999998,7.389620449264136
Coimbatore,2018,Petrol,Manual,First,16.47,5,7.53,Volkswagen,Polo 1.2 MPI Highline,8,2841.75,0,1,0,0.061769615975150564,2526.0,1.0173455751107299,1.81872,0.33706918344990305,88.652,7.4931756141947226
Mumbai,2014,Diesel,Manual,First,19.64,5,5.75,Renault,Duster 110PS Diesel RxL,12,4833.5,1,2,1,0.07422997941531144,4461.692307692308,1.4578767957167167,6.96024,0.20338293617165518,158.44545000000002,7.980495733441689
Chennai,2012,Petrol,Automatic,First,16.5,5,4.15,Honda,Brio S Option AT,14,2250.0,0,1,1,0.0724540900897712,2100.0,1.1954924864812249,4.41,0.4307692307692308,103.98639999999999,7.506824385805278
Coimbatore,2017,Petrol,Manual,First,18.16,5,5.84,Ford,Figo 2015-2019 1.2P Titanium MT,9,3437.0,0,1,1,0.07257525077543875,3093.3,1.3179665540819676,2.78397,0.28184010271505966,103.81280000000001,8.269581056466302
Kolkata,2012,Diesel,Automatic,First,18.53,5,16.5,Audi,A6 2.0 TDI Design Edition,14,1935.0,0,3,3,0.09539634141494088,1806.0,1.7676942064188548,3.7926,0.4983980064079744,369.47232,6.243261455525607
Mumbai,2015,Diesel,Automatic,First,15.97,7,43.0,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,11,2681.818181818182,0,5,4,0.08620113595516167,2458.3333333333335,1.376632141203932,3.245,0.36065573770491804,772.194,3.9994991234660655
Pune,2013,Petrol,Manual,First,20.36,5,3.55,Hyundai,i10 Sportz Option,13,3461.538461538461,0,1,0,0.06591478691235189,3214.285714285714,1.3420250615354843,5.85,0.2826086956521739,94.44330000000001,9.267182521620391
Hyderabad,2018,Petrol,Manual,First,18.6,5,8.9,Hyundai,i20 1.2 Asta Option,8,1461.375,0,1,1,0.0683625730423036,1299.0,1.271543858586847,0.93528,0.6303679773067528,97.95051,8.466090122894856
Hyderabad,2006,Diesel,Manual,Second,16.4,5,2.5,Skoda,Octavia L and K 1.9 TDI MT,20,6050.0,2,3,1,0.04746835440534369,5761.9047619047615,0.7784810122476364,24.2,0.16393442622950818,170.64,5.662983425414364
Hyderabad,2010,Diesel,Manual,First,16.2,5,3.85,Hyundai,Verna Transform SX VGT CRDi,16,7379.8125,2,2,1,0.07367716003102667,6945.705882352941,1.1935699925026322,18.89232,0.13436683826431636,164.23,6.4981949458483745
Chennai,2012,Petrol,Automatic,Third,17.1,5,7.5,Hyundai,Verna 1.6 SX VTVT (O) AT,14,2592.8571428571427,0,2,1,0.07630421113997221,2420.0,1.3048020104935247,5.082,0.37533512064343166,193.14740000000003,6.5997684291779235
Mumbai,2005,Petrol,Manual,Second,15.3,5,1.8,Hyundai,Getz GVS,21,4285.714285714285,1,1,0,0.04548844142767454,4090.909090909091,0.6959731538434205,18.9,0.23076923076923078,81.801,6.5356685177274665
Chennai,2010,Diesel,Manual,First,20.0,5,2.25,Ford,Figo Diesel EXI,16,4875.0,1,1,0,0.04860614721329081,4588.235294117647,0.9721229442658162,12.48,0.20253164556962025,95.132,8.336807002917881
Mumbai,2015,Diesel,Automatic,First,17.68,5,24.25,Audi,A6 2011-2015 35 TDI Technology,11,3818.181818181818,0,3,3,0.0885823170281594,3500.0,1.5661353650578582,4.62,0.2558139534883721,343.08144,5.9568733153638815
Mumbai,2015,Petrol,Manual,First,16.47,5,4.35,Volkswagen,Polo 1.2 MPI Highline,11,2454.5454545454545,0,1,0,0.061769615975150564,2250.0,1.0173455751107299,2.97,0.39285714285714285,88.652,7.4931756141947226
Kolkata,2012,Diesel,Automatic,First,17.05,5,11.5,BMW,X1 sDrive20d,14,1571.428571428571,0,3,3,0.09223057639487188,1466.6666666666667,1.5725313275325659,3.08,0.6086956521739131,367.08,5.692821368948247
Kolkata,2014,Petrol,Manual,First,17.4,5,4.75,Honda,City i VTEC SV,12,4083.3333333333335,0,2,1,0.07835671337451121,3769.230769230769,1.3634068127164949,5.88,0.24,175.59810000000002,6.96836203444133
Hyderabad,2012,Diesel,Manual,First,23.0,5,4.99,Hyundai,i20 Sportz Option Diesel,14,3042.8571428571427,0,1,1,0.06446991399393272,2840.0,1.4828080218604527,5.964,0.3211009174311926,125.64,9.599332220367279
Coimbatore,2018,Petrol,Automatic,First,19.0,5,9.15,Honda,Jazz 1.2 V CVT i VTEC,8,1599.25,0,1,1,0.07397831520101891,1421.5555555555557,1.4055879888193592,1.02352,0.5799623024503407,106.35130000000001,8.640291041382447
Hyderabad,2014,Petrol,Automatic,First,10.1,5,13.99,Honda,CR-V 2.4 AT,12,7337.166666666667,1,4,2,0.06457094304818567,6772.7692307692305,0.6521665247866753,10.56552,0.1347618085034701,357.808,3.011329755515802
Bangalore,2014,Diesel,Automatic,Second,20.0,5,19.75,Mercedes-Benz,A Class A180 CDI,12,666.6666666666666,0,3,1,0.05006999531027999,615.3846153846154,1.0013999062055998,0.96,1.3333333333333333,229.94389999999999,6.363347120585429
Coimbatore,2018,Diesel,Automatic,First,16.0,7,16.77,Mahindra,XUV500 AT W10 AWD,8,10342.375,1,3,2,0.06424965577592949,9193.222222222223,1.0279944924148718,6.61912,0.09553493593188359,305.06,5.033029254482542
Bangalore,2006,Diesel,Manual,Third,13.6,7,2.5,Mahindra,Bolero SLX 2WD,20,9650.0,3,4,0,0.024970273474050626,9190.47619047619,0.3395957192470885,38.6,0.10309278350515463,158.949,3.8603462957706496
Mumbai,2013,Petrol,Automatic,First,17.97,5,3.65,Renault,Scala RxL AT,13,538.4615384615385,0,2,1,0.06648865149099555,500.0,1.1948010672931901,0.91,1.625,149.2008,7.193755004003201
Ahmedabad,2012,Diesel,Automatic,Second,12.35,5,23.5,Land,Rover Freelander 2 HSE SD4,14,4285.714285714285,1,3,3,0.08615878839552145,4000.0,1.0640610366846899,8.4,0.22950819672131148,409.08546,3.884869455803712
Pune,2017,Petrol,Manual,First,22.74,5,3.11,Maruti,Alto 800 VXI,9,4222.222222222223,0,0,0,0.059422110478112924,3800.0,1.3512587922722878,3.42,0.23076923076923078,37.6508,12.661469933184854
Kochi,2013,Petrol,Manual,First,17.6,5,4.57,Toyota,Etios G,13,4334.153846153846,1,2,1,0.059311497286556485,4024.5714285714284,1.0438823522433942,7.32472,0.22670200892857142,132.74008,7.051282051282052
Mumbai,2014,Petrol,Manual,First,17.0,5,5.32,Hyundai,i20 Sportz Option,12,1488.1666666666667,0,1,0,0.06683375098844298,1373.6923076923076,1.1361737668035305,2.14296,0.6363347120585428,95.76,7.737824305871643
Hyderabad,2012,Petrol,Manual,First,20.36,5,3.2,Hyundai,i10 Sportz,14,3785.714285714286,1,1,0,0.06591478691235189,3533.3333333333335,1.3420250615354843,7.42,0.25925925925925924,94.44330000000001,9.267182521620391
Kochi,2016,Diesel,Manual,First,25.2,5,5.63,Maruti,Swift VDI BSIV,10,6790.6,1,1,0,0.059294871747359874,6173.272727272727,1.4942307680334688,6.7906,0.14512524308478217,92.352,11.209964412811386
Hyderabad,2015,Petrol,Manual,First,21.1,5,3.0,Hyundai,EON Magna Plus,11,1727.2727272727273,0,0,0,0.06781326772995913,1583.3333333333333,1.4308599491021377,2.09,0.55,44.9328,11.631753031973538
Mumbai,2010,Diesel,Automatic,Second,22.69,5,9.25,BMW,3 Series 320d,16,4187.5,1,3,3,0.09523809519035684,3941.176470588235,2.160952379869197,10.72,0.23529411764705882,379.05,7.5759599332220375
Delhi,2011,Diesel,Manual,First,23.57,5,1.2,Tata,Indigo XL Classic Dicor,15,5333.333333333333,1,1,0,0.05014326643972545,5000.0,1.181876789984329,12.0,0.18518518518518517,97.72,9.837228714524207
Delhi,2015,Petrol,Manual,First,22.74,5,2.15,Maruti,Alto 800 LXI,11,5545.454545454545,1,0,0,0.059422110478112924,5083.333333333333,1.3512587922722878,6.71,0.1774193548387097,37.6508,12.661469933184854
Pune,2010,Diesel,Manual,First,22.07,5,3.05,Volkswagen,Polo Diesel Highline 1.2L,16,2437.5,0,1,0,0.061634695528244625,2294.1176470588234,1.3602777303083589,6.24,0.4,88.60610000000001,10.03638017280582
Ahmedabad,2014,Petrol,Automatic,First,14.28,5,11.5,Toyota,Corolla Altis VL AT,12,4916.666666666667,1,2,2,0.07676863177042902,4538.461538461538,1.0962560616817263,7.08,0.2,248.17794,5.103645461043603
Hyderabad,2008,Petrol,Manual,First,17.92,5,2.3,Hyundai,Santro Xing GLS,18,4496.166666666667,1,1,0,0.05718232038933488,4259.526315789473,1.024707181376881,14.56758,0.2196970621620632,67.4406,8.590604026845638
Kolkata,2016,Petrol,Manual,First,20.4,5,4.95,Maruti,Swift ZXI,10,3400.0,0,1,1,0.06833751038568293,3090.909090909091,1.3940852118679319,3.4,0.2857142857142857,97.9146,9.28538916704597
Hyderabad,2013,Diesel,Manual,First,21.64,5,4.75,Renault,Scala Diesel RxL,13,10000.0,2,2,1,0.05804243664747266,9285.714285714286,1.2560383290513082,16.9,0.09923664122137404,123.89280000000001,8.79317350670459
Coimbatore,2018,Diesel,Manual,First,24.3,5,10.15,Maruti,Vitara Brezza ZDi Plus,8,6547.5,1,1,1,0.07091346148163985,5820.0,1.7231971140038485,4.1904,0.14986886474334957,110.448,10.809608540925266
Kolkata,2011,Petrol,Manual,First,18.06,5,2.65,Nissan,Micra XV,15,2933.333333333333,0,1,0,0.06260434051535531,2750.0,1.1306343897073168,6.6,0.3333333333333333,89.85,8.21656050955414
Hyderabad,2015,Diesel,Manual,First,20.0,5,3.8,Ford,Figo Diesel EXI,11,7636.363636363636,1,1,0,0.04864188702741823,7000.0,0.9728377405483647,9.24,0.12941176470588237,95.20195,8.336807002917881
Kochi,2017,Petrol,Automatic,First,13.1,5,16.68,Honda,CR-V 2.0 AT,9,4633.0,0,3,2,0.07065598394058288,4169.7,0.9255933896216356,3.75273,0.21078764315994097,281.7767,4.371037704371038
Pune,2014,Diesel,Manual,First,19.01,5,5.0,Nissan,Terrano XV 110 PS,12,13583.333333333334,3,2,1,0.07426420255012717,12538.461538461539,1.4117624904779174,19.56,0.07317073170731707,158.5185,7.724502234863876
Chennai,2011,Petrol,Manual,Second,17.71,5,3.75,Toyota,Etios Liva 1.2 G,15,2800.0,0,1,0,0.06591478691235189,2625.0,1.167350876217752,6.3,0.3488372093023256,94.44330000000001,8.060992262175695
Jaipur,2013,Diesel,Manual,Third,21.27,5,4.11,Hyundai,i20 Asta 1.4 CRDi,13,9923.076923076924,2,1,1,0.06358166184557187,9214.285714285714,1.3523819474553138,16.77,0.1,123.90896000000001,8.877295492487479
Chennai,2015,Petrol,Manual,Second,18.16,5,4.25,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,11,2927.2727272727275,0,1,1,0.07257525077543875,2683.3333333333335,1.3179665540819676,3.542,0.33132530120481923,103.81280000000001,8.269581056466302
Mumbai,2004,Diesel,Manual,First,10.5,6,3.45,Mitsubishi,Pajero 2.8 GLX CRZ,22,5863.636363636364,2,5,1,0.037813051133046546,5608.695652173913,0.39703703689698877,28.38,0.16923076923076924,303.912,2.7379400260756195
Bangalore,2014,Diesel,Automatic,First,17.11,5,22.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,3333.333333333333,0,3,3,0.0885823170281594,3076.923076923077,1.5156434443518072,4.8,0.2926829268292683,343.08144,5.764824797843666
Delhi,2006,Petrol,Manual,First,12.4,8,4.5,Toyota,Innova 2.0 E,20,7500.0,2,3,2,0.06606606603299996,7142.857142857143,0.8192192188091996,30.0,0.13245033112582782,263.736,4.136090727151434
Jaipur,2007,Petrol,Manual,First,15.26,5,0.9,Chevrolet,Aveo U-VA 1.2 LS,19,7368.421052631579,2,1,0,0.06513043472597353,7000.0,0.9938904339183562,26.6,0.1347517730496454,86.135,7.097674418604651
Hyderabad,2006,Petrol,Manual,First,15.3,5,1.85,Hyundai,Getz GLS,20,3159.05,1,1,1,0.06189410882781945,3008.6190476190477,0.9469798650656377,12.6362,0.31161870335457537,111.303,6.5356685177274665
Kolkata,2013,Diesel,Manual,First,25.8,5,3.25,Honda,Amaze S i-Dtech,13,3044.230769230769,0,2,1,0.06582109474911808,2826.785714285714,1.6981842445272468,5.14475,0.3203943314849045,147.7028,10.32826261008807
Pune,2010,Diesel,Manual,Second,17.8,5,3.1,Maruti,Swift VDI BSIV W ABS,16,3975.0,1,1,1,0.0907667417004834,3741.176470588235,1.6156480022686046,10.176,0.24767801857585142,141.36956337874662,7.918149466192171
Coimbatore,2014,Diesel,Manual,First,22.7,5,7.34,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,5864.5,1,2,1,0.059973297690271495,5413.384615384615,1.3613938575691629,8.44488,0.16812845013590383,134.58032,9.08726981585268
Kolkata,2015,Diesel,Manual,First,20.14,5,4.25,Volkswagen,CrossPolo 1.5 TDI,11,2386.909090909091,0,2,1,0.05907877165615569,2188.0,1.1898464611549757,2.88816,0.40358086292926326,132.573,8.062449959967974
Delhi,2016,Petrol,Manual,First,18.6,5,6.45,Hyundai,Elite i20 Petrol Sportz,10,1346.0,0,1,1,0.06838763569892427,1223.6363636363637,1.2720100239999914,1.346,0.6915629322268326,97.98642,8.466090122894856
Chennai,2011,Diesel,Manual,Second,12.8,8,10.75,Toyota,Innova 2.5 V Diesel 8-seater,15,8133.333333333333,2,4,1,0.040898155556977484,7625.0,0.5234963911293119,18.3,0.12195121951219512,254.388,3.6634230108757873
Kolkata,2015,Diesel,Automatic,First,15.26,5,27.75,Mercedes-Benz,M-Class ML 250 CDI,11,5326.272727272727,1,3,3,0.0948203452660661,4882.416666666667,1.4469584687601686,6.44479,0.1845978284582725,435.45759999999996,4.855233853006682
Jaipur,2005,Petrol,Manual,Second,17.3,5,0.99,Maruti,Wagon R LX BSIII,21,5476.190476190476,2,1,0,0.060320452346540564,5227.272727272727,1.043543825595152,24.15,0.1810344827586207,67.904,8.393983503153809
Pune,2016,Diesel,Automatic,First,12.62,7,24.0,Ford,Endeavour 2.2 Trend AT 4X2,10,7500.0,1,3,2,0.07188353044955254,6818.181818181818,0.9071701542733529,7.5,0.13157894736842105,347.284,3.9462163852407754
Jaipur,2016,Petrol,Manual,First,18.6,5,6.1,Hyundai,Elite i20 Petrol Sportz,10,3029.2,0,1,1,0.06838763569892427,2753.818181818182,1.2720100239999914,3.0292,0.31957049725169373,97.98642,8.466090122894856
Ahmedabad,2017,Petrol,Manual,First,17.5,5,8.25,Honda,WRV i-VTEC VX,9,3583.1111111111118,0,1,1,0.07397831520101891,3224.8,1.294620516017831,2.90232,0.27069297401347453,106.35130000000001,7.958162801273306
Bangalore,2013,Petrol,Manual,First,16.47,5,4.65,Volkswagen,Polo Petrol Highline 1.2L,13,5692.307692307692,1,1,0,0.061686143521130096,5285.714285714285,1.0159707837930125,9.62,0.17333333333333334,88.53220000000002,7.4931756141947226
Mumbai,2014,Petrol,Manual,First,13.7,5,9.75,Honda,CR-V 2.0L 2WD MT,12,4675.0,1,3,2,0.07704556831394814,4315.384615384615,1.0555242859010894,6.732,0.21015761821366025,307.25842000000006,4.571237904571238
Bangalore,2014,Petrol,Manual,First,18.9,5,4.4,Hyundai,Grand i10 1.2 Kappa Asta,12,5110.416666666667,1,1,1,0.06838763569892427,4717.307692307692,1.2925263147096686,7.359,0.1925391095066185,97.98642,8.602639963586709
Kolkata,2014,Petrol,Manual,First,19.1,5,3.99,Maruti,Swift Dzire VXI,12,2750.0,0,1,1,0.07167919793510509,2538.4615384615386,1.3690726805605071,3.96,0.35294117647058826,102.70259999999999,8.69367319071461
Coimbatore,2016,Diesel,Automatic,First,16.2,5,45.73,BMW,5 Series 2003-2012 530d,10,1809.0,0,5,4,0.08620113595516167,1644.5454545454545,1.3964584024736189,1.809,0.5238344683080147,772.194,4.05709992486852
Kochi,2014,Diesel,Manual,First,22.7,5,5.27,Ford,Ecosport 1.5 DV5 MT Ambiente,12,5949.166666666667,1,2,1,0.059973297690271495,5491.538461538462,1.3613938575691629,8.5668,0.16576875259013676,134.58032,9.08726981585268
Mumbai,2014,CNG,Manual,First,26.2,5,3.5,Maruti,Wagon R LXI CNG,12,3416.6666666666665,0,0,0,0.05831663320809957,3153.846153846154,1.5278957900522088,4.92,0.2857142857142857,58.083600000000004,13.113113113113114
Ahmedabad,2016,Diesel,Manual,First,26.0,5,7.25,Honda,City i DTec V,10,6700.0,1,2,1,0.06582109474911808,6090.909090909091,1.7113484634770704,6.7,0.14705882352941177,147.7028,10.408326661329061
Chennai,2008,Diesel,Manual,Second,17.0,5,1.6,Tata,Indigo LS,18,5500.0,1,1,0,0.04982206402147896,5210.526315789473,0.8469750883651422,17.82,0.18,98.35,7.068607068607068
Pune,2014,Diesel,Manual,Second,19.01,5,6.0,Renault,Duster 110PS Diesel RxL,12,11833.333333333334,2,2,1,0.07422997941531144,10923.076923076924,1.4111119086850705,17.04,0.08391608391608392,158.44545000000002,7.724502234863876
Chennai,2010,Petrol,Manual,First,20.36,5,3.0,Hyundai,i10 Sportz,16,1685.375,0,1,0,0.06591478691235189,1586.235294117647,1.3420250615354843,4.31456,0.5721232925695487,94.44330000000001,9.267182521620391
Mumbai,2015,Petrol,Manual,First,18.7,5,4.95,Honda,Jazz 1.2 SV i VTEC,11,2511.6363636363635,0,1,1,0.07397831520101891,2302.3333333333335,1.3833944942590537,3.03908,0.38423920637138465,106.35130000000001,8.503865393360618
Hyderabad,2016,Diesel,Manual,First,23.65,5,8.99,Maruti,SX4 S Cross DDiS 200 Zeta,10,8249.7,1,1,1,0.07091346148163985,7499.727272727273,1.6771033640407824,8.2497,0.11976478196821443,110.448,10.520462633451956
Mumbai,2007,Petrol,Manual,Third,11.9,5,1.85,Honda,Accord VTi-L MT,19,4526.315789473684,1,4,2,0.06117247236143906,4300.0,0.7279524211011248,16.34,0.21839080459770116,338.976,3.5480023852116878
Coimbatore,2016,Petrol,Manual,First,16.47,5,6.16,Volkswagen,Polo Petrol Comfortline 1.2L,10,2698.1,0,1,0,0.061686143521130096,2452.818181818182,1.0159707837930125,2.6981,0.35738536864300774,88.53220000000002,7.4931756141947226
Hyderabad,2010,Diesel,Manual,First,21.1,5,3.5,Maruti,Ritz VDi,16,6904.4375,2,1,0,0.059214743542295875,6498.294117647059,1.2494310887424431,17.67536,0.1435350898439953,92.22720000000001,9.386120996441282
Jaipur,2014,Petrol,Manual,First,19.5,5,4.5,Honda,Amaze S Petrol,12,5750.0,1,1,1,0.07402835690239502,5307.692307692308,1.4435529595967032,8.28,0.17142857142857143,106.42324,8.867667121418828
Hyderabad,2017,Petrol,Manual,First,18.6,5,7.75,Hyundai,i20 1.2 Asta Option,9,1333.3333333333333,0,1,1,0.0683625730423036,1200.0,1.271543858586847,1.08,0.6923076923076923,97.95051,8.466090122894856
Hyderabad,2014,Diesel,Manual,First,20.45,5,6.6,Renault,Duster 85PS Diesel RxL,12,6458.333333333333,1,2,1,0.057357973951158124,5961.538461538462,1.1729705673011834,9.3,0.15286624203821655,122.43180000000001,8.309630231613164
Kochi,2014,Petrol,Manual,First,18.9,5,4.98,Hyundai,Grand i10 Magna,12,4002.5833333333335,0,1,1,0.06850459476315406,3694.6923076923076,1.2947368410236115,5.76372,0.24474312169851728,98.154,8.602639963586709
Chennai,2008,Diesel,Automatic,Third,16.07,5,9.75,BMW,3 Series 320d Highline,18,9444.444444444443,3,3,3,0.09072681699712941,8947.368421052632,1.4579799491438696,30.6,0.10526315789473684,361.095,5.365609348914858
Mumbai,2014,Diesel,Manual,First,22.7,5,5.55,Ford,Ecosport 1.5 DV5 MT Trend,12,5797.083333333333,1,2,1,0.059973297690271495,5351.153846153846,1.3613938575691629,8.3478,0.17005597675901651,134.58032,9.08726981585268
Hyderabad,2016,Diesel,Automatic,First,21.5,5,10.3,Volkswagen,Vento 1.5 TDI Highline AT,10,4549.2,0,2,1,0.072429906493705,4135.636363636364,1.5572429896146573,4.5492,0.21509076830422438,162.533,8.606885508406725
Chennai,2011,Petrol,Automatic,Second,11.7,5,7.5,Honda,Accord 2.4 AT,15,5666.666666666667,1,4,3,0.07544604924577483,5312.5,0.8827187761755654,12.75,0.1744186046511628,418.07039999999995,3.4883720930232553
Hyderabad,2008,Petrol,Manual,First,14.49,5,1.8,Chevrolet,Aveo 1.4,18,3105.6666666666665,1,1,1,0.06626161539223616,2942.2105263157896,0.9601308070335018,10.06236,0.31633334504938315,129.6873,6.040016673614006
Hyderabad,2017,Petrol,Manual,First,16.2,5,6.25,Volkswagen,Polo 1.2 MPI Highline Plus,9,2055.555555555556,0,1,0,0.061718098363871474,1850.0,0.9998331934947178,1.665,0.46153846153846156,88.726,7.3669849931787175
Hyderabad,2015,Diesel,Manual,Second,14.95,7,6.8,Mahindra,Xylo D4 BS III,11,11795.454545454546,2,4,1,0.03764564080448146,10812.5,0.5628023300269979,14.2725,0.0841300191204589,233.2193,4.284895385497277
Hyderabad,2009,Petrol,Automatic,First,19.2,5,3.0,Hyundai,i10 Magna AT,17,2994.235294117647,1,1,0,0.06683375098844298,2827.8888888888887,1.2832080189781052,8.65334,0.32754036453315866,95.76,8.739189804278562
Coimbatore,2015,Diesel,Manual,First,15.1,7,11.6,Mahindra,XUV500 W8 4WD,11,7702.272727272727,1,3,2,0.06424965577592949,7060.416666666667,0.9701698022165353,9.31975,0.1283172936716244,305.06,4.749921358917899
Mumbai,2013,Diesel,Manual,Second,22.7,5,6.95,Hyundai,Elantra CRDi SX,13,3076.923076923077,0,2,1,0.07979772434905326,2857.1428571428573,1.811408342723509,5.2,0.3170731707317073,199.71168,8.79163439194423
Mumbai,2010,Petrol,Manual,Third,14.3,5,3.5,Volkswagen,Passat 1.8 TSI MT,16,3750.0,1,2,2,0.08898776413293227,3529.4117647058824,1.2725250271009314,9.6,0.26229508196721313,287.68,5.110793423874196
