Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Seats,Price,Brand,Model
Kochi,2017,Petrol,Manual,First,20.36,1197,5,4.07,Hyundai,i10 Magna 1.2
Kolkata,2012,Diesel,Manual,First,22.07,1199,5,2.99,Volkswagen,Polo Diesel Comfortline 1.2L
Delhi,2017,Diesel,Manual,First,24.3,1248,5,7.9,Maruti,Vitara Brezza VDi Option
Mumbai,2016,Diesel,Manual,First,19.87,1461,5,7.49,Renault,Duster 85PS Diesel RxL
Jaipur,2009,Diesel,Manual,First,18.0,1248,5,1.1,Tata,Indica Vista Aqua 1.3 Quadrajet
Delhi,2016,Diesel,Automatic,First,11.3,2987,7,56.0,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency
Mumbai,2016,Diesel,Manual,First,25.4,1186,5,3.5,Hyundai,Xcent 1.2 CRDi S
Hyderabad,2008,Diesel,Manual,First,18.1,1493,5,3.0,Hyundai,Verna CRDi SX ABS
Mumbai,2014,Petrol,Manual,First,17.01,1591,5,6.1,Hyundai,Verna 1.6 SX VTVT
Bangalore,2010,Petrol,Manual,First,15.6,1196,5,2.25,Ford,Figo Petrol ZXI
Chennai,2016,Diesel,Manual,First,25.2,1248,5,5.95,Maruti,Swift VDI Optional
Hyderabad,2013,Diesel,Manual,First,23.08,1461,5,4.95,Renault,Pulse RxL
Bangalore,2015,Petrol,Manual,Second,16.47,1198,5,5.49,Volkswagen,Polo 1.2 MPI Highline
Delhi,2019,Diesel,Automatic,First,22.69,1995,5,6.67,BMW,3 Series 320d Luxury Line
Ahmedabad,2015,Petrol,Manual,First,15.0,1598,5,6.25,Skoda,Rapid 1.6 MPI Active
Ahmedabad,2005,Petrol,Manual,Second,0.0,999,5,1.51,Hyundai,Santro GS
Coimbatore,2014,Diesel,Automatic,First,12.07,2967,7,34.88,Audi,Q7 3.0 TDI Quattro Premium Plus
Jaipur,2016,Diesel,Manual,First,26.21,1248,5,6.9,Maruti,Ciaz VDi Plus
Kolkata,2014,Diesel,Manual,First,25.1,1498,5,5.99,Honda,City i DTEC VX
Mumbai,2010,Petrol,Automatic,First,10.93,3498,5,10.4,Mercedes-Benz,E-Class 2009-2013 E350 Petrol
Pune,2012,Diesel,Automatic,First,14.57,2967,5,29.0,Audi,A6 2011-2015 3.0 TDI Quattro Premium Plus
Coimbatore,2016,Diesel,Manual,Second,14.02,2179,7,5.85,Mahindra,Xylo H4
Kochi,2006,Petrol,Automatic,Third,12.0,1493,5,2.21,Honda,City 1.5 EXI AT
Mumbai,2010,Petrol,Manual,First,15.5,1586,5,2.4,Maruti,SX4 ZXI MT BSIV
Pune,2009,Petrol,Manual,Third,14.53,1798,5,3.0,Toyota,Corolla Altis G
Pune,2012,Petrol,Automatic,Second,14.4,1598,5,3.75,Volkswagen,Vento Petrol Highline AT
Pune,2015,Petrol,Manual,First,21.1,814,5,2.95,Hyundai,EON Era Plus
Hyderabad,2011,Diesel,Manual,First,20.0,1968,5,5.8,Skoda,Laura Ambition 2.0 TDI CR MT
Hyderabad,2012,Diesel,Manual,First,22.9,1248,5,4.9,Maruti,Swift VDI
Kolkata,2018,Petrol,Automatic,First,14.28,1798,5,16.95,Toyota,Corolla Altis 1.8 VL CVT
Hyderabad,2013,Diesel,Manual,First,12.99,2494,8,12.5,Toyota,Innova 2.5 G (Diesel) 8 Seater
Hyderabad,2017,Diesel,Manual,First,27.28,1047,5,5.0,Tata,Tiago Wizz 1.05 Revotorq
Mumbai,2015,Petrol,Manual,First,15.41,1598,5,4.68,Skoda,Rapid 1.6 MPI Ambition
Mumbai,2016,Diesel,Automatic,First,10.91,3198,7,29.8,Ford,Endeavour 3.2 Titanium AT 4X4
Kochi,2017,Petrol,Manual,Second,25.17,799,5,3.46,Renault,KWID RXL
Pune,2012,Diesel,Manual,First,23.0,1396,5,4.0,Hyundai,i20 1.4 Asta CRDi with AVN
Chennai,2012,Diesel,Manual,Second,17.5,1896,5,4.5,Skoda,Laura Ambiente
Kochi,2013,Diesel,Manual,First,21.43,1364,5,5.87,Toyota,Corolla Altis Diesel D4DG
Delhi,2015,Diesel,Manual,First,15.4,2179,8,9.5,Mahindra,Scorpio S8 8 Seater
Chennai,2013,Diesel,Automatic,First,14.16,1968,5,32.5,Audi,Q5 2.0 TDI Premium Plus
Coimbatore,2014,Diesel,Manual,First,18.2,1248,8,3.88,Chevrolet,Enjoy TCDi LS 8 Seater
Coimbatore,2013,Diesel,Automatic,First,22.69,1995,5,13.08,BMW,3 Series 320d
Delhi,2012,Diesel,Manual,First,21.64,1461,5,3.5,Nissan,Sunny 2011-2014 Diesel XV
Mumbai,2010,Petrol,Manual,Second,12.8,2354,5,3.5,Honda,Accord 2.4 MT
Bangalore,2010,Diesel,Manual,First,16.8,1493,5,4.45,Hyundai,Verna CRDi
Jaipur,2015,Petrol,Manual,First,16.8,796,8,2.35,Maruti,Omni E MPI STD BS IV
Kolkata,2015,Petrol,Manual,First,17.4,1497,5,5.0,Honda,City i VTEC SV
Kolkata,2012,Diesel,Automatic,Second,0.0,2967,5,28.0,Audi,A7 2011-2015 Sportback
Chennai,2007,Petrol,Manual,Second,16.6,1388,5,2.0,Ford,Fiesta 1.4 ZXi Leather
Mumbai,2015,Diesel,Manual,First,22.54,1396,5,6.35,Hyundai,i20 1.4 Asta
Kochi,2015,Diesel,Automatic,First,13.0,2143,5,24.63,Mercedes-Benz,E-Class E250 CDI Avantgrade
Pune,2012,CNG,Manual,Second,26.2,998,5,3.0,Maruti,Wagon R LXI CNG
Chennai,2016,Diesel,Manual,First,22.77,1498,5,7.9,Ford,EcoSport 1.5 TDCi Trend Plus
Mumbai,2011,Petrol,Manual,First,18.5,1197,5,3.25,Hyundai,i20 1.2 Magna
Delhi,2016,Petrol,Manual,Second,17.8,1497,5,8.25,Honda,City i VTEC V
Kolkata,2011,Diesel,Manual,First,23.08,1461,5,2.85,Nissan,Micra Diesel XV
Pune,2010,Diesel,Manual,Second,20.0,1399,5,3.2,Ford,Figo Diesel EXI
Kolkata,2013,Petrol,Manual,First,18.44,1198,5,1.75,Nissan,Micra XL
Kolkata,2013,Diesel,Manual,First,17.8,1248,5,3.38,Maruti,Swift VDI BSIV
Ahmedabad,2009,Petrol,Manual,Second,12.8,2354,5,5.75,Honda,Accord 2.4 MT
Mumbai,2010,Petrol,Automatic,First,13.7,1798,5,4.7,Skoda,Superb Elegance 1.8 TSI AT
Hyderabad,2017,Petrol,Manual,First,14.0,796,5,2.9,Maruti,Omni 8 Seater BSIV
Ahmedabad,2012,Diesel,Manual,First,21.9,1396,5,4.25,Hyundai,i20 Magna Optional 1.4 CRDi
Chennai,2017,Diesel,Automatic,First,17.01,1582,5,14.5,Hyundai,Creta 1.6 CRDi AT SX Plus
Kochi,2016,Diesel,Manual,First,25.2,1248,5,5.34,Maruti,Swift VDI BSIV
Jaipur,2014,Diesel,Manual,First,25.2,1248,5,3.85,Maruti,Swift LDI BSIV
Hyderabad,2009,Diesel,Manual,First,12.8,2494,8,8.5,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
Mumbai,2016,Diesel,Manual,First,24.4,1120,5,4.2,Hyundai,Xcent 1.1 CRDi Base
Delhi,2016,Diesel,Manual,First,20.77,1248,7,6.75,Maruti,Ertiga Paseo VDI
Jaipur,2016,Diesel,Automatic,First,10.91,3198,7,26.0,Ford,Endeavour 3.2 Trend AT 4X4
Coimbatore,2019,Diesel,Manual,First,22.54,1396,5,8.61,Hyundai,i20 1.4 Sportz
Mumbai,2009,Petrol,Manual,First,19.0,998,5,1.46,Maruti,Zen Estilo LXI BS IV
Mumbai,2011,Diesel,Manual,Second,21.1,1248,5,2.8,Maruti,Ritz VDi
Kochi,2018,CNG,Manual,First,32.26,998,4,4.0,Maruti,Alto K10 LXI CNG Optional
Mumbai,2014,Petrol,Manual,First,17.0,1497,5,5.47,Honda,City 1.5 S MT
Mumbai,2009,Petrol,Manual,First,17.5,1298,5,2.45,Maruti,Swift Dzire ZXi
Hyderabad,2014,Diesel,Automatic,First,17.05,1995,5,21.5,BMW,X1 sDrive 20d Sportline
Mumbai,2010,Petrol,Manual,First,15.0,1368,5,1.38,Tata,Manza Aqua Safire
Chennai,2016,Diesel,Manual,First,16.0,2179,7,13.5,Mahindra,XUV500 W10 2WD
Bangalore,2009,Petrol,Automatic,Second,16.95,1197,5,3.1,Hyundai,i10 Sportz AT
Mumbai,2016,Petrol,Manual,First,21.4,1197,5,5.49,Maruti,Baleno Sigma 1.2
Kochi,2017,Diesel,Manual,First,24.3,1248,5,9.51,Maruti,Vitara Brezza ZDi Plus Dual Tone
Mumbai,2012,Petrol,Manual,First,15.6,1196,5,2.39,Ford,Figo Petrol ZXI
Delhi,2014,CNG,Manual,First,33.54,998,5,3.25,Maruti,Wagon R CNG LXI
Mumbai,2014,Petrol,Automatic,First,18.19,1197,5,5.65,Volkswagen,Vento Sport 1.2 TSI AT
Ahmedabad,2010,Diesel,Manual,First,14.95,2489,7,1.85,Mahindra,Xylo D2 BS III
Kochi,2019,Petrol,Automatic,First,13.33,2995,5,2.02,Porsche,Cayenne Base
Hyderabad,2013,Diesel,Manual,First,19.3,1248,5,5.8,Maruti,Swift Dzire VDi
Hyderabad,2017,Petrol,Manual,First,16.2,1199,5,6.9,Volkswagen,Polo 1.2 MPI Highline Plus
Chennai,2013,Petrol,Manual,Second,17.01,1591,5,5.35,Hyundai,Verna 1.6 VTVT
Bangalore,2010,Petrol,Manual,First,19.81,1086,5,2.85,Hyundai,i10 Era 1.1
Chennai,2014,Diesel,Automatic,First,13.0,2143,5,22.75,Mercedes-Benz,E-Class E250 CDI Launch Edition
Jaipur,1998,Petrol,Manual,Third,17.3,993,5,0.45,Maruti,Zen LXI
Coimbatore,2013,Petrol,Manual,First,20.36,1197,5,4.64,Hyundai,i10 Sportz
Coimbatore,2016,Diesel,Manual,First,25.8,1498,5,5.27,Honda,Amaze S i-Dtech
Jaipur,2016,Diesel,Manual,First,14.1,2179,7,10.0,Tata,Safari Storme VX
Mumbai,2015,Petrol,Manual,First,18.5,1198,5,3.95,Honda,Brio 1.2 S MT
Kochi,2010,Petrol,Manual,First,17.0,1197,5,3.38,Hyundai,i20 Asta
Coimbatore,2018,Petrol,Manual,First,14.69,1390,5,16.8,Volkswagen,Jetta 2012-2014 1.4 TSI
Kolkata,2010,Petrol,Manual,First,16.7,1198,5,1.99,Honda,Jazz Select Edition
Coimbatore,2017,Petrol,Manual,First,18.9,1197,5,5.84,Hyundai,Grand i10 Sportz
Coimbatore,2016,Diesel,Automatic,First,14.74,2993,5,36.15,Jaguar,XF Diesel
Kolkata,2014,Diesel,Automatic,First,16.36,2179,5,25.7,Jaguar,XF 2.2 Litre Luxury
Coimbatore,2013,Diesel,Manual,First,16.0,2179,7,9.24,Mahindra,XUV500 W8 2WD
Delhi,2015,Diesel,Manual,First,22.7,1598,5,7.65,Maruti,S Cross DDiS 320 Alpha
Coimbatore,2015,Diesel,Automatic,First,17.11,1968,5,25.31,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Delhi,2013,Diesel,Manual,First,19.01,1461,5,4.75,Renault,Duster 110PS Diesel RxZ
Coimbatore,2014,Petrol,Manual,First,19.1,1197,5,6.69,Maruti,Swift Dzire VXI
Mumbai,2012,Petrol,Manual,First,16.47,1198,5,3.1,Volkswagen,Polo Petrol Trendline 1.2L
Jaipur,2012,Petrol,Manual,First,19.7,796,8,1.55,Maruti,Omni 8 Seater BSII
Coimbatore,2019,Petrol,Automatic,First,18.9,1197,5,6.84,Hyundai,Grand i10 1.2 Kappa Magna AT
Hyderabad,2014,Petrol,Manual,First,25.4,624,4,1.6,Tata,Nano Twist XT
Kochi,2017,Petrol,Automatic,First,17.84,1395,5,21.73,Audi,A4 30 TFSI Premium Plus
Mumbai,2015,Petrol,Manual,First,16.47,1198,5,4.75,Volkswagen,Polo 1.2 MPI Highline
Chennai,2015,Petrol,Manual,First,22.74,796,5,2.45,Maruti,Alto 800 LXI
Kochi,2019,Diesel,Automatic,First,20.7,1496,5,31.55,Mini,Cooper 5 DOOR D
Delhi,2012,Diesel,Automatic,Second,15.2,1968,5,10.25,Audi,A4 New 2.0 TDI Multitronic
Coimbatore,2019,Diesel,Manual,First,12.62,2198,7,27.36,Ford,Endeavour Titanium 4X2
Hyderabad,2013,Petrol,Manual,Second,15.8,1499,5,6.5,Ford,Ecosport 1.5 Ti VCT MT Titanium
Jaipur,2016,Petrol,Manual,First,18.9,1197,5,4.25,Hyundai,Grand i10 Magna
Mumbai,2014,Petrol,Manual,First,18.2,1199,5,5.5,Chevrolet,Sail 1.2 LS
Kolkata,2015,Petrol,Manual,First,20.85,1197,5,4.0,Maruti,Swift Dzire LXI
Kochi,2017,Petrol,Manual,First,17.57,1193,5,4.65,Tata,Zest Revotron 1.2T XM
Delhi,2015,Diesel,Automatic,First,19.27,2143,5,28.5,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Coimbatore,2014,Diesel,Manual,First,17.3,1998,5,7.11,Chevrolet,Cruze LTZ
Hyderabad,2013,Diesel,Manual,First,21.1,1248,5,3.9,Maruti,Ritz VDi
Jaipur,2017,Petrol,Manual,First,18.9,1197,5,5.6,Hyundai,Grand i10 1.2 Kappa Sportz Option
Pune,2012,Diesel,Manual,Third,28.4,1248,5,2.25,Maruti,Dzire LDI
Kolkata,2011,Diesel,Manual,First,22.32,1582,5,3.9,Hyundai,Verna 1.6 SX
Coimbatore,2014,Diesel,Automatic,First,14.74,2993,5,28.63,Jaguar,XF Diesel
Delhi,2013,Petrol,Automatic,First,13.7,1798,5,7.25,Skoda,Superb Elegance 1.8 TSI AT
Pune,2006,Petrol,Manual,Second,18.9,998,5,2.0,Maruti,Wagon R LXI
Mumbai,2011,Petrol,Manual,First,16.47,1198,5,3.5,Volkswagen,Polo Petrol Highline 1.2L
Hyderabad,2011,Petrol,Manual,First,14.8,1799,5,5.0,Honda,Civic 2010-2013 1.8 S MT
Ahmedabad,2015,CNG,Manual,First,20.0,1196,5,3.72,Maruti,Eeco CNG 5 Seater AC
Chennai,2014,Petrol,Manual,First,22.5,998,5,3.45,Maruti,Wagon R VXI
Kolkata,2013,Diesel,Manual,First,23.4,1248,5,4.5,Maruti,Swift Dzire VDI
Coimbatore,2018,Petrol,Automatic,First,13.0,1591,5,14.36,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Bangalore,2016,Petrol,Manual,First,18.9,1197,5,5.5,Hyundai,Grand i10 Asta
Mumbai,2013,Diesel,Manual,First,23.08,1461,5,3.0,Nissan,Micra Diesel XV Premium
Coimbatore,2017,Petrol,Manual,First,18.9,1197,5,6.08,Hyundai,Grand i10 1.2 Kappa Asta
Chennai,2013,Diesel,Manual,First,20.54,1598,5,5.0,Volkswagen,Vento Diesel Highline
Kochi,2015,Diesel,Automatic,First,12.55,2982,7,20.25,Toyota,Fortuner 4x2 AT
Chennai,2002,Petrol,Manual,Third,0.0,999,5,1.2,Hyundai,Santro GS zipDrive - Euro II
Pune,2018,Diesel,Automatic,First,11.36,2755,7,18.0,Toyota,Innova Crysta 2.8 GX AT
Pune,2015,Diesel,Automatic,First,20.0,2143,5,17.5,Mercedes-Benz,A Class A180 CDI
Pune,2013,Petrol,Manual,First,21.1,814,5,2.1,Hyundai,EON D Lite
Bangalore,2012,Diesel,Manual,Second,22.7,1582,5,7.5,Hyundai,Elantra CRDi SX
Kochi,2015,Diesel,Automatic,Second,20.7,1496,4,24.77,Mini,Cooper 3 DOOR D
Bangalore,2015,Diesel,Manual,First,19.64,1461,5,8.65,Renault,Duster 110PS Diesel RXZ Option
Chennai,2019,Diesel,Automatic,First,10.91,3198,7,35.5,Ford,Endeavour 3.2 Titanium AT 4X4
Delhi,2014,Petrol,Manual,First,14.28,1798,5,10.5,Toyota,Corolla Altis GL MT
Delhi,2018,Diesel,Manual,First,14.0,2179,7,13.0,Mahindra,XUV500 W7
Kolkata,2012,Diesel,Automatic,First,16.77,2993,5,26.5,BMW,7 Series 730Ld Design Pure Excellence CBU
Ahmedabad,2004,Petrol,Manual,Second,17.3,1061,5,1.4,Maruti,Wagon R LX BSIII
Kochi,2017,Petrol,Manual,First,17.8,1497,5,7.51,Honda,City i VTEC SV
Delhi,2014,Diesel,Manual,First,22.9,1248,5,4.3,Maruti,Swift VDI
Mumbai,2015,Petrol,Automatic,First,18.0,1497,5,8.95,Honda,City i-VTEC CVT VX
Kochi,2015,Diesel,Manual,First,20.77,1248,7,6.91,Maruti,Ertiga VDI
Coimbatore,2016,Diesel,Manual,First,19.01,1461,5,9.75,Renault,Duster 110PS Diesel RxZ
Jaipur,2010,Diesel,Manual,Second,19.3,1248,5,4.0,Maruti,Swift Dzire VDi
Hyderabad,2011,Diesel,Manual,First,23.2,1248,5,3.65,Maruti,Ritz VDi
Chennai,2013,Diesel,Manual,First,15.1,2179,7,10.75,Mahindra,XUV500 W8 4WD
Kochi,2015,Petrol,Manual,First,19.4,1198,5,4.51,Honda,Brio S MT
Coimbatore,2016,Diesel,Automatic,First,0.0,2987,5,49.22,Mercedes-Benz,M-Class ML 350 4Matic
Coimbatore,2014,Diesel,Manual,First,21.02,1248,5,3.7,Tata,Manza Club Class Quadrajet90 LS
Hyderabad,2014,Diesel,Manual,First,12.8,2494,7,12.99,Toyota,Innova 2.5 V Diesel 7-seater
Delhi,2015,Petrol,Manual,First,18.6,1197,5,4.15,Maruti,Swift VXI
Kolkata,2012,Petrol,Manual,First,17.01,1591,5,4.4,Hyundai,Verna 1.6 EX VTVT
Kolkata,2015,Petrol,Manual,First,17.3,1497,7,4.25,Honda,Mobilio S i VTEC
Mumbai,2017,Petrol,Manual,First,18.0,1198,5,4.25,Honda,Amaze S i-Vtech
Jaipur,2017,Petrol,Automatic,First,18.0,1497,5,7.7,Honda,City i-VTEC CVT VX
Pune,2015,Diesel,Automatic,First,12.7,2179,5,39.75,Land,Rover Range Rover 2.2L Dynamic
Mumbai,2017,Petrol,Manual,First,17.4,1497,5,8.5,Honda,City i-VTEC V
Jaipur,2008,Petrol,Automatic,First,9.5,2997,5,7.0,Mercedes-Benz,E-Class 280 Elegance
Chennai,2002,Petrol,Manual,Third,13.8,1299,5,0.8,Ford,Ikon 1.3 Flair
Delhi,2013,Diesel,Manual,First,13.0,2982,7,15.25,Toyota,Fortuner 4x2 Manual
Hyderabad,2008,Petrol,Manual,First,19.0,998,5,2.25,Maruti,A-Star Vxi
Kolkata,2016,Diesel,Manual,First,14.07,1948,7,4.85,Tata,Sumo EX
Coimbatore,2012,Petrol,Automatic,Second,15.6,1497,5,6.42,Honda,City V AT
Chennai,2012,Diesel,Manual,Second,23.19,1461,5,2.5,Nissan,Micra XV D
Hyderabad,2011,Diesel,Automatic,First,19.08,1582,5,5.75,Hyundai,Verna SX CRDi AT
Pune,2003,Petrol,Manual,First,16.1,796,4,0.5,Maruti,800 Std
Coimbatore,2015,Diesel,Manual,First,15.1,2179,7,11.52,Mahindra,XUV500 W8 4WD
Delhi,2014,Diesel,Manual,First,21.5,1248,5,4.5,Maruti,SX4 VDI
Bangalore,2013,Petrol,Automatic,First,15.0,1396,5,4.75,Hyundai,i20 Sportz AT 1.4
Coimbatore,2019,Diesel,Manual,First,19.67,1582,5,13.54,Hyundai,Creta 1.6 CRDi SX
Kochi,2015,Diesel,Automatic,First,13.0,2143,5,23.41,Mercedes-Benz,E-Class E250 CDI Avantgrade
Hyderabad,2013,Diesel,Automatic,Second,12.55,2982,7,19.25,Toyota,Fortuner 4x2 AT
Ahmedabad,2015,Diesel,Automatic,First,9.0,1984,5,20.0,Volvo,S60 D4 KINETIC
Delhi,2011,Diesel,Automatic,First,14.21,2143,5,13.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde
Chennai,2010,Petrol,Manual,First,10.2,2354,5,3.99,Honda,Accord 2.4 Elegance M/T
Pune,2015,Diesel,Manual,First,25.8,1498,5,4.65,Honda,Amaze S i-Dtech
Ahmedabad,2013,Diesel,Manual,First,28.4,1248,5,4.65,Maruti,Dzire ZDI
Kolkata,2013,Petrol,Manual,First,18.6,1197,5,3.15,Maruti,Swift LXI
Delhi,2013,Petrol,Automatic,First,14.53,1798,5,8.25,Toyota,Corolla Altis G HV AT
Bangalore,2012,Diesel,Automatic,Second,11.49,4367,5,65.0,Land,Rover Range Rover Vogue SE 4.4 SDV8
Chennai,2012,Diesel,Manual,First,22.9,1248,5,4.5,Maruti,Swift VDI
Kolkata,2017,Diesel,Manual,First,16.3,1956,5,17.5,Jeep,Compass 2.0 Limited Option 4X4
Mumbai,2016,Petrol,Manual,First,20.4,1197,5,4.31,Maruti,Swift VXI BSIV
Kochi,2016,Petrol,Manual,First,18.7,1199,5,6.2,Honda,Jazz 1.2 SV i VTEC
Chennai,2011,Diesel,Manual,First,23.59,1364,5,4.67,Toyota,Etios GD
Kochi,2011,Petrol,Manual,First,16.47,1198,5,3.32,Volkswagen,Polo Petrol Trendline 1.2L
Delhi,2011,Petrol,Automatic,First,12.9,1799,5,3.75,Honda,Civic 2006-2010 1.8 V AT
Bangalore,2013,Petrol,Manual,First,16.78,1496,5,4.7,Toyota,Etios G SP
Chennai,2016,Petrol,Manual,First,17.01,1591,5,6.5,Hyundai,Verna 1.6 SX VTVT
Hyderabad,2009,Diesel,Manual,First,12.8,2494,8,7.25,Toyota,Innova 2.5 G4 Diesel 8-seater
Coimbatore,2016,Diesel,Manual,First,22.7,1598,5,8.94,Maruti,SX4 S Cross DDiS 320 Zeta
Kolkata,2018,Petrol,Manual,First,19.0,1194,5,7.34,Ford,Freestyle Titanium Plus Petrol
Delhi,2016,Petrol,Manual,First,21.4,1197,5,6.9,Maruti,Baleno Alpha 1.2
Mumbai,2016,Petrol,Manual,First,18.2,1199,5,5.9,Honda,Jazz V
Pune,2013,Diesel,Automatic,First,22.32,1582,5,6.75,Hyundai,Verna 1.6 CRDi EX AT
Ahmedabad,2014,Diesel,Manual,First,25.8,1498,5,4.1,Honda,Amaze VX i-DTEC
Mumbai,2017,Diesel,Automatic,First,18.51,1968,5,27.0,Audi,Q3 30 TDI Premium FWD
Mumbai,2014,Petrol,Manual,First,15.0,1598,5,4.5,Skoda,Rapid 2013-2016 1.6 MPI Ambition
Kolkata,2013,Diesel,Automatic,First,17.11,1968,5,14.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Jaipur,2014,Diesel,Manual,First,23.4,1248,5,5.25,Maruti,Swift Dzire VDI
Kolkata,2012,Diesel,Manual,Second,22.3,1248,5,1.2,Tata,Indica Vista Quadrajet LS
Jaipur,2006,Diesel,Manual,Second,12.99,2494,8,4.95,Toyota,Innova 2.5 G (Diesel) 8 Seater
Hyderabad,2013,Diesel,Manual,First,19.64,1461,5,7.5,Renault,Duster 110PS Diesel RxZ Plus
Kolkata,2015,Petrol,Automatic,First,10.0,2996,4,48.0,Mercedes-Benz,E-Class E400 Cabriolet
Delhi,2015,Diesel,Manual,First,25.8,1498,5,4.45,Honda,Amaze S i-Dtech
Coimbatore,2018,Diesel,Automatic,First,11.57,2987,5,59.65,Mercedes-Benz,GLE 350d
Kochi,2015,Diesel,Manual,First,23.2,1248,5,4.38,Maruti,Ritz VDi
Kochi,2016,Diesel,Manual,First,28.09,1248,5,7.9,Maruti,Ciaz ZDi Plus SHVS
Bangalore,2008,Petrol,Manual,Second,0.0,1086,5,1.88,Hyundai,Santro Xing GL
Coimbatore,2018,Petrol,Automatic,First,21.4,1197,5,7.29,Maruti,Baleno Delta CVT
Hyderabad,2012,Diesel,Manual,First,23.5,1498,5,6.0,Ford,Fiesta Diesel Titanium Plus
Chennai,2011,Diesel,Manual,Third,16.0,2179,7,6.7,Mahindra,XUV500 W8 2WD
Jaipur,2009,Petrol,Manual,First,19.7,796,5,1.5,Maruti,Alto LXi
Kochi,2016,Diesel,Automatic,First,20.7,1496,4,23.8,Mini,Cooper 3 DOOR D
Kochi,2014,Diesel,Manual,First,15.1,2179,7,7.77,Mahindra,XUV500 W8 4WD
Coimbatore,2012,Petrol,Manual,First,17.92,1086,5,3.32,Hyundai,Santro Xing GLS
Kochi,2015,Diesel,Manual,First,22.9,1248,5,4.94,Maruti,Swift VDI
Delhi,2013,Diesel,Automatic,Second,20.0,2143,5,11.0,Mercedes-Benz,A Class A180 CDI
Hyderabad,2016,Petrol,Manual,First,25.17,799,5,3.4,Renault,KWID RXT
Kochi,2013,Diesel,Manual,First,22.9,1248,5,4.17,Maruti,Swift VDI
Hyderabad,2005,Petrol,Manual,Second,17.3,993,5,1.25,Maruti,Zen LXI
Mumbai,2016,Petrol,Automatic,First,18.9,1197,5,5.45,Hyundai,Grand i10 Magna AT
Jaipur,2012,Diesel,Manual,First,21.12,1248,5,2.59,Tata,Manza Aura Quadrajet BS IV
Pune,2015,Diesel,Manual,First,16.0,2179,7,12.01,Mahindra,XUV500 W10 AWD
Delhi,2010,Petrol,Manual,Second,17.5,1197,5,2.45,Maruti,Swift Dzire 1.2 Vxi BSIV
Bangalore,2015,Diesel,Automatic,First,15.73,1968,5,29.0,Audi,Q3 35 TDI Quattro Premium Plus
Hyderabad,2008,Diesel,Manual,Second,17.8,1399,5,2.4,Ford,Fiesta 1.4 SXi TDCi
Hyderabad,2010,Diesel,Automatic,First,14.84,2143,5,11.99,Mercedes-Benz,New C-Class C 220 CDI Elegance AT
Delhi,2015,Petrol,Automatic,First,18.0,1497,5,7.9,Honda,City i VTEC CVT VX
Pune,2010,Diesel,Manual,Third,12.8,2494,7,6.25,Toyota,Innova 2.5 GX 7 STR
Pune,2011,Petrol,Manual,Second,18.6,1199,5,1.8,Chevrolet,Beat LT
Delhi,2013,CNG,Manual,First,26.6,998,5,2.8,Maruti,Wagon R LXI CNG
Mumbai,2015,Petrol,Manual,First,18.7,1199,5,4.9,Honda,Jazz 1.2 S i VTEC
Jaipur,2010,Petrol,Manual,First,18.06,1198,5,2.25,Nissan,Micra XL Primo
Coimbatore,2017,Petrol,Automatic,First,19.12,1373,5,8.89,Maruti,Ciaz AT ZXi
Mumbai,2012,Diesel,Automatic,First,12.55,2982,7,15.0,Toyota,Fortuner 4x2 AT
Kolkata,2018,Diesel,Manual,First,26.1,1498,5,5.65,Ford,Aspire Ambiente Diesel
Jaipur,2014,Diesel,Manual,First,20.77,1248,7,7.0,Maruti,Ertiga ZDI
Hyderabad,2016,Petrol,Manual,First,22.74,796,5,2.95,Maruti,Alto 800 LXI
Chennai,2013,Petrol,Manual,First,19.4,1198,5,3.3,Honda,Brio V MT
Hyderabad,2010,Diesel,Manual,Second,16.2,1493,5,3.5,Hyundai,Verna Transform CRDi VGT SX ABS
Jaipur,2007,Petrol,Manual,First,12.8,1493,5,2.3,Honda,City 1.5 GXI
Coimbatore,2017,Diesel,Manual,First,19.67,1582,5,13.69,Hyundai,Creta 1.6 CRDi SX
Delhi,2013,Diesel,Manual,First,23.59,1364,5,3.1,Toyota,Etios Liva GD
Mumbai,2014,Petrol,Manual,First,13.44,2359,5,12.75,Hyundai,Sonata Transform 2.4 GDi MT
Pune,2017,Diesel,Manual,First,19.67,1582,5,13.75,Hyundai,Creta 1.6 CRDi SX Option
Chennai,2017,Petrol,Manual,First,18.7,1199,5,6.75,Honda,Jazz 1.2 SV i VTEC
Chennai,2014,Diesel,Manual,First,20.54,1598,5,5.25,Volkswagen,Vento Diesel Comfortline
Mumbai,2015,Diesel,Manual,First,16.0,2179,7,8.75,Mahindra,XUV500 W6 2WD
Kochi,2017,Diesel,Manual,First,18.49,1493,7,8.87,Mahindra,TUV 300 2015-2019 T8
Bangalore,2010,Petrol,Automatic,Second,11.1,2354,5,6.5,Honda,Accord 2001-2003 2.3 VTi L AT
Pune,2012,Diesel,Manual,First,20.77,1248,7,4.5,Maruti,Ertiga VDI
