Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Performance_Index,Economy_Index
Mumbai,Petrol,Manual,First,16.25,5,2.19,Skoda,Fabia 1.2 MPI Ambition Plus,0,1,0,0.06260434051535531,89.85,7.393084622383986
Chennai,Diesel,Manual,First,20.54,5,4.25,Volkswagen,Vento Diesel Comfortline,1,2,1,0.064831038757928,165.5528,7.906081601231716
Hyderabad,Diesel,Automatic,First,11.18,7,14.5,Mahindra,Ssangyong Rexton RX7,1,5,3,0.06824925813492239,496.064,3.024891774891775
Mumbai,Diesel,Manual,First,19.87,5,5.65,Nissan,Terrano XL D Option,1,2,1,0.05690622857159053,121.46754,8.073953677366923
Ahmedabad,Diesel,Automatic,Second,12.9,7,22.5,Toyota,Fortuner 2.8 2WD AT,1,5,3,0.0633393829171182,480.7475,3.435419440745673
Jaipur,Petrol,Automatic,Second,11.3,5,1.5,Toyota,Corolla H4,3,2,1,0.06967670007264398,224.25,4.0443808160343595
Kochi,Petrol,Manual,First,20.36,5,3.2,Hyundai,i10 Sportz,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Bangalore,Diesel,Manual,First,23.0,5,4.5,Hyundai,i20 1.4 CRDi Sportz,1,1,1,0.06446991399393272,125.64,9.599332220367279
Pune,Diesel,Manual,Second,25.8,5,4.5,Honda,Amaze S i-Dtech,0,2,1,0.06582109474911808,147.7028,10.32826261008807
Jaipur,Diesel,Automatic,First,22.32,5,8.0,Hyundai,Verna 1.6 SX CRDI (O) AT,1,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Mumbai,Diesel,Automatic,First,17.9,5,28.9,Mercedes-Benz,GLA Class 200 d Sport,0,3,2,0.063462435807997,291.448,5.695195672923958
Coimbatore,Diesel,Manual,First,20.14,5,4.1,Volkswagen,Polo 1.5 TDI Trendline,1,2,1,0.05927903867871893,133.0224,8.062449959967974
Kochi,Petrol,Automatic,First,21.4,5,7.22,Maruti,Baleno Zeta Automatic,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Hyderabad,Diesel,Manual,First,22.9,5,5.8,Maruti,Swift VDI,1,1,0,0.059294871747359874,92.352,10.186832740213521
Chennai,Diesel,Manual,Second,14.0,8,3.5,Mahindra,Xylo D2 BSIV,4,4,1,0.03816793891596306,236.455,4.012611063341931
Bangalore,Diesel,Manual,Second,22.7,5,6.35,Ford,Ecosport 1.5 DV5 MT Trend,0,2,1,0.059973297690271495,134.58032,9.08726981585268
Delhi,Diesel,Manual,First,15.1,7,8.85,Mahindra,XUV500 W8 2WD,0,3,2,0.06424965577592949,305.06,4.749921358917899
Hyderabad,Petrol,Manual,Second,18.6,5,2.0,Chevrolet,Beat LS,2,1,0,0.06622185148772156,95.20060000000001,8.458390177353344
Bangalore,Petrol,Manual,First,17.01,5,5.5,Hyundai,Verna 1.6 VTVT,1,2,1,0.07624135758878607,192.98829999999998,6.565032805866461
Kolkata,Petrol,Manual,Second,18.9,5,2.3,Hyundai,Grand i10 Asta,0,1,1,0.06850459476315406,98.154,8.602639963586709
Bangalore,Diesel,Manual,First,19.01,5,7.95,Renault,Duster 110PS Diesel RxZ,1,2,1,0.07422997941531144,158.44545000000002,7.724502234863876
Coimbatore,Petrol,Manual,First,19.1,5,6.16,Hyundai,Xcent 1.2 Kappa S Option,0,1,1,0.06838763569892427,97.98642,8.69367319071461
Delhi,Petrol,Manual,First,20.36,5,2.85,Hyundai,i10 Sportz,1,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Delhi,Petrol,Automatic,First,13.7,5,25.0,Mercedes-Benz,GLA Class 200 Sport Edition,0,3,3,0.09191361120446327,364.353,4.580407890337679
Coimbatore,Diesel,Manual,First,15.8,5,10.36,Mercedes-Benz,New C-Class 220 CDI MT,0,3,2,0.07914338916240997,365.16,5.019059720457434
Delhi,Petrol,Automatic,First,15.04,5,26.0,Mercedes-Benz,CLA 200 Sport Edition,0,3,3,0.09191361120446327,364.353,5.028418589100634
Kolkata,Diesel,Manual,First,22.32,5,4.35,Hyundai,Verna 1.6 SX CRDi (O),0,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Chennai,Diesel,Manual,First,14.95,9,4.5,Mahindra,Xylo D2 Maxx,2,4,1,0.03764564080448146,233.2193,4.284895385497277
Delhi,Diesel,Manual,First,26.59,5,5.0,Maruti,Swift Dzire LDI,1,1,0,0.059294871747359874,92.352,11.828291814946619
Ahmedabad,Petrol,Manual,First,20.36,5,3.67,Hyundai,i10 Sportz,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Delhi,Diesel,Manual,First,14.0,7,6.0,Tata,Safari Storme Explorer Edition,1,3,2,0.06337769616182759,300.9199,4.403900597672224
Coimbatore,Petrol,Manual,First,18.9,5,6.34,Hyundai,Grand i10 Asta,0,1,1,0.06850459476315406,98.154,8.602639963586709
Chennai,Petrol,Automatic,Second,16.82,4,22.0,Mini,Cooper Convertible S,0,3,3,0.09463463458726995,377.78184000000005,5.610406937958639
Delhi,Petrol,Manual,Second,13.4,5,1.67,Toyota,Corolla H5,1,2,1,0.06967670007264398,224.25,4.795991410164639
Kolkata,Petrol,Manual,First,14.28,5,7.95,Toyota,Corolla Altis G MT,0,2,2,0.07676863177042902,248.17794,5.103645461043603
Kochi,Petrol,Manual,First,10.4,5,9.74,Maruti,Grand Vitara 2.4 MT,0,4,2,0.06832427911896186,391.2555,3.065134099616859
Chennai,Diesel,Manual,Second,16.0,7,6.0,Mahindra,XUV500 W8 1.99 mHawk,2,3,2,0.07010515770149967,279.58,5.3386720053386725
Mumbai,Petrol,Automatic,First,17.44,4,21.5,Mini,Cooper 3 DOOR S,0,3,3,0.09463463458726995,377.78184000000005,5.8172114743162116
Jaipur,Diesel,Manual,Second,21.1,5,2.35,Maruti,Ritz VDi,1,1,0,0.059214743542295875,92.22720000000001,9.386120996441282
Delhi,Diesel,Manual,Second,22.07,5,2.65,Volkswagen,Polo Diesel Comfortline 1.2L,1,1,0,0.061634695528244625,88.60610000000001,10.03638017280582
Kochi,Petrol,Manual,First,20.36,5,3.16,Hyundai,i10 Magna,1,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Jaipur,Petrol,Manual,Second,19.0,5,2.05,Maruti,A-Star Vxi,1,0,0,0.06623246486349452,65.96779999999998,9.50950950950951
Hyderabad,CNG,Manual,Second,26.6,5,2.95,Maruti,Wagon R LXI CNG,1,0,0,0.058276553047819084,58.043679999999995,13.313313313313316
Hyderabad,Petrol,Manual,First,20.51,5,3.9,Maruti,Wagon R Stingray LXI,1,0,0,0.06717434863008583,66.90592000000001,10.265265265265267
Coimbatore,Diesel,Manual,Second,24.2,7,6.68,Honda,Mobilio S i DTEC,1,2,1,0.06582109474911808,147.7028,9.687750200160126
Jaipur,Petrol,Manual,Second,21.1,5,3.5,Hyundai,EON Era Plus,1,0,0,0.06781326772995913,44.9328,11.631753031973538
Mumbai,Petrol,Automatic,First,14.84,5,8.11,Skoda,Rapid 1.6 MPI AT Ambition,0,2,1,0.06478097617973655,165.42496,5.712086220169361
Delhi,Diesel,Manual,First,28.09,5,8.3,Maruti,Ciaz VDi Plus SHVS,0,1,1,0.07091346148163985,110.448,12.495551601423486
Coimbatore,Diesel,Automatic,First,15.26,5,45.61,Mercedes-Benz,M-Class ML 250 CDI,0,3,3,0.0948203452660661,435.45759999999996,4.855233853006682
Pune,Diesel,Automatic,First,20.0,5,4.45,Skoda,Laura Elegance 2.0 TDI CR AT,1,3,2,0.07017276419198537,271.7808,6.738544474393531
Delhi,Diesel,Manual,First,24.3,5,7.85,Maruti,Vitara Brezza VDi Option,0,1,1,0.07091346148163985,110.448,10.809608540925266
Hyderabad,LPG,Manual,First,13.45,5,3.1,Hyundai,Santro Xing GLS LPG,0,1,0,0.05718232038933488,67.4406,6.4477468839884935
Kolkata,Diesel,Manual,First,24.0,5,3.75,Hyundai,Grand i10 CRDi Sportz,0,1,0,0.06249999994419642,78.4,11.320754716981131
Delhi,Diesel,Manual,First,25.47,7,7.65,Maruti,Ertiga VDI,1,1,1,0.07091346148163985,110.448,11.330071174377222
Ahmedabad,Petrol,Manual,First,17.0,5,4.9,Hyundai,i20 1.2 Sportz,0,1,0,0.06683375098844298,95.76,7.737824305871643
Coimbatore,Diesel,Automatic,First,16.0,7,16.52,Mahindra,XUV500 AT W10 FWD,0,3,2,0.06424965577592949,305.06,5.033029254482542
Kochi,Petrol,Automatic,First,13.7,5,14.05,Skoda,Superb Elegance 1.8 TSI AT,1,2,2,0.08773637369981291,283.6345,4.896354538956397
Kochi,Petrol,Manual,First,20.73,5,6.75,Maruti,Ciaz VXi Plus,1,1,1,0.06635105603324758,125.0803,8.735777496839443
Kolkata,Diesel,Manual,First,19.67,5,9.2,Hyundai,Creta 1.6 CRDi SX,1,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Chennai,Diesel,Manual,Third,23.59,5,3.0,Toyota,Etios GD,2,1,1,0.08304757598967921,154.50968305177113,9.978849407783418
Chennai,Petrol,Manual,Second,17.0,5,2.75,Honda,City 1.5 S MT,2,2,1,0.07882431524460633,176.646,6.8081698037645175
Hyderabad,Diesel,Manual,First,13.5,7,20.5,Ford,Endeavour 2.2 Trend MT 4X4,2,3,2,0.07174704273350908,346.6246,4.221388367729832
Pune,Diesel,Manual,First,21.9,5,4.25,Hyundai,i20 2015-2017 1.4 Magna ABS,1,1,1,0.06446991399393272,125.64,9.140233722871452
Kolkata,Petrol,Manual,First,17.0,5,6.0,Ford,EcoSport 1.5 Petrol Trend,0,2,1,0.08106880422106291,181.67592000000002,6.8081698037645175
Coimbatore,Petrol,Manual,Second,17.0,5,6.0,Hyundai,i20 1.2 Sportz,0,1,0,0.06683375098844298,95.76,7.737824305871643
Ahmedabad,Petrol,Manual,First,16.1,5,2.41,Maruti,Swift VXI BSIII,1,1,1,0.06795069332207188,114.48360000000001,7.00609225413403
Hyderabad,Petrol,Automatic,First,19.0,5,7.25,Honda,Jazz V CVT,0,1,1,0.07397831520101891,106.35130000000001,8.640291041382447
Kochi,Diesel,Manual,First,11.1,7,23.65,Volvo,XC90 2007-2015 D5 AWD,1,4,3,0.08333333329861112,480.0,3.264705882352941
Delhi,Petrol,Manual,First,21.4,5,6.5,Maruti,Baleno Alpha 1.2,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Kochi,Diesel,Automatic,Second,17.9,5,18.06,Mercedes-Benz,GLA Class 200 CDI SPORT,1,3,2,0.063462435807997,291.448,5.695195672923958
Hyderabad,Petrol,Manual,First,25.17,5,3.2,Renault,KWID RXT,1,0,0,0.06670838539836246,42.5867,13.991106170094499
Coimbatore,Petrol,Manual,First,18.16,5,6.42,Ford,Figo 2015-2019 1.2P Titanium Opt MT,0,1,1,0.07257525077543875,103.81280000000001,8.269581056466302
Jaipur,Diesel,Manual,First,13.0,7,23.0,Toyota,Fortuner 4x2 Manual,1,5,2,0.05650570085294913,502.467,3.2646911099949776
Chennai,Petrol,Manual,First,17.0,5,5.9,Honda,City 1.5 S MT,1,2,1,0.07882431524460633,176.646,6.8081698037645175
Pune,Diesel,Manual,First,15.4,7,7.75,Mahindra,Scorpio S2 7 Seater,1,4,0,0.02972651604053646,189.225,4.371274481975589
Hyderabad,Diesel,Automatic,First,13.2,5,15.0,BMW,3 Series 320d,1,3,2,0.08521303253874032,339.15,4.407345575959933
Jaipur,Diesel,Manual,First,24.3,5,9.0,Maruti,Vitara Brezza ZDi Plus,0,1,1,0.07091346148163985,110.448,10.809608540925266
Delhi,Petrol,Automatic,First,11.74,5,11.5,Mercedes-Benz,New C-Class C 200 CGI Elegance,1,2,3,0.10356347432986443,334.056,4.198855507868384
Kolkata,Petrol,Manual,Second,17.01,5,6.2,Hyundai,Verna 1.6 VTVT,0,2,1,0.07624135758878607,192.98829999999998,6.565032805866461
Kochi,Diesel,Manual,First,24.0,5,5.92,Hyundai,Grand i10 1.2 CRDi Sportz,0,1,0,0.06236930854774931,87.72842,10.978956999085089
Kolkata,Diesel,Manual,First,20.14,5,6.29,Volkswagen,Polo 1.5 TDI Highline,0,2,1,0.058744993285216957,131.824,8.062449959967974
Kochi,Petrol,Manual,First,18.0,5,4.12,Honda,Amaze S i-Vtech,1,1,1,0.07237061763575073,103.8666,8.18926296633303
Pune,Petrol,Automatic,Third,10.1,5,3.8,Honda,CR-V 2.4 AT,2,4,2,0.06457094304818567,357.808,3.011329755515802
Ahmedabad,Petrol,Manual,First,17.92,5,2.7,Hyundai,Santro Xing GL Plus,0,1,0,0.05718232038933488,67.4406,8.590604026845638
Coimbatore,Diesel,Automatic,First,15.0,5,20.28,Mercedes-Benz,B Class B200 CDI,0,3,1,0.05006999531027999,229.94389999999999,4.772510340439071
Delhi,Petrol,Manual,First,18.0,5,3.9,Honda,Amaze S i-Vtech,1,1,1,0.07237061763575073,103.8666,8.18926296633303
Pune,Diesel,Automatic,Second,12.55,7,16.5,Toyota,Fortuner 4x2 AT,2,5,2,0.05650570085294913,502.467,3.1516825715720747
Pune,Petrol,Manual,First,17.01,5,3.7,Hyundai,Verna 1.6 VTVT,1,2,1,0.07624135758878607,192.98829999999998,6.565032805866461
Delhi,Diesel,Automatic,First,10.5,4,79.0,Jaguar,XJ 3.0L Portfolio,0,5,5,0.09062145001983915,811.79139,2.629601803155522
Mumbai,Diesel,Automatic,First,22.69,5,17.99,BMW,3 Series 320d,0,3,3,0.09523809519035684,379.05,7.5759599332220375
Jaipur,Diesel,Manual,First,21.9,5,3.9,Hyundai,i20 Magna 1.4 CRDi (Diesel),1,1,1,0.06358166184557187,123.90896000000001,9.140233722871452
Chennai,Diesel,Manual,First,18.5,5,3.12,Ford,Figo Diesel EXI Option,1,1,0,0.04860614721329081,95.132,7.711546477699041
Pune,Petrol,Manual,First,14.0,5,1.65,Maruti,Wagon R LXI BSIII,1,1,0,0.060320452346540564,67.904,6.792819019893256
Kolkata,Petrol,Manual,First,19.1,5,3.5,Hyundai,Xcent 1.2 Kappa S Option,0,1,1,0.06838763569892427,97.98642,8.69367319071461
Chennai,Diesel,Manual,Second,14.02,7,4.85,Mahindra,Xylo H4,1,3,1,0.05429095913066041,257.7757,4.410191884240327
Coimbatore,Diesel,Automatic,First,19.27,5,39.22,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,0,3,2,0.0782174521333563,359.20966000000004,6.13108495068406
Kolkata,Petrol,Manual,Second,20.36,5,2.0,Hyundai,i10 Magna,1,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Mumbai,Diesel,Manual,Second,11.5,7,10.45,Toyota,Fortuner 3.0 Diesel,2,5,2,0.05734406436708784,509.922,2.887995981918634
Chennai,Petrol,Automatic,First,19.16,5,27.0,Toyota,Camry Hybrid,0,4,2,0.06343223734425331,394.5508,5.483686319404693
Kolkata,Diesel,Manual,First,20.0,5,2.25,Ford,Figo Diesel ZXI,1,1,0,0.04860614721329081,95.132,8.336807002917881
Kolkata,Petrol,Manual,First,19.1,5,3.45,Hyundai,Xcent 1.2 Kappa S Option,0,1,1,0.06838763569892427,97.98642,8.69367319071461
Kochi,Petrol,Manual,First,18.6,5,6.14,Hyundai,i20 Sportz 1.2,1,1,1,0.0683625730423036,97.95051,8.466090122894856
Jaipur,LPG,Manual,Second,19.2,5,2.85,Hyundai,i10 Magna LPG,1,1,0,0.06266114174708919,73.9023,9.204218600191753
Chennai,CNG,Manual,First,24.6,5,3.25,Tata,Indigo CS Emax CNG GLX,1,1,0,0.04629505444568729,65.88939,11.21751025991792
Hyderabad,Diesel,Manual,First,28.4,5,4.0,Maruti,Dzire VDI,2,1,0,0.05909455123469987,92.04,12.633451957295371
Kolkata,Petrol,Manual,First,17.0,5,2.59,Honda,City 1.5 S MT,0,2,1,0.07882431524460633,176.646,6.8081698037645175
Delhi,Diesel,Manual,First,27.39,5,6.96,Maruti,Baleno Delta 1.3,0,1,0,0.059294871747359874,92.352,12.184163701067614
Kolkata,Petrol,Manual,First,18.3,5,2.19,Toyota,Etios Liva G,0,1,1,0.09463399635617045,135.59244179836512,8.329540282203004
Jaipur,Petrol,Manual,First,21.1,5,3.0,Hyundai,EON Era Plus,1,0,0,0.06781326772995913,44.9328,11.631753031973538
Delhi,Diesel,Manual,First,20.14,5,3.6,Volkswagen,Polo 1.5 TDI Highline,1,2,1,0.058744993285216957,131.824,8.062449959967974
Coimbatore,Diesel,Manual,Second,25.44,5,3.7,Chevrolet,Beat Diesel LS,1,0,0,0.06153846147271532,53.913599999999995,13.140495867768598
Ahmedabad,Diesel,Automatic,First,22.48,5,21.75,BMW,5 Series 520d Luxury Line,1,3,3,0.09523809519035684,379.05,7.505843071786311
Mumbai,Diesel,Automatic,First,17.9,5,45.0,Mercedes-Benz,GLC 220d 4MATIC Sport,0,3,2,0.07932804475999625,364.31,5.695195672923958
Coimbatore,Petrol,Manual,Second,24.07,5,3.19,Maruti,Alto K10 VXI,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Coimbatore,Petrol,Manual,First,20.14,5,6.2,Hyundai,Xcent 1.2 VTVT S,1,1,1,0.06838763569892427,97.98642,9.1670459717797
Coimbatore,Petrol,Manual,First,19.81,5,3.96,Hyundai,i10 Magna 1.1,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Kolkata,Diesel,Manual,First,13.5,5,0.82,Tata,Indica DLS,1,1,1,0.08062412359597573,159.1540356948229,5.613305613305613
Jaipur,Diesel,Manual,First,23.4,5,4.5,Maruti,Swift Dzire Tour LDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Mumbai,Diesel,Manual,First,25.4,5,3.55,Hyundai,Xcent 1.2 CRDi E Plus,1,1,0,0.06236930854774931,87.72842,11.61939615736505
Chennai,Diesel,Manual,First,22.71,5,5.5,Nissan,Sunny Diesel XV,1,2,1,0.05804243664747266,123.89280000000001,9.227956115400243
Mumbai,Petrol,Manual,First,15.8,5,10.25,Hyundai,Creta 1.6 SX Option,0,2,1,0.07624135758878607,192.98829999999998,6.09803164801235
Delhi,Diesel,Automatic,First,12.9,7,30.0,Toyota,Fortuner 2.8 2WD AT,0,5,3,0.0633393829171182,480.7475,3.435419440745673
Pune,Petrol,Manual,Second,18.5,5,3.5,Maruti,Ritz VXi,0,1,1,0.07167919793510509,102.70259999999999,8.420573509330906
Delhi,Diesel,Manual,First,23.08,5,3.1,Renault,Pulse RxL,1,2,0,0.04320328539137352,92.21831999999999,9.378301503453878
Hyderabad,Petrol,Manual,First,17.5,5,3.25,Skoda,Fabia 1.2 MPI Ambiente Petrol,1,1,0,0.06260434051535531,89.85,7.961783439490446
Mumbai,Diesel,Manual,First,23.0,5,8.99,Ford,EcoSport 1.5 Diesel Titanium,0,2,1,0.06606141517619397,148.24208,9.20736589271417
Kolkata,Petrol,Manual,First,15.04,5,3.99,Volkswagen,Vento Petrol Comfortline,1,2,1,0.064831038757928,165.5528,5.789068514241724
Mumbai,Diesel,Manual,Second,19.01,5,6.0,Nissan,Terrano XV 110 PS,1,2,1,0.07426420255012717,158.5185,7.724502234863876
Mumbai,Diesel,Automatic,First,15.73,5,18.25,Audi,Q3 2012-2015 35 TDI Quattro Premium,0,3,3,0.0885823170281594,343.08144,5.299865229110512
Delhi,Diesel,Manual,First,12.99,7,7.75,Toyota,Innova 2.5 GX (Diesel) 7 Seater,1,4,1,0.04009623093821322,249.4,3.7178019461934744
Delhi,Petrol,Manual,Second,17.57,5,4.5,Tata,Zest Revotron 1.2T XE,0,1,1,0.0743503771380131,105.8191,8.011855905152759
Bangalore,Diesel,Manual,First,11.5,7,16.75,Toyota,Fortuner 3.0 Diesel,3,5,2,0.05734406436708784,509.922,2.887995981918634
Pune,Diesel,Automatic,First,16.09,5,17.5,BMW,X3 xDrive20d,2,3,3,0.09223057639487188,367.08,5.37228714524207
Chennai,Diesel,Manual,First,22.7,5,7.7,Maruti,SX4 S Cross DDiS 320 Zeta,0,2,1,0.07384230283238905,188.564,8.737490377213241
Pune,Petrol,Manual,Second,17.0,5,4.45,Honda,City 1.5 S MT,1,2,1,0.07882431524460633,176.646,6.8081698037645175
Jaipur,Diesel,Manual,First,26.59,5,5.25,Maruti,Swift Dzire LDI,2,1,0,0.059294871747359874,92.352,11.828291814946619
Kochi,Diesel,Automatic,First,22.69,5,33.66,BMW,3 Series 320d M Sport,0,3,3,0.09523809519035684,379.05,7.5759599332220375
Chennai,Petrol,Automatic,Second,19.34,5,2.8,Nissan,Micra XV CVT,1,1,0,0.06343906505556005,91.048,8.798908098271156
Coimbatore,Petrol,Automatic,First,21.4,5,8.47,Maruti,Baleno Zeta Automatic,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Coimbatore,Diesel,Manual,First,26.21,5,9.32,Maruti,Ciaz ZDi Plus,1,1,1,0.07091346148163985,110.448,11.659252669039144
Coimbatore,Diesel,Automatic,First,17.9,5,27.43,Mercedes-Benz,CLA 200 CDI Style,0,3,2,0.063462435807997,291.448,5.695195672923958
Delhi,Diesel,Manual,First,24.5,7,6.5,Honda,Mobilio RS i DTEC,0,2,1,0.06582109474911808,147.7028,9.807846277021616
Delhi,Diesel,Manual,First,12.99,8,9.5,Toyota,Innova 2.5 GX (Diesel) 8 Seater,1,4,1,0.040336808323842496,250.8964,3.7178019461934744
Kochi,Diesel,Automatic,First,14.74,5,31.8,Jaguar,XF 3.0 Litre S Premium Luxury,0,5,5,0.09051119275291974,810.8036999999999,3.6914600550964187
Chennai,Petrol,Manual,Second,17.6,5,4.2,Toyota,Etios Petrol TRD Sportivo,1,2,1,0.05935828873037547,132.8448,7.051282051282052
Kochi,Diesel,Manual,First,25.44,5,3.85,Chevrolet,Beat Diesel LS,0,0,0,0.06153846147271532,53.913599999999995,13.140495867768598
Delhi,Petrol,Manual,Second,12.8,5,6.0,Honda,Accord 2.4 M/T,1,4,3,0.07544604924577483,418.07039999999995,3.8163387000596303
Hyderabad,Petrol,Manual,First,19.7,5,1.65,Maruti,Alto LXi,1,0,0,0.05816582907265599,36.8548,10.96881959910913
Bangalore,Diesel,Automatic,First,19.3,5,14.5,Skoda,Octavia Ambition 2.0 TDI AT,1,3,2,0.07164634142700897,277.488,6.502695417789758
Delhi,Diesel,Manual,First,12.8,7,7.1,Toyota,Innova 2.5 V Diesel 7-seater,1,4,1,0.040898155556977484,254.388,3.6634230108757873
Chennai,Diesel,Automatic,First,17.11,5,28.0,Audi,A4 35 TDI Premium Sport,0,3,3,0.0885823170281594,343.08144,5.764824797843666
Kochi,Diesel,Manual,First,24.3,5,9.38,Maruti,Vitara Brezza ZDi Plus Dual Tone,0,1,1,0.07091346148163985,110.448,10.809608540925266
Kochi,Petrol,Manual,First,18.9,5,4.78,Hyundai,Grand i10 Sportz,1,1,1,0.06850459476315406,98.154,8.602639963586709
Chennai,Petrol,Manual,Second,13.4,5,1.7,Toyota,Corolla DX,1,2,1,0.06967670007264398,224.25,4.795991410164639
Coimbatore,Diesel,Automatic,First,17.6,7,17.85,Tata,Hexa XTA,0,3,2,0.07061037169774652,335.26094,5.536332179930796
Pune,Petrol,Manual,Second,17.0,5,2.75,Hyundai,i20 2015-2017 1.2 Asta,1,1,0,0.06683375098844298,95.76,7.737824305871643
Mumbai,Petrol,Manual,First,17.01,5,5.95,Hyundai,Verna 1.6 SX VTVT,0,2,1,0.07624135758878607,192.98829999999998,6.565032805866461
Mumbai,Petrol,Manual,First,14.0,5,1.5,Maruti,Omni 8 Seater BSIV,0,0,0,0.04396984919099265,27.86,7.795100222717149
Kochi,Petrol,Manual,First,24.7,5,3.8,Maruti,Alto 800 2016-2019 VXI,0,0,0,0.059422110478112924,37.6508,13.752783964365255
Bangalore,Diesel,Automatic,First,19.27,5,38.5,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,0,3,2,0.0782174521333563,359.20966000000004,6.13108495068406
Jaipur,Petrol,Manual,First,19.81,5,2.15,Hyundai,i10 Era 1.1,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Mumbai,Petrol,Automatic,Second,14.67,5,3.75,Skoda,Superb Style 1.8 TSI AT,1,2,3,0.09869855389393851,319.07308,5.243030736240171
Mumbai,Diesel,Automatic,First,21.5,5,8.95,Volkswagen,Vento 1.5 TDI Highline AT,0,2,1,0.072429906493705,162.533,8.606885508406725
Hyderabad,Diesel,Manual,First,17.8,5,5.0,Maruti,Swift VDI BSIV,1,1,1,0.0907667417004834,141.36956337874662,7.918149466192171
Pune,Petrol,Manual,First,14.8,5,2.95,Honda,Civic 2010-2013 1.8 V MT,1,2,2,0.07237354081580125,234.22979999999998,5.287602715255449
Coimbatore,Petrol,Automatic,First,12.05,5,10.49,BMW,3 Series 320i Sedan,1,3,2,0.07719298241744713,307.23,4.023372287145242
Hyderabad,Petrol,Manual,Second,17.92,5,1.85,Hyundai,Santro Xing GLS,1,1,0,0.05718232038933488,67.4406,8.590604026845638
Hyderabad,Diesel,Manual,First,17.8,5,6.45,Maruti,Swift VDI BSIV,1,1,1,0.0907667417004834,141.36956337874662,7.918149466192171
Jaipur,Petrol,Automatic,First,11.1,5,5.25,Honda,Accord 2001-2003 2.3 VTi L AT,1,4,2,0.0603228546897524,334.268,3.3094812164579603
Kolkata,Diesel,Manual,First,20.77,7,5.99,Maruti,Ertiga VDI,0,1,1,0.07112179481480625,110.77248000000002,9.239323843416368
Kochi,Diesel,Manual,First,18.6,5,3.82,Ford,Fiesta Classic 1.4 Duratorq LXI,1,1,0,0.04827089333698062,92.996,7.7889447236180915
Hyderabad,Diesel,Automatic,First,12.07,7,39.0,Audi,Q7 3.0 TDI Quattro Premium Plus,1,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Coimbatore,Diesel,Automatic,First,17.11,5,25.75,Audi,A4 35 TDI Premium,0,3,3,0.0885823170281594,343.08144,5.764824797843666
Hyderabad,Diesel,Manual,First,22.3,5,2.2,Tata,Indica Vista Quadrajet VX,2,1,0,0.059294871747359874,92.352,9.919928825622776
Chennai,Diesel,Manual,Second,18.1,5,2.0,Hyundai,Verna CRDi ABS,2,2,1,0.07367716003102667,164.23,7.260328920978741
Mumbai,Diesel,Automatic,First,16.1,5,56.5,Mercedes-Benz,E-Class E 220 d,0,3,3,0.09948717943616041,378.3,5.457627118644068
Mumbai,Diesel,Automatic,Second,22.69,5,21.0,BMW,3 Series 320d Luxury Line,0,3,3,0.09523809519035684,379.05,7.5759599332220375
Ahmedabad,Diesel,Manual,First,24.0,5,4.0,Hyundai,Grand i10 CRDi Asta,2,1,0,0.06249999994419642,78.4,11.320754716981131
Coimbatore,Petrol,Automatic,First,16.95,5,3.83,Hyundai,i10 Sportz AT,0,1,0,0.06591478691235189,94.44330000000001,7.715065999089667
Kochi,Petrol,Manual,First,16.1,5,5.89,Maruti,Swift VXi BSIV,0,1,1,0.07101086042522066,101.745,7.3281747837960864
Kolkata,Petrol,Manual,First,17.92,5,1.36,Hyundai,Santro Xing GLS,0,1,0,0.05718232038933488,67.4406,8.590604026845638
Delhi,Diesel,Automatic,Second,17.54,4,44.0,BMW,6 Series Gran Coupe,0,5,5,0.10457734710839381,936.809,4.392687202604558
Mumbai,CNG,Manual,First,22.1,5,3.26,Maruti,SX4 Green Vxi (CNG),1,2,1,0.05403530891927156,135.92020000000002,8.546017014694508
Bangalore,Petrol,Manual,First,17.43,5,8.0,Hyundai,Verna 1.4 VTVT,0,1,1,0.07557306584844335,147.278,7.274624373956594
Ahmedabad,Diesel,Manual,First,23.4,5,4.25,Maruti,Swift Dzire ZDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Pune,Diesel,Manual,First,28.4,5,6.0,Maruti,Swift VDI,0,1,0,0.059294871747359874,92.352,12.633451957295371
