Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Power,Seats,Price,Brand,Model,car_age,km/age
Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248,73.9,5,5.8,Maruti,Swift Dzire VDi,13,6409.7692307692305
Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199,74.0,5,6.9,Volkswagen,Polo 1.2 MPI Highline Plus,9,2539.6666666666665
Chennai,2013,34620,Petrol,Manual,Second,17.01,1591,121.3,5,5.35,Hyundai,Verna 1.6 VTVT,13,2663.076923076923
Bangalore,2010,56000,Petrol,Manual,First,19.81,1086,68.05,5,2.85,Hyundai,i10 Era 1.1,16,3500.0
Chennai,2014,81000,Diesel,Automatic,First,13.0,2143,204.0,5,22.75,Mercedes-Benz,E-Class E250 CDI Launch Edition,12,6750.0
Jaipur,1998,95150,Petrol,Manual,Third,17.3,993,60.0,5,0.45,Maruti,Zen LXI,28,3398.214285714286
Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197,78.9,5,4.64,Hyundai,i10 Sportz,13,2521.230769230769
Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498,98.6,5,5.27,Honda,Amaze S i-Dtech,10,5158.7
Jaipur,2016,36000,Diesel,Manual,First,14.1,2179,148.0,7,10.0,Tata,Safari Storme VX,10,3600.0
Mumbai,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95,Honda,Brio 1.2 S MT,11,2000.0
Kochi,2010,30754,Petrol,Manual,First,17.0,1197,80.0,5,3.38,Hyundai,i20 Asta,16,1922.125
Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390,120.33,5,16.8,Volkswagen,Jetta 2012-2014 1.4 TSI,8,4638.625
Kolkata,2010,45000,Petrol,Manual,First,16.7,1198,88.8,5,1.99,Honda,Jazz Select Edition,16,2812.5
Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197,82.0,5,5.84,Hyundai,Grand i10 Sportz,9,3698.222222222222
Coimbatore,2016,55115,Diesel,Automatic,First,14.74,2993,270.9,5,36.15,Jaguar,XF Diesel,10,5511.5
Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179,187.7,5,25.7,Jaguar,XF 2.2 Litre Luxury,12,1500.0
Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179,140.0,7,9.24,Mahindra,XUV500 W8 2WD,13,10060.76923076923
Delhi,2015,16607,Diesel,Manual,First,22.7,1598,118.0,5,7.65,Maruti,S Cross DDiS 320 Alpha,11,1509.7272727272727
Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968,174.33,5,25.31,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11,2927.7272727272725
Delhi,2013,67000,Diesel,Manual,First,19.01,1461,108.45,5,4.75,Renault,Duster 110PS Diesel RxZ,13,5153.846153846154
Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197,85.8,5,6.69,Maruti,Swift Dzire VXI,12,4806.333333333333
Mumbai,2012,41000,Petrol,Manual,First,16.47,1198,73.9,5,3.1,Volkswagen,Polo Petrol Trendline 1.2L,14,2928.5714285714284
Jaipur,2012,65000,Petrol,Manual,First,19.7,796,35.0,8,1.55,Maruti,Omni 8 Seater BSII,14,4642.857142857143
Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197,81.86,5,6.84,Hyundai,Grand i10 1.2 Kappa Magna AT,7,1736.142857142857
Hyderabad,2014,16810,Petrol,Manual,First,25.4,624,37.5,4,1.6,Tata,Nano Twist XT,12,1400.8333333333333
Kochi,2017,61221,Petrol,Automatic,First,17.84,1395,147.51,5,21.73,Audi,A4 30 TFSI Premium Plus,9,6802.333333333333
Mumbai,2015,22000,Petrol,Manual,First,16.47,1198,74.0,5,4.75,Volkswagen,Polo 1.2 MPI Highline,11,2000.0
Chennai,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45,Maruti,Alto 800 LXI,11,5792.181818181818
Kochi,2019,14857,Diesel,Automatic,First,20.7,1496,113.98,5,31.55,Mini,Cooper 5 DOOR D,7,2122.4285714285716
Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.25,Audi,A4 New 2.0 TDI Multitronic,14,4928.571428571428
Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198,158.0,7,27.36,Ford,Endeavour Titanium 4X2,7,2092.5714285714284
Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499,110.0,5,6.5,Ford,Ecosport 1.5 Ti VCT MT Titanium,13,7692.307692307692
Jaipur,2016,22000,Petrol,Manual,First,18.9,1197,82.0,5,4.25,Hyundai,Grand i10 Magna,10,2200.0
Mumbai,2014,10000,Petrol,Manual,First,18.2,1199,82.4,5,5.5,Chevrolet,Sail 1.2 LS,12,833.3333333333334
Kolkata,2015,107000,Petrol,Manual,First,20.85,1197,83.14,5,4.0,Maruti,Swift Dzire LXI,11,9727.272727272728
Kochi,2017,48198,Petrol,Manual,First,17.57,1193,88.7,5,4.65,Tata,Zest Revotron 1.2T XM,9,5355.333333333333
Delhi,2015,15000,Diesel,Automatic,First,19.27,2143,170.0,5,28.5,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,11,1363.6363636363637
Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998,163.7,5,7.11,Chevrolet,Cruze LTZ,12,6672.75
Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248,73.9,5,3.9,Maruti,Ritz VDi,13,6568.307692307692
Jaipur,2017,14700,Petrol,Manual,First,18.9,1197,81.86,5,5.6,Hyundai,Grand i10 1.2 Kappa Sportz Option,9,1633.3333333333333
Pune,2012,150000,Diesel,Manual,Third,28.4,1248,73.75,5,2.25,Maruti,Dzire LDI,14,10714.285714285714
Kolkata,2011,34994,Diesel,Manual,First,22.32,1582,126.32,5,3.9,Hyundai,Verna 1.6 SX,15,2332.9333333333334
Coimbatore,2014,82536,Diesel,Automatic,First,14.74,2993,270.9,5,28.63,Jaguar,XF Diesel,12,6878.0
Delhi,2013,82000,Petrol,Automatic,First,13.7,1798,157.75,5,7.25,Skoda,Superb Elegance 1.8 TSI AT,13,6307.692307692308
Pune,2006,52000,Petrol,Manual,Second,18.9,998,67.1,5,2.0,Maruti,Wagon R LXI,20,2600.0
Mumbai,2011,20000,Petrol,Manual,First,16.47,1198,73.9,5,3.5,Volkswagen,Polo Petrol Highline 1.2L,15,1333.3333333333333
Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799,130.2,5,5.0,Honda,Civic 2010-2013 1.8 S MT,15,3666.6666666666665
Ahmedabad,2015,47001,CNG,Manual,First,20.0,1196,63.0,5,3.72,Maruti,Eeco CNG 5 Seater AC,11,4272.818181818182
Chennai,2014,52000,Petrol,Manual,First,22.5,998,67.04,5,3.45,Maruti,Wagon R VXI,12,4333.333333333333
Kolkata,2013,43284,Diesel,Manual,First,23.4,1248,74.0,5,4.5,Maruti,Swift Dzire VDI,13,3329.5384615384614
Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591,121.3,5,14.36,Hyundai,Creta 1.6 SX Plus Petrol Automatic,8,2984.375
Bangalore,2016,51866,Petrol,Manual,First,18.9,1197,82.0,5,5.5,Hyundai,Grand i10 Asta,10,5186.6
Mumbai,2013,69000,Diesel,Manual,First,23.08,1461,63.1,5,3.0,Nissan,Micra Diesel XV Premium,13,5307.692307692308
Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197,81.86,5,6.08,Hyundai,Grand i10 1.2 Kappa Asta,9,6976.444444444444
Chennai,2013,150000,Diesel,Manual,First,20.54,1598,103.6,5,5.0,Volkswagen,Vento Diesel Highline,13,11538.461538461539
Kochi,2015,47566,Diesel,Automatic,First,12.55,2982,168.5,7,20.25,Toyota,Fortuner 4x2 AT,11,4324.181818181818
Chennai,2002,67000,Petrol,Manual,Third,0.0,999,113.27689373297004,5,1.2,Hyundai,Santro GS zipDrive - Euro II,24,2791.6666666666665
Pune,2018,20300,Diesel,Automatic,First,11.36,2755,171.5,7,18.0,Toyota,Innova Crysta 2.8 GX AT,8,2537.5
Pune,2015,48300,Diesel,Automatic,First,20.0,2143,107.3,5,17.5,Mercedes-Benz,A Class A180 CDI,11,4390.909090909091
Pune,2013,30000,Petrol,Manual,First,21.1,814,55.2,5,2.1,Hyundai,EON D Lite,13,2307.6923076923076
Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582,126.24,5,7.5,Hyundai,Elantra CRDi SX,14,2571.4285714285716
Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496,113.98,4,24.77,Mini,Cooper 3 DOOR D,11,2512.818181818182
Bangalore,2015,60000,Diesel,Manual,First,19.64,1461,108.45,5,8.65,Renault,Duster 110PS Diesel RXZ Option,11,5454.545454545455
Chennai,2019,9000,Diesel,Automatic,First,10.91,3198,197.0,7,35.5,Ford,Endeavour 3.2 Titanium AT 4X4,7,1285.7142857142858
Delhi,2014,60750,Petrol,Manual,First,14.28,1798,138.03,5,10.5,Toyota,Corolla Altis GL MT,12,5062.5
Delhi,2018,9000,Diesel,Manual,First,14.0,2179,155.0,7,13.0,Mahindra,XUV500 W7,8,1125.0
Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993,261.49,5,26.5,BMW,7 Series 730Ld Design Pure Excellence CBU,14,2935.714285714286
Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061,64.0,5,1.4,Maruti,Wagon R LX BSIII,22,2727.2727272727275
Kochi,2017,38424,Petrol,Manual,First,17.8,1497,117.3,5,7.51,Honda,City i VTEC SV,9,4269.333333333333
Delhi,2014,50000,Diesel,Manual,First,22.9,1248,74.0,5,4.3,Maruti,Swift VDI,12,4166.666666666667
Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497,117.3,5,8.95,Honda,City i-VTEC CVT VX,11,1727.2727272727273
Kochi,2015,58734,Diesel,Manual,First,20.77,1248,88.76,7,6.91,Maruti,Ertiga VDI,11,5339.454545454545
Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461,108.45,5,9.75,Renault,Duster 110PS Diesel RxZ,10,6525.7
Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248,73.9,5,4.0,Maruti,Swift Dzire VDi,16,8125.0
Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,3.65,Maruti,Ritz VDi,15,5266.666666666667
Chennai,2013,78000,Diesel,Manual,First,15.1,2179,140.0,7,10.75,Mahindra,XUV500 W8 4WD,13,6000.0
Kochi,2015,49133,Petrol,Manual,First,19.4,1198,86.8,5,4.51,Honda,Brio S MT,11,4466.636363636364
Coimbatore,2016,22769,Diesel,Automatic,First,0.0,2987,165.0,5,49.22,Mercedes-Benz,M-Class ML 350 4Matic,10,2276.9
Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248,88.8,5,3.7,Tata,Manza Club Class Quadrajet90 LS,12,4537.333333333333
Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494,102.0,7,12.99,Toyota,Innova 2.5 V Diesel 7-seater,12,13232.75
Delhi,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,4.15,Maruti,Swift VXI,11,5644.363636363636
Kolkata,2012,14800,Petrol,Manual,First,17.01,1591,121.3,5,4.4,Hyundai,Verna 1.6 EX VTVT,14,1057.142857142857
Kolkata,2015,26000,Petrol,Manual,First,17.3,1497,117.3,7,4.25,Honda,Mobilio S i VTEC,11,2363.6363636363635
Mumbai,2017,32005,Petrol,Manual,First,18.0,1198,86.7,5,4.25,Honda,Amaze S i-Vtech,9,3556.1111111111113
Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497,117.3,5,7.7,Honda,City i-VTEC CVT VX,9,3888.8888888888887
Pune,2015,52000,Diesel,Automatic,First,12.7,2179,187.7,5,39.75,Land,Rover Range Rover 2.2L Dynamic,11,4727.272727272727
Mumbai,2017,11000,Petrol,Manual,First,17.4,1497,117.3,5,8.5,Honda,City i-VTEC V,9,1222.2222222222222
Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997,231.1,5,7.0,Mercedes-Benz,E-Class 280 Elegance,18,3444.4444444444443
Chennai,2002,65134,Petrol,Manual,Third,13.8,1299,70.0,5,0.8,Ford,Ikon 1.3 Flair,24,2713.9166666666665
Delhi,2013,71000,Diesel,Manual,First,13.0,2982,168.5,7,15.25,Toyota,Fortuner 4x2 Manual,13,5461.538461538462
Hyderabad,2008,51366,Petrol,Manual,First,19.0,998,66.1,5,2.25,Maruti,A-Star Vxi,18,2853.6666666666665
Kolkata,2016,46300,Diesel,Manual,First,14.07,1948,83.1,7,4.85,Tata,Sumo EX,10,4630.0
Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497,116.3,5,6.42,Honda,City V AT,14,4350.571428571428
Chennai,2012,93450,Diesel,Manual,Second,23.19,1461,63.12,5,2.5,Nissan,Micra XV D,14,6675.0
Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582,126.32,5,5.75,Hyundai,Verna SX CRDi AT,15,6933.333333333333
Pune,2003,52000,Petrol,Manual,First,16.1,796,37.0,4,0.5,Maruti,800 Std,23,2260.8695652173915
Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179,140.0,7,11.52,Mahindra,XUV500 W8 4WD,11,3909.0
Delhi,2014,90000,Diesel,Manual,First,21.5,1248,88.8,5,4.5,Maruti,SX4 VDI,12,7500.0
Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396,98.6,5,4.75,Hyundai,i20 Sportz AT 1.4,13,5538.461538461538
Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582,126.2,5,13.54,Hyundai,Creta 1.6 CRDi SX,7,7760.142857142857
Kochi,2015,59630,Diesel,Automatic,First,13.0,2143,201.1,5,23.41,Mercedes-Benz,E-Class E250 CDI Avantgrade,11,5420.909090909091
Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982,168.5,7,19.25,Toyota,Fortuner 4x2 AT,13,8923.076923076924
Ahmedabad,2015,34000,Diesel,Automatic,First,9.0,1984,181.0,5,20.0,Volvo,S60 D4 KINETIC,11,3090.909090909091
Delhi,2011,70000,Diesel,Automatic,First,14.21,2143,203.0,5,13.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,15,4666.666666666667
Chennai,2010,80000,Petrol,Manual,First,10.2,2354,180.0,5,3.99,Honda,Accord 2.4 Elegance M/T,16,5000.0
Pune,2015,110000,Diesel,Manual,First,25.8,1498,98.6,5,4.65,Honda,Amaze S i-Dtech,11,10000.0
Ahmedabad,2013,56454,Diesel,Manual,First,28.4,1248,73.75,5,4.65,Maruti,Dzire ZDI,13,4342.615384615385
Kolkata,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15,Maruti,Swift LXI,13,4615.384615384615
Delhi,2013,56000,Petrol,Automatic,First,14.53,1798,138.1,5,8.25,Toyota,Corolla Altis G HV AT,13,4307.692307692308
Bangalore,2012,63000,Diesel,Automatic,Second,11.49,4367,335.3,5,65.0,Land,Rover Range Rover Vogue SE 4.4 SDV8,14,4500.0
Chennai,2012,63000,Diesel,Manual,First,22.9,1248,74.0,5,4.5,Maruti,Swift VDI,14,4500.0
Kolkata,2017,15050,Diesel,Manual,First,16.3,1956,170.0,5,17.5,Jeep,Compass 2.0 Limited Option 4X4,9,1672.2222222222222
Mumbai,2016,29401,Petrol,Manual,First,20.4,1197,81.8,5,4.31,Maruti,Swift VXI BSIV,10,2940.1
Kochi,2016,25238,Petrol,Manual,First,18.7,1199,88.7,5,6.2,Honda,Jazz 1.2 SV i VTEC,10,2523.8
Chennai,2011,79000,Diesel,Manual,First,23.59,1364,113.27689373297004,5,4.67,Toyota,Etios GD,15,5266.666666666667
Kochi,2011,58752,Petrol,Manual,First,16.47,1198,73.9,5,3.32,Volkswagen,Polo Petrol Trendline 1.2L,15,3916.8
Delhi,2011,62000,Petrol,Automatic,First,12.9,1799,130.0,5,3.75,Honda,Civic 2006-2010 1.8 V AT,15,4133.333333333333
Bangalore,2013,132000,Petrol,Manual,First,16.78,1496,88.73,5,4.7,Toyota,Etios G SP,13,10153.846153846154
Chennai,2016,51000,Petrol,Manual,First,17.01,1591,121.3,5,6.5,Hyundai,Verna 1.6 SX VTVT,10,5100.0
Hyderabad,2009,185200,Diesel,Manual,First,12.8,2494,102.0,8,7.25,Toyota,Innova 2.5 G4 Diesel 8-seater,17,10894.117647058823
Coimbatore,2016,61717,Diesel,Manual,First,22.7,1598,118.0,5,8.94,Maruti,SX4 S Cross DDiS 320 Zeta,10,6171.7
Kolkata,2018,8896,Petrol,Manual,First,19.0,1194,94.68,5,7.34,Ford,Freestyle Titanium Plus Petrol,8,1112.0
Delhi,2016,17000,Petrol,Manual,First,21.4,1197,83.1,5,6.9,Maruti,Baleno Alpha 1.2,10,1700.0
Mumbai,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,5.9,Honda,Jazz V,10,3137.8
Pune,2013,114000,Diesel,Automatic,First,22.32,1582,126.3,5,6.75,Hyundai,Verna 1.6 CRDi EX AT,13,8769.23076923077
Ahmedabad,2014,81000,Diesel,Manual,First,25.8,1498,98.6,5,4.1,Honda,Amaze VX i-DTEC,12,6750.0
Mumbai,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,27.0,Audi,Q3 30 TDI Premium FWD,9,3444.4444444444443
Mumbai,2014,35000,Petrol,Manual,First,15.0,1598,103.52,5,4.5,Skoda,Rapid 2013-2016 1.6 MPI Ambition,12,2916.6666666666665
Kolkata,2013,60001,Diesel,Automatic,First,17.11,1968,174.33,5,14.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,13,4615.461538461538
Jaipur,2014,75074,Diesel,Manual,First,23.4,1248,74.0,5,5.25,Maruti,Swift Dzire VDI,12,6256.166666666667
Kolkata,2012,80000,Diesel,Manual,Second,22.3,1248,74.0,5,1.2,Tata,Indica Vista Quadrajet LS,14,5714.285714285715
Jaipur,2006,147350,Diesel,Manual,Second,12.99,2494,100.6,8,4.95,Toyota,Innova 2.5 G (Diesel) 8 Seater,20,7367.5
Hyderabad,2013,60000,Diesel,Manual,First,19.64,1461,108.45,5,7.5,Renault,Duster 110PS Diesel RxZ Plus,13,4615.384615384615
Kolkata,2015,7501,Petrol,Automatic,First,10.0,2996,333.0,4,48.0,Mercedes-Benz,E-Class E400 Cabriolet,11,681.9090909090909
Delhi,2015,58000,Diesel,Manual,First,25.8,1498,98.6,5,4.45,Honda,Amaze S i-Dtech,11,5272.727272727273
Coimbatore,2018,29277,Diesel,Automatic,First,11.57,2987,254.79,5,59.65,Mercedes-Benz,GLE 350d,8,3659.625
Kochi,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,4.38,Maruti,Ritz VDi,11,5184.909090909091
Kochi,2016,40810,Diesel,Manual,First,28.09,1248,88.5,5,7.9,Maruti,Ciaz ZDi Plus SHVS,10,4081.0
Bangalore,2008,35268,Petrol,Manual,Second,0.0,1086,62.0,5,1.88,Hyundai,Santro Xing GL,18,1959.3333333333333
Coimbatore,2018,34630,Petrol,Automatic,First,21.4,1197,83.1,5,7.29,Maruti,Baleno Delta CVT,8,4328.75
Hyderabad,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,6.0,Ford,Fiesta Diesel Titanium Plus,14,3223.0
Chennai,2011,126000,Diesel,Manual,Third,16.0,2179,140.0,7,6.7,Mahindra,XUV500 W8 2WD,15,8400.0
Jaipur,2009,63000,Petrol,Manual,First,19.7,796,46.3,5,1.5,Maruti,Alto LXi,17,3705.8823529411766
Kochi,2016,32298,Diesel,Automatic,First,20.7,1496,113.98,4,23.8,Mini,Cooper 3 DOOR D,10,3229.8
Kochi,2014,63288,Diesel,Manual,First,15.1,2179,140.0,7,7.77,Mahindra,XUV500 W8 4WD,12,5274.0
Coimbatore,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,3.32,Hyundai,Santro Xing GLS,14,3095.5
Kochi,2015,46561,Diesel,Manual,First,22.9,1248,74.0,5,4.94,Maruti,Swift VDI,11,4232.818181818182
Delhi,2013,34000,Diesel,Automatic,Second,20.0,2143,107.3,5,11.0,Mercedes-Benz,A Class A180 CDI,13,2615.3846153846152
Hyderabad,2016,48000,Petrol,Manual,First,25.17,799,53.3,5,3.4,Renault,KWID RXT,10,4800.0
Kochi,2013,56263,Diesel,Manual,First,22.9,1248,74.0,5,4.17,Maruti,Swift VDI,13,4327.923076923077
Hyderabad,2005,84060,Petrol,Manual,Second,17.3,993,60.0,5,1.25,Maruti,Zen LXI,21,4002.8571428571427
Mumbai,2016,9000,Petrol,Automatic,First,18.9,1197,82.0,5,5.45,Hyundai,Grand i10 Magna AT,10,900.0
Jaipur,2012,79000,Diesel,Manual,First,21.12,1248,88.8,5,2.59,Tata,Manza Aura Quadrajet BS IV,14,5642.857142857143
Pune,2015,87900,Diesel,Manual,First,16.0,2179,140.0,7,12.01,Mahindra,XUV500 W10 AWD,11,7990.909090909091
Delhi,2010,72425,Petrol,Manual,Second,17.5,1197,85.8,5,2.45,Maruti,Swift Dzire 1.2 Vxi BSIV,16,4526.5625
Bangalore,2015,38000,Diesel,Automatic,First,15.73,1968,174.33,5,29.0,Audi,Q3 35 TDI Quattro Premium Plus,11,3454.5454545454545
Hyderabad,2008,83000,Diesel,Manual,Second,17.8,1399,113.27689373297004,5,2.4,Ford,Fiesta 1.4 SXi TDCi,18,4611.111111111111
Hyderabad,2010,107000,Diesel,Automatic,First,14.84,2143,170.0,5,11.99,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,16,6687.5
Delhi,2015,51000,Petrol,Automatic,First,18.0,1497,117.3,5,7.9,Honda,City i VTEC CVT VX,11,4636.363636363636
Pune,2010,140000,Diesel,Manual,Third,12.8,2494,102.0,7,6.25,Toyota,Innova 2.5 GX 7 STR,16,8750.0
Pune,2011,48000,Petrol,Manual,Second,18.6,1199,79.4,5,1.8,Chevrolet,Beat LT,15,3200.0
Delhi,2013,62000,CNG,Manual,First,26.6,998,58.16,5,2.8,Maruti,Wagon R LXI CNG,13,4769.2307692307695
Mumbai,2015,31000,Petrol,Manual,First,18.7,1199,88.7,5,4.9,Honda,Jazz 1.2 S i VTEC,11,2818.181818181818
Jaipur,2010,75055,Petrol,Manual,First,18.06,1198,75.0,5,2.25,Nissan,Micra XL Primo,16,4690.9375
Coimbatore,2017,51210,Petrol,Automatic,First,19.12,1373,91.1,5,8.89,Maruti,Ciaz AT ZXi,9,5690.0
Mumbai,2012,87000,Diesel,Automatic,First,12.55,2982,168.5,7,15.0,Toyota,Fortuner 4x2 AT,14,6214.285714285715
Kolkata,2018,17000,Diesel,Manual,First,26.1,1498,99.0,5,5.65,Ford,Aspire Ambiente Diesel,8,2125.0
Jaipur,2014,57000,Diesel,Manual,First,20.77,1248,88.8,7,7.0,Maruti,Ertiga ZDI,12,4750.0
Hyderabad,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,2.95,Maruti,Alto 800 LXI,10,937.0
Chennai,2013,53226,Petrol,Manual,First,19.4,1198,86.8,5,3.3,Honda,Brio V MT,13,4094.3076923076924
Hyderabad,2010,120000,Diesel,Manual,Second,16.2,1493,110.0,5,3.5,Hyundai,Verna Transform CRDi VGT SX ABS,16,7500.0
Jaipur,2007,75055,Petrol,Manual,First,12.8,1493,100.0,5,2.3,Honda,City 1.5 GXI,19,3950.2631578947367
Coimbatore,2017,37247,Diesel,Manual,First,19.67,1582,126.2,5,13.69,Hyundai,Creta 1.6 CRDi SX,9,4138.555555555556
Delhi,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,3.1,Toyota,Etios Liva GD,13,4923.076923076923
Mumbai,2014,12000,Petrol,Manual,First,13.44,2359,198.25,5,12.75,Hyundai,Sonata Transform 2.4 GDi MT,12,1000.0
Pune,2017,40158,Diesel,Manual,First,19.67,1582,126.2,5,13.75,Hyundai,Creta 1.6 CRDi SX Option,9,4462.0
Chennai,2017,11000,Petrol,Manual,First,18.7,1199,88.7,5,6.75,Honda,Jazz 1.2 SV i VTEC,9,1222.2222222222222
Chennai,2014,70010,Diesel,Manual,First,20.54,1598,103.6,5,5.25,Volkswagen,Vento Diesel Comfortline,12,5834.166666666667
Mumbai,2015,82000,Diesel,Manual,First,16.0,2179,140.0,7,8.75,Mahindra,XUV500 W6 2WD,11,7454.545454545455
Kochi,2017,57259,Diesel,Manual,First,18.49,1493,100.0,7,8.87,Mahindra,TUV 300 2015-2019 T8,9,6362.111111111111
Bangalore,2010,84000,Petrol,Automatic,Second,11.1,2354,142.0,5,6.5,Honda,Accord 2001-2003 2.3 VTi L AT,16,5250.0
Pune,2012,168000,Diesel,Manual,First,20.77,1248,88.76,7,4.5,Maruti,Ertiga VDI,14,12000.0
Hyderabad,2012,73670,Diesel,Manual,First,12.83,2696,162.0,7,12.5,Mahindra,Ssangyong Rexton RX5,14,5262.142857142857
Delhi,2014,89540,Diesel,Automatic,First,12.55,2982,168.5,7,16.8,Toyota,Fortuner 4x2 AT,12,7461.666666666667
Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248,88.8,7,8.75,Maruti,Ertiga ZDI,10,8542.3
Pune,2013,48823,Diesel,Automatic,First,19.5,1582,126.24,5,8.5,Hyundai,Elantra CRDi SX AT,13,3755.6153846153848
Kolkata,2011,35082,Petrol,Manual,First,20.36,1197,78.9,5,2.21,Hyundai,i10 Magna 1.2,15,2338.8
Jaipur,2012,126000,Petrol,Manual,First,16.8,796,34.2,5,1.6,Maruti,Omni MPI STD BSIV,14,9000.0
Delhi,2016,19000,Petrol,Automatic,First,15.5,1198,86.7,5,6.25,Honda,Amaze VX AT i-Vtech,10,1900.0
Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799,130.0,5,2.25,Honda,Civic 2006-2010 1.8 V AT,19,3631.5789473684213
Kochi,2019,29836,Diesel,Automatic,First,17.9,2143,136.0,5,25.75,Mercedes-Benz,CLA 200 CDI Sport,7,4262.285714285715
Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798,157.8,5,6.75,Skoda,Superb 1.8 TFSI MT,16,3000.125
Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248,88.5,5,6.25,Maruti,Ciaz ZDi Plus SHVS,11,4756.727272727273
Delhi,2013,65000,Diesel,Manual,First,22.7,1498,89.84,5,5.1,Ford,Ecosport 1.5 DV5 MT Titanium Optional,13,5000.0
Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987,224.34,5,10.75,Mercedes-Benz,M-Class ML 320 CDI,17,3882.3529411764707
Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120,70.0,5,5.7,Hyundai,Grand i10 CRDi Sportz,10,7570.0
Bangalore,2013,43000,Diesel,Manual,First,20.5,1598,105.0,5,5.95,Volkswagen,Vento Diesel Breeze,13,3307.6923076923076
Kochi,2012,42706,Diesel,Manual,First,25.44,936,56.3,5,2.4,Chevrolet,Beat Diesel LT,14,3050.4285714285716
Mumbai,2013,35000,Diesel,Manual,First,17.21,1493,100.0,7,3.49,Mahindra,Quanto C6,13,2692.3076923076924
Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197,80.0,5,4.0,Hyundai,i10 Asta 1.2 AT with Sunroof,15,3623.2
Delhi,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,3.85,Toyota,Etios Liva 1.4 GD,13,6461.538461538462
Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794,138.1,5,3.95,Toyota,Corolla Altis 2008-2013 1.8 VL AT,16,3956.125
Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197,78.9,5,3.0,Hyundai,i10 Magna 1.2,13,5773.0
Kochi,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5,6.7,Ford,Figo Aspire 1.2 Ti-VCT Titanium,8,3029.625
