Location,Fuel_Type,Transmission,Owner_Type,Consumation,Price,Brand,Model,car_age,Power_bins
Pune,Diesel,Manual,First,25.6,12.0,Honda,City i-DTEC ZX,9,1
Chennai,Petrol,Manual,First,14.4,0.8,Tata,Indigo GLE,18,0
Chennai,Diesel,Manual,First,24.0,5.95,Hyundai,Grand i10 1.2 CRDi Sportz,8,0
Kolkata,Petrol,Manual,First,17.43,5.25,Hyundai,Verna 1.4 CX VTVT,12,1
Coimbatore,Diesel,Manual,First,13.68,22.2,Toyota,Innova Crysta 2.4 VX MT,7,2
Jaipur,Diesel,Automatic,First,17.05,13.5,BMW,X1 sDrive20d,14,3
Chennai,Diesel,Automatic,First,16.96,13.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,11,2
Delhi,Diesel,Manual,First,20.0,3.47,Ford,Figo Diesel ZXI,12,0
Ahmedabad,Diesel,Automatic,Second,11.18,9.5,Mahindra,Ssangyong Rexton RX7,13,3
Chennai,Petrol,Manual,First,15.04,4.8,Volkswagen,Vento Petrol Highline,15,1
Kochi,Petrol,Manual,First,15.0,6.54,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel,10,1
Delhi,Petrol,Manual,First,16.47,3.1,Volkswagen,Polo Petrol Comfortline 1.2L,14,0
Hyderabad,Diesel,Manual,First,23.65,7.99,Maruti,S Cross DDiS 200 Delta,11,1
Kolkata,Petrol,Manual,Second,14.53,3.3,Toyota,Corolla Altis G,17,2
Bangalore,Diesel,Manual,First,20.77,8.75,Maruti,Ertiga ZDI,11,1
Hyderabad,Petrol,Automatic,First,19.2,4.19,Hyundai,i10 Asta Sunroof AT,13,0
Kochi,Diesel,Automatic,First,17.9,30.77,Mercedes-Benz,CLA 200 CDI Sport,7,2
Jaipur,Petrol,Manual,Second,16.9,2.11,Honda,City ZX VTEC,20,1
Jaipur,Petrol,Manual,First,18.15,6.25,Mahindra,KUV 100 G80 K8,8,1
Delhi,Diesel,Manual,First,11.5,11.4,Toyota,Fortuner 3.0 Diesel,15,2
Bangalore,Petrol,Manual,First,17.0,5.2,Honda,City 1.5 V MT,15,1
Coimbatore,Diesel,Automatic,First,18.53,39.84,Audi,A6 35 TDI Matrix,9,3
Coimbatore,Diesel,Manual,First,20.0,4.45,Ford,Figo Diesel ZXI,13,0
Kolkata,Diesel,Automatic,First,17.9,19.5,Mercedes-Benz,GLA Class 200 CDI,12,2
Hyderabad,Petrol,Manual,First,15.26,1.75,Chevrolet,Aveo U-VA 1.2 LS,19,0
Hyderabad,Diesel,Manual,First,25.83,5.1,Ford,Figo 2015-2019 1.5D Titanium MT,10,1
Delhi,Diesel,Automatic,First,22.7,6.8,Hyundai,Elantra CRDi SX AT,13,1
Kolkata,Petrol,Automatic,First,21.4,5.74,Maruti,Baleno Zeta CVT,10,1
Hyderabad,Petrol,Manual,First,16.1,3.3,Maruti,Swift LXi BSIV,16,1
Hyderabad,Diesel,Automatic,First,9.9,32.0,Mercedes-Benz,CLS-Class 2006-2010 350 CDI,16,5
Ahmedabad,Diesel,Automatic,First,21.76,35.0,BMW,3 Series Luxury Line,10,3
Chennai,Diesel,Automatic,First,28.4,8.9,Maruti,Dzire AMT ZDI Plus,9,0
Mumbai,Petrol,Manual,Second,17.01,4.0,Hyundai,Verna 1.6 SX VTVT,15,1
Kochi,Diesel,Manual,First,17.1,19.46,Jeep,Compass 2.0 Longitude,8,2
Hyderabad,Diesel,Automatic,First,11.4,5.25,Hyundai,Sonata Embera 2.0L CRDi AT,17,2
Kolkata,Diesel,Manual,First,21.5,9.22,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone,8,1
Jaipur,Petrol,Manual,First,21.1,1.8,Hyundai,EON Era Plus,13,0
Hyderabad,Diesel,Manual,Second,13.5,1.3,Tata,Indica DLS,21,1
Kochi,Diesel,Automatic,First,14.69,31.75,BMW,5 Series 2013-2017 530d M Sport,11,4
Delhi,Diesel,Manual,First,20.77,5.99,Maruti,Ertiga VDI,12,1
Kochi,Petrol,Manual,First,18.0,4.94,Honda,Amaze E i-Vtech,11,1
Jaipur,Petrol,Manual,Third,16.6,1.5,Ford,Fiesta 1.4 Duratec ZXI,19,0
Bangalore,Petrol,Manual,Third,13.5,3.25,Honda,Civic 2006-2010 1.8 V MT,18,2
Delhi,Diesel,Manual,First,20.77,6.5,Maruti,Ertiga ZDI,12,1
Delhi,Diesel,Manual,First,24.0,3.71,Hyundai,Grand i10 CRDi Sportz,13,0
Pune,Petrol,Manual,First,20.14,5.0,Hyundai,Xcent 1.2 VTVT E Plus,8,1
Ahmedabad,Petrol,Manual,First,19.81,1.99,Hyundai,i10 Era,18,0
Mumbai,Petrol,Manual,First,18.0,4.25,Honda,Amaze S i-Vtech,9,1
Ahmedabad,Diesel,Automatic,First,12.4,8.0,Audi,A6 2.7 TDI,17,3
Mumbai,Petrol,Manual,First,20.36,2.95,Hyundai,i10 Magna 1.2 iTech SE,15,0
Pune,Petrol,Manual,First,25.17,3.5,Renault,KWID RXT Optional,8,0
Jaipur,Diesel,Automatic,Second,15.2,16.0,Audi,A4 New 2.0 TDI Multitronic,14,2
Jaipur,Petrol,Manual,First,22.74,2.75,Maruti,Alto 800 LXI Airbag,11,0
Delhi,Petrol,Manual,First,17.8,6.95,Honda,City i VTEC VX Option,11,1
Delhi,Petrol,Automatic,Second,11.74,12.5,Mercedes-Benz,New C-Class C250 Avantgarde,15,3
Coimbatore,Diesel,Automatic,First,13.22,36.83,Audi,Q5 3.0 TDI Quattro Technology,9,4
Pune,Petrol,Manual,First,16.2,2.7,Volkswagen,Polo 1.2 MPI Comfortline,15,0
Mumbai,Diesel,Manual,First,21.38,9.9,Hyundai,Creta 1.4 E Plus Diesel,9,1
Kochi,Petrol,Manual,First,17.0,3.83,Honda,City 1.5 V MT,15,1
Coimbatore,Petrol,Manual,First,17.0,5.25,Honda,City 1.5 S MT,14,1
Kolkata,Diesel,Manual,First,22.7,7.75,Maruti,S Cross DDiS 320 Alpha,10,1
Mumbai,Petrol,Manual,Second,16.51,2.46,Maruti,SX4 Vxi BSIV,16,1
Kolkata,Diesel,Manual,First,23.4,3.96,Maruti,Swift Dzire VDI,12,0
Chennai,Diesel,Manual,First,20.77,8.25,Maruti,Ertiga ZDI,11,1
Coimbatore,Petrol,Manual,First,18.6,7.58,Hyundai,i20 1.2 Spotz,8,1
Hyderabad,Diesel,Manual,First,24.0,3.99,Hyundai,Grand i10 CRDi Magna,12,0
Delhi,Petrol,Manual,First,17.4,6.25,Honda,City i VTEC SV,12,1
Hyderabad,Diesel,Manual,First,20.5,5.0,Skoda,Rapid 1.6 TDI Elegance,13,1
Hyderabad,Diesel,Automatic,Second,11.0,4.65,Mercedes-Benz,E-Class E270 CDI,21,3
Coimbatore,Diesel,Automatic,First,13.01,21.37,Hyundai,Santa Fe 4WD AT,10,3
Hyderabad,Petrol,Manual,First,19.7,1.75,Maruti,Alto LXi,19,0
Kolkata,Diesel,Manual,First,24.8,4.1,Hyundai,Verna 1.4 CRDi GL,14,1
Coimbatore,Diesel,Manual,First,20.0,3.56,Ford,Figo Diesel ZXI,11,0
Pune,Petrol,Manual,Second,17.0,4.21,Honda,City 1.5 S MT,16,1
Coimbatore,Diesel,Manual,First,17.8,6.86,Maruti,Swift VDI BSIV W ABS,10,1
Delhi,Diesel,Manual,First,23.9,6.6,Hyundai,Verna 1.6 CRDi S,11,1
Coimbatore,Petrol,Automatic,First,13.0,14.35,Hyundai,Creta 1.6 SX Plus Petrol Automatic,8,1
Hyderabad,Diesel,Manual,First,22.7,9.5,Ford,Ecosport 1.5 DV5 MT Titanium,9,1
Delhi,Diesel,Automatic,First,11.2,21.9,BMW,X6 xDrive30d,15,4
Coimbatore,Diesel,Automatic,First,18.12,30.45,BMW,5 Series 2013-2017 520d Luxury Line,10,3
Hyderabad,Diesel,Manual,First,25.83,5.1,Ford,Figo Aspire 1.5 TDCi Ambiente,10,1
Pune,Petrol,Automatic,First,17.0,5.44,Hyundai,Verna VTVT 1.6 AT EX,13,1
Jaipur,Diesel,Manual,First,13.8,1.6,Ford,Ikon 1.4 TDCi DuraTorq,16,0
Kochi,Diesel,Automatic,First,17.68,16.67,Audi,A6 2011-2015 2.0 TDI,12,3
Hyderabad,Petrol,Manual,First,10.8,9.5,Honda,CR-V Sport,16,1
Pune,Petrol,Automatic,First,15.0,3.85,Hyundai,i20 2015-2017 Sportz AT 1.4,14,1
Kochi,Diesel,Manual,First,14.24,10.64,Toyota,Fortuner 2.8 4WD MT,15,3
Bangalore,Petrol,Manual,First,25.17,3.5,Renault,KWID RXT,10,0
Chennai,Petrol,Manual,Third,18.0,1.1,Chevrolet,Spark 1.0 LT,18,0
Hyderabad,Petrol,Manual,Second,16.2,2.6,Hyundai,Verna Transform VTVT,15,1
Hyderabad,Diesel,Automatic,First,18.88,18.5,BMW,3 Series 320d Sport Line,14,3
Hyderabad,Diesel,Manual,First,26.59,7.95,Maruti,Swift Dzire VDI,11,0
Jaipur,Diesel,Manual,First,25.4,5.49,Hyundai,Xcent 1.2 CRDi E Plus,9,0
Mumbai,Petrol,Automatic,First,19.0,6.95,Honda,Jazz V CVT,9,1
Jaipur,Diesel,Manual,First,17.0,1.0,Tata,Indigo LS,18,0
Chennai,Diesel,Manual,Second,17.8,4.45,Ford,Fiesta Classic 1.4 Duratorq CLXI,13,0
Kolkata,Diesel,Manual,First,25.1,6.99,Maruti,S-Cross Alpha DDiS 200 SH,10,1
Coimbatore,Petrol,Manual,First,15.6,3.51,Maruti,SX4 Zxi with Leather BSIII,18,1
Kochi,Petrol,Automatic,First,21.4,7.54,Maruti,Baleno Zeta Automatic,8,1
Bangalore,Diesel,Manual,First,23.2,3.65,Maruti,Ritz LDi,10,0
Ahmedabad,Diesel,Automatic,First,19.5,16.0,Hyundai,Elantra CRDi SX AT,10,1
Kolkata,Petrol,Manual,First,16.2,1.4,Chevrolet,Spark 1.0 LT,14,0
Mumbai,Petrol,Manual,First,18.6,6.45,Hyundai,i20 1.2 Spotz,9,1
Hyderabad,Diesel,Manual,First,24.4,4.4,Hyundai,Xcent 1.1 CRDi Base,10,0
Delhi,Petrol,Automatic,First,19.0,5.95,Honda,Jazz 1.2 V CVT i VTEC,11,1
Ahmedabad,Petrol,Manual,First,19.4,3.9,Honda,Brio S MT,13,1
Coimbatore,Diesel,Automatic,First,13.0,35.28,Mercedes-Benz,E-Class E250 CDI Avantgrade,10,3
Pune,Diesel,Manual,First,17.6,14.25,Tata,Hexa XT,9,2
Pune,Diesel,Manual,First,24.4,4.5,Hyundai,Xcent 1.1 CRDi Base,9,0
Pune,Diesel,Manual,First,22.7,7.5,Ford,Ecosport 1.5 DV5 MT Titanium Optional,11,1
Coimbatore,Petrol,Automatic,First,21.9,3.41,Tata,Nano XTA,9,0
Pune,Petrol,Manual,Second,19.4,3.25,Honda,Brio VX,13,1
Hyderabad,Diesel,Manual,First,24.52,8.3,Maruti,Ertiga SHVS ZDI Plus,10,1
Bangalore,Petrol,Manual,First,20.36,3.45,Hyundai,i10 Sportz 1.2,16,0
Hyderabad,Petrol,Manual,First,17.0,2.1,Hyundai,Santro Xing XO,19,1
Mumbai,Diesel,Manual,First,16.0,11.95,Mahindra,XUV500 W10 2WD,11,2
Hyderabad,Diesel,Manual,First,20.54,4.25,Volkswagen,Vento Diesel Highline,16,1
Hyderabad,Diesel,Manual,First,14.0,8.25,Tata,Safari Storme 2012-2015 VX,12,2
Hyderabad,Petrol,Manual,First,10.2,5.95,Honda,Accord 2.4 Elegance M/T,16,3
Coimbatore,Petrol,Manual,First,15.1,4.3,Maruti,Eeco 7 Seater Standard,10,0
Ahmedabad,Diesel,Manual,First,22.9,3.9,Maruti,Swift VDI,14,0
Pune,Petrol,Automatic,First,21.4,6.41,Maruti,Baleno Zeta Automatic,10,1
Coimbatore,Diesel,Manual,First,15.1,8.36,Mahindra,XUV500 W8 2WD,11,2
Chennai,Petrol,Manual,First,19.1,3.85,Hyundai,Xcent 1.2 Kappa S,12,1
Hyderabad,Diesel,Automatic,First,19.27,36.0,Mercedes-Benz,New C-Class C 220 CDI Style,9,2
Kolkata,Petrol,Manual,First,13.14,7.5,Skoda,Superb 1.8 TSI MT,15,2
Hyderabad,Diesel,Manual,First,20.14,5.7,Volkswagen,CrossPolo 1.5 TDI,11,1
Kochi,Petrol,Manual,First,20.89,5.5,Maruti,Ignis 1.2 Delta,7,1
Chennai,Diesel,Manual,First,25.2,5.9,Maruti,Swift VDI BSIV,10,0
Mumbai,Petrol,Manual,First,17.8,7.75,Honda,City i VTEC VX Option,11,1
Ahmedabad,Diesel,Automatic,First,11.5,18.0,BMW,5 Series 530d Highline Sedan,16,4
Hyderabad,Diesel,Manual,First,17.5,4.4,Skoda,Laura Ambiente,18,1
Coimbatore,Petrol,Automatic,First,17.21,8.27,Volkswagen,Polo GT TSI,9,1
Ahmedabad,Diesel,Manual,First,19.87,4.75,Renault,Duster 85PS Diesel RxL,12,1
Hyderabad,Petrol,Automatic,First,16.8,3.8,Honda,City 1.5 S AT,18,1
Ahmedabad,Diesel,Manual,First,20.54,3.4,Volkswagen,Vento Diesel Highline,15,1
Pune,Petrol,Manual,Second,18.9,4.7,Hyundai,Grand i10 Sportz,10,1
Pune,Petrol,Manual,Second,16.6,1.49,Ford,Fiesta 1.4 ZXi Duratec,18,0
Mumbai,Diesel,Manual,Second,24.4,4.5,Hyundai,Xcent 1.1 CRDi S,10,0
Hyderabad,Diesel,Manual,First,25.8,5.4,Honda,Amaze VX i-DTEC,12,1
Hyderabad,Petrol,Automatic,First,18.0,11.5,Honda,City i VTEC CVT VX,10,1
Pune,Diesel,Manual,Second,20.4,3.5,Renault,Fluence 1.5,14,1
Ahmedabad,Diesel,Automatic,First,22.48,16.5,BMW,5 Series 520d Luxury Line,16,3
Mumbai,Petrol,Manual,First,15.5,3.9,Maruti,SX4 ZXI MT BSIV,14,1
Hyderabad,Petrol,Automatic,First,16.4,3.25,Honda,City ZX CVT,19,0
Kochi,Petrol,Manual,First,17.0,5.84,Volkswagen,Ameo 1.2 MPI Comfortline,8,0
Hyderabad,Petrol,Manual,First,17.0,5.75,Volkswagen,Ameo 1.2 MPI Comfortline,10,0
Delhi,Diesel,Automatic,First,16.55,10.0,Audi,A4 2.0 TDI Multitronic,16,2
Mumbai,Petrol,Manual,Second,18.9,1.05,Maruti,Wagon R VXI,20,0
Delhi,Diesel,Automatic,First,19.08,5.64,Hyundai,Verna SX CRDi AT,13,1
Coimbatore,Diesel,Automatic,First,17.9,50.97,Mercedes-Benz,GLC 220d 4MATIC Style,7,2
Mumbai,Diesel,Automatic,First,21.76,29.95,BMW,3 Series Luxury Line,10,3
Mumbai,Diesel,Manual,Second,24.2,4.85,Honda,Mobilio V Option i DTEC,12,1
Hyderabad,Diesel,Automatic,First,17.01,14.5,Hyundai,Creta 1.6 CRDi AT SX Plus,10,1
Hyderabad,Petrol,Manual,First,17.0,5.5,Honda,City 1.5 S MT,15,1
Bangalore,Diesel,Manual,First,17.8,3.2,Ford,Fiesta 1.4 TDCi EXI,15,0
Chennai,Diesel,Manual,First,26.59,4.5,Maruti,Swift Dzire LDI,10,0
Coimbatore,Diesel,Automatic,First,13.0,30.72,Mercedes-Benz,E-Class E250 CDI Launch Edition,11,3
Jaipur,Diesel,Manual,First,11.5,3.5,Chevrolet,Captiva LT,17,2
Bangalore,Diesel,Manual,First,12.8,6.99,Toyota,Innova 2.5 V Diesel 7-seater,19,1
Kochi,Diesel,Manual,First,17.21,3.45,Mahindra,Quanto C8,12,1
Kochi,Petrol,Manual,First,17.4,6.57,Honda,City i VTEC V,11,1
Kolkata,Diesel,Automatic,First,17.11,17.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,3
Delhi,Diesel,Manual,First,22.07,3.75,Volkswagen,Polo Diesel Comfortline 1.2L,13,0
Pune,Petrol,Automatic,First,14.8,9.99,Ford,EcoSport 1.5 Petrol Titanium Plus AT,9,1
Kolkata,Diesel,Manual,First,12.99,8.2,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,14,1
Jaipur,Petrol,Manual,Third,13.0,1.1,Honda,City 1.5 EXI,21,1
Chennai,Petrol,Manual,First,24.7,2.45,Maruti,Alto 800 2016-2019 LXI Optional,11,0
Pune,Diesel,Automatic,First,8.7,13.75,Mercedes-Benz,M-Class ML 320 CDI,17,4
Kolkata,Diesel,Manual,First,26.59,3.0,Maruti,Swift Dzire LDI,9,0
Ahmedabad,Diesel,Manual,First,24.3,9.25,Maruti,Vitara Brezza ZDi Plus Dual Tone,9,1
Mumbai,Diesel,Automatic,First,13.2,17.65,Volvo,S60 D5 Summum,13,3
Delhi,Diesel,Automatic,First,12.55,18.25,Toyota,Fortuner 4x2 AT,12,2
Kochi,Diesel,Manual,First,23.0,3.45,Hyundai,i20 Sportz Option Diesel,13,1
Bangalore,Diesel,Automatic,First,17.11,23.75,Audi,A4 35 TDI Premium,11,3
Mumbai,Diesel,Manual,Second,19.64,5.45,Nissan,Terrano XV D Pre,13,1
Coimbatore,Petrol,Automatic,First,23.1,5.25,Maruti,Celerio ZXI AMT,9,0
Delhi,Petrol,Manual,First,15.9,1.1,Maruti,Esteem Vxi,21,1
Delhi,Petrol,Automatic,First,16.95,2.9,Hyundai,i10 Sportz AT,14,0
Hyderabad,Diesel,Automatic,First,22.69,14.2,BMW,3 Series 320d,16,3
Kochi,Petrol,Manual,First,18.9,5.8,Hyundai,Grand i10 Sportz,8,1
Coimbatore,Petrol,Automatic,First,18.9,7.22,Hyundai,Grand i10 Asta Option AT,9,1
Coimbatore,Petrol,Manual,First,18.9,4.87,Hyundai,Grand i10 1.2 Kappa Sportz,10,1
Delhi,Petrol,Manual,First,16.47,3.3,Volkswagen,Polo 1.2 MPI Comfortline,13,0
Hyderabad,Petrol,Manual,Second,17.7,3.0,Honda,City ZX EXi,19,0
Hyderabad,Diesel,Automatic,First,17.9,26.0,Mercedes-Benz,GLA Class 200 CDI,12,2
Hyderabad,Petrol,Manual,First,14.0,2.9,Maruti,Omni 8 Seater BSIV,9,0
Bangalore,Petrol,Automatic,First,15.74,7.5,Hyundai,Verna 1.6 SX VTVT AT,12,1
Hyderabad,Petrol,Manual,First,22.74,2.36,Maruti,Alto 800 LXI,11,0
Coimbatore,Diesel,Manual,First,24.3,11.39,Maruti,Vitara Brezza ZDi Plus Dual Tone,9,1
Kochi,Diesel,Manual,First,15.1,7.02,Mahindra,XUV500 W8 2WD,13,2
Delhi,Diesel,Manual,First,24.3,8.0,Maruti,Vitara Brezza ZDi,10,1
Kochi,Petrol,Manual,First,18.6,7.11,Hyundai,i20 1.2 Spotz,9,1
Mumbai,Diesel,Automatic,First,10.0,3.9,Mercedes-Benz,E-Class 250 D W 210,28,2
Hyderabad,Petrol,Manual,First,19.7,2.15,Maruti,Alto LXi,17,0
Kolkata,Petrol,Manual,First,18.0,3.25,Honda,Amaze S i-Vtech,13,1
Kochi,Diesel,Automatic,First,12.65,70.66,Land,Rover Range Rover Sport HSE,11,4
Mumbai,Diesel,Manual,First,24.0,4.61,Hyundai,Grand i10 CRDi Magna,13,0
Mumbai,Petrol,Manual,First,13.5,2.35,Honda,Civic 2006-2010 1.8 S MT,18,2
Chennai,Diesel,Manual,Second,24.0,4.05,Hyundai,Grand i10 CRDi Magna,12,0
Jaipur,Petrol,Manual,Second,16.1,0.8,Maruti,800 AC Uniq,17,0
Hyderabad,Diesel,Manual,First,23.59,5.6,Toyota,Etios Liva Diesel,12,0
Delhi,Diesel,Manual,First,22.54,5.35,Hyundai,i20 Magna 1.4 CRDi,11,1
Mumbai,Petrol,Manual,First,24.07,3.25,Maruti,Alto K10 VXI,9,0
Pune,Diesel,Automatic,Second,17.05,11.5,BMW,X1 sDrive20d,14,3
Pune,Petrol,Automatic,First,23.1,4.25,Maruti,Celerio VXI AT,10,0
Mumbai,Petrol,Automatic,Second,13.7,4.45,Skoda,Superb Elegance 1.8 TSI AT,17,2
Pune,Diesel,Manual,First,14.0,2.85,Mahindra,Xylo E4,17,1
Delhi,Diesel,Manual,First,15.1,7.85,Mahindra,XUV500 W8 2WD,12,2
Pune,Petrol,Manual,First,19.1,5.3,Maruti,Swift Dzire VXI,10,1
Mumbai,Petrol,Manual,First,18.88,8.0,Ford,Ecosport 1.0 Ecoboost Platinum Edition,9,1
Coimbatore,Diesel,Manual,First,21.43,9.43,Toyota,Corolla Altis Diesel D4DG,12,1
Pune,Petrol,Manual,First,18.5,2.75,Hyundai,i20 2015-2017 1.2 Magna,14,0
Mumbai,Diesel,Manual,First,20.37,13.5,Renault,Captur 1.5 Diesel Platine Mono,8,1
Hyderabad,Diesel,Automatic,First,11.0,9.99,Mercedes-Benz,E-Class 280 CDI,17,3
Chennai,Petrol,Manual,First,21.1,6.95,Maruti,Baleno RS 1.0 Petrol,9,1
Chennai,Petrol,Automatic,First,17.97,6.75,Nissan,Sunny 2011-2014 XL AT Special Edition,11,1
Chennai,Petrol,Automatic,First,18.9,5.5,Hyundai,Grand i10 AT Asta,11,1
Kochi,Petrol,Manual,First,21.56,9.18,Maruti,Ciaz Zeta,8,1
Jaipur,Petrol,Manual,First,19.1,4.15,Hyundai,Xcent 1.2 Kappa S,12,1
Ahmedabad,Diesel,Manual,First,22.32,6.5,Hyundai,Verna 1.6 SX CRDi (O),14,1
Kochi,Petrol,Manual,First,21.5,4.11,Maruti,Wagon R VXI 1.2,11,1
Hyderabad,Diesel,Manual,Second,16.8,2.25,Hyundai,Verna CRDi,18,1
Kochi,Petrol,Manual,First,17.71,4.56,Toyota,Etios Liva G,11,0
Pune,Diesel,Manual,First,11.68,4.0,Mahindra,Xylo E4 ABS BS III,13,1
Coimbatore,Diesel,Manual,First,23.59,5.27,Toyota,Etios Liva GD,11,0
Kochi,Diesel,Manual,First,18.06,9.11,Mahindra,Thar DI 4X4,7,0
Pune,Diesel,Manual,Second,14.42,6.2,Nissan,X-Trail SLX MT,16,2
Kochi,Diesel,Automatic,First,11.36,19.97,Toyota,Innova Crysta 2.8 ZX AT,9,2
Delhi,Diesel,Manual,First,21.38,10.17,Hyundai,Creta 1.4 CRDi S,10,1
Pune,Diesel,Manual,First,28.4,4.5,Maruti,Swift VDI,12,0
Kochi,Diesel,Manual,First,23.9,14.28,Hyundai,Verna 1.6 CRDI SX Option,7,1
Kochi,Petrol,Manual,Second,19.7,2.47,Maruti,Alto LXi BSIII,14,0
Ahmedabad,Diesel,Manual,First,23.65,7.9,Maruti,S Cross DDiS 200 Alpha,10,1
Hyderabad,Petrol,Manual,First,21.1,2.3,Hyundai,EON Era,15,0
Hyderabad,Petrol,Manual,First,13.24,6.5,Nissan,Terrano XL,13,1
Hyderabad,Petrol,Manual,First,21.1,3.25,Hyundai,EON Era,10,0
Bangalore,Diesel,Manual,First,20.65,5.85,Tata,Zest Quadrajet 1.3 XT,9,1
Hyderabad,Diesel,Automatic,Second,14.21,29.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,12,3
Coimbatore,Diesel,Automatic,Second,14.16,25.71,Audi,Q5 2.0 TDI Premium Plus,12,3
Chennai,Petrol,Manual,Second,15.3,1.85,Ford,Fiesta 1.6 ZXi Leather,18,1
Mumbai,Diesel,Automatic,First,18.88,22.75,BMW,3 Series 320d Prestige,11,3
Kochi,Petrol,Manual,First,21.1,8.32,Maruti,Baleno RS 1.0 Petrol,8,1
Delhi,Diesel,Automatic,First,14.21,26.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,12,3
Hyderabad,Petrol,Manual,First,20.36,3.45,Hyundai,i10 Sportz 1.2,13,0
Mumbai,Petrol,Manual,First,18.9,5.15,Hyundai,Grand i10 Asta Option,9,1
Kochi,Petrol,Manual,First,19.4,3.51,Honda,Brio S MT,12,1
Kolkata,Diesel,Manual,First,21.9,3.45,Hyundai,i20 Magna 1.4 CRDi (Diesel),11,1
Pune,Petrol,Manual,First,16.47,3.75,Volkswagen,Polo Petrol Highline 1.2L,13,0
Pune,Petrol,Manual,Second,13.0,1.45,Honda,City 1.5 EXI,25,1
Delhi,Diesel,Manual,First,18.7,2.2,Skoda,Octavia Ambiente 1.9 TDI,18,0
Hyderabad,Diesel,Manual,First,13.1,7.99,Ford,Endeavour 2.5L 4X2,16,2
Bangalore,Diesel,Manual,Second,18.3,6.75,Chevrolet,Cruze LTZ,13,2
Kolkata,Diesel,Manual,First,24.2,5.0,Honda,Mobilio V i DTEC,12,1
Pune,Diesel,Manual,Second,20.77,5.9,Maruti,Ertiga VDI,14,1
Mumbai,Petrol,Manual,First,18.9,3.75,Hyundai,Grand i10 Sportz,13,1
Mumbai,Diesel,Automatic,First,14.74,29.5,Jaguar,XF 3.0 Litre S Premium Luxury,12,5
Chennai,Petrol,Manual,First,18.0,4.75,Honda,Amaze VX i-Vtech,12,1
Pune,Diesel,Automatic,First,12.4,11.5,Audi,A6 2.7 TDI,15,3
Chennai,Petrol,Manual,First,18.6,6.95,Hyundai,i20 1.2 Spotz,9,1
Mumbai,Petrol,Manual,First,17.0,5.4,Volkswagen,Ameo 1.2 MPI Highline Plus 16,10,0
Jaipur,Petrol,Automatic,First,13.4,4.75,Renault,Fluence 2.0,15,2
Chennai,Petrol,Manual,First,24.07,2.15,Maruti,Alto K10 VXI,15,0
Jaipur,Petrol,Manual,First,19.7,0.9,Maruti,Alto Std,21,0
Kolkata,Petrol,Manual,First,20.51,3.5,Maruti,Wagon R VXI BS IV,10,0
Kochi,Diesel,Manual,First,20.4,5.85,Fiat,Linea 1.3 Emotion,10,1
Pune,Diesel,Manual,First,19.3,3.15,Maruti,Swift Dzire Vdi BSIV,16,0
Pune,Diesel,Manual,First,21.64,6.0,Renault,Scala Diesel RxL,10,1
Kolkata,Petrol,Manual,First,18.5,2.23,Hyundai,i20 Magna,16,0
Bangalore,Petrol,Manual,First,19.1,2.5,Hyundai,Xcent 1.2 Kappa SX Option,10,1
Kochi,Petrol,Manual,First,18.9,3.87,Maruti,Wagon R LXI,11,0
Ahmedabad,Diesel,Manual,First,15.1,9.5,Mahindra,XUV500 W8 2WD,12,2
Delhi,Diesel,Automatic,First,12.55,17.75,Toyota,Fortuner 4x2 AT,12,2
Delhi,Diesel,Manual,First,19.64,3.75,Renault,Duster 110PS Diesel RxZ Plus,14,1
Chennai,Petrol,Manual,Second,17.92,1.5,Hyundai,Santro Xing GLS,16,0
Pune,Petrol,Manual,Second,17.01,5.0,Hyundai,Verna 1.6 SX VTVT,13,1
Pune,Diesel,Automatic,Second,15.06,17.0,BMW,X1 sDrive 20d Exclusive,12,3
Kochi,Petrol,Automatic,First,12.9,4.38,Honda,Civic 2006-2010 1.8 V AT,15,2
Delhi,Petrol,Automatic,First,15.26,41.5,Audi,A6 35 TFSI Matrix,8,3
Kolkata,Petrol,Manual,First,20.51,3.0,Maruti,Wagon R LXI BS IV,9,0
Coimbatore,Diesel,Manual,First,24.3,11.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,8,1
Pune,Diesel,Automatic,Second,11.8,14.0,Land,Rover Discovery 3 TDV6 Diesel Automatic,14,3
Pune,Diesel,Automatic,First,26.59,7.65,Maruti,Dzire New,10,0
Kolkata,Petrol,Manual,First,17.0,8.7,Hyundai,Verna VTVT 1.6 SX,8,1
Hyderabad,Diesel,Manual,First,25.47,9.9,Maruti,Ertiga ZDI Plus,10,1
Mumbai,Petrol,Manual,First,13.2,2.05,Hyundai,Accent GLE,16,1
Kolkata,Petrol,Manual,First,17.0,5.25,Hyundai,i20 1.2 Sportz,10,0
Kochi,Petrol,Manual,First,17.0,5.77,Hyundai,Verna VTVT 1.6 SX,14,1
Hyderabad,Petrol,Manual,First,19.7,1.95,Maruti,Alto LX,16,0
