Location,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Model,Brand,Power_bins
Kolkata,2017,Petrol,Manual,First,18.15,1198.0,82.0,4.5,KUV 100 G80 K6 Plus 5Str,Mahindra,1
Bangalore,2008,Petrol,Automatic,Second,19.2,1197.0,80.0,2.95,i10 Magna AT,Hyundai,0
Pune,2007,Petrol,Automatic,Second,12.9,1799.0,130.0,2.6,Civic 2006-2010 1.8 S AT,Honda,2
Hyderabad,2010,Petrol,Manual,First,20.36,1197.0,78.9,3.0,i10 Sportz 1.2,Hyundai,0
Ahmedabad,2014,Diesel,Automatic,Second,14.84,2143.0,170.0,15.5,New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2
Pune,2011,Petrol,Manual,First,17.6,1496.0,88.73,2.8,Etios G,Toyota,1
Kolkata,2010,Petrol,Manual,First,17.0,1497.0,118.0,2.5,City 1.5 E MT,Honda,1
Bangalore,2014,Diesel,Manual,First,23.4,1248.0,74.0,5.75,Swift Dzire VDI,Maruti,0
Pune,2010,Petrol,Manual,First,22.0,1197.0,81.8,2.8,Swift VXI,Maruti,1
Kolkata,2014,Petrol,Manual,First,17.01,1591.0,121.3,4.59,Verna 1.6 EX VTVT,Hyundai,1
Pune,2012,Diesel,Manual,First,23.2,1248.0,73.94,3.65,Ritz VDi,Maruti,0
Mumbai,2015,Diesel,Manual,First,13.0,2982.0,168.5,19.85,Fortuner 4x2 Manual,Toyota,2
Pune,2018,Diesel,Manual,First,17.1,1956.0,170.0,18.5,Compass 2.0 Limited,Jeep,2
Hyderabad,2017,Petrol,Manual,First,18.6,1197.0,81.83,6.95,i20 Asta Option 1.2,Hyundai,1
Jaipur,2012,Diesel,Manual,First,13.93,2179.0,138.0,3.75,New Safari DICOR 2.2 EX 4x4 BS IV,Tata,2
Jaipur,2008,Diesel,Manual,Second,19.3,1248.0,73.9,2.3,Swift Dzire LDi,Maruti,0
Kolkata,2016,Diesel,Manual,First,25.0,1396.0,69.01,2.3,Indigo eCS eLS BS IV,Tata,0
Hyderabad,2016,Diesel,Manual,First,28.4,1248.0,74.0,5.95,Swift LDI,Maruti,0
Kolkata,2016,Petrol,Automatic,First,23.1,998.0,67.04,3.49,Celerio VXI AT,Maruti,0
Coimbatore,2016,Diesel,Automatic,First,14.69,2993.0,258.0,47.7,5 Series 2013-2017 530d M Sport,BMW,4
Coimbatore,2015,Petrol,Manual,First,16.47,1198.0,74.0,6.43,Polo 1.2 MPI Highline,Volkswagen,0
Bangalore,2011,Diesel,Manual,First,13.93,2179.0,138.03,4.5,Safari DICOR 2.2 LX 4x2,Tata,2
Kolkata,2018,Petrol,Automatic,First,13.6,1598.0,181.0,39.75,Cooper S Carbon Edition,Mini,3
Kolkata,2015,Petrol,Manual,First,15.6,1196.0,70.0,4.0,Figo Petrol Titanium,Ford,0
Ahmedabad,2015,Diesel,Manual,First,26.0,1498.0,98.6,6.98,City i DTEC V,Honda,1
Delhi,2006,Diesel,Manual,Second,12.6,1991.0,112.0,1.75,Tucson CRDi,Hyundai,1
Delhi,2013,Diesel,Manual,First,20.0,1968.0,108.5,4.75,Laura Ambiente 2.0 TDI CR MT,Skoda,1
Hyderabad,2016,Diesel,Manual,First,11.5,2982.0,171.0,23.5,Fortuner 3.0 Diesel,Toyota,2
Hyderabad,2014,Diesel,Manual,First,22.32,1582.0,126.32,7.49,Verna 1.6 SX,Hyundai,1
Hyderabad,2015,Diesel,Manual,First,15.1,2179.0,140.0,10.85,XUV500 W6 2WD,Mahindra,2
Mumbai,2017,Petrol,Manual,First,25.17,799.0,53.3,3.5,KWID RXT,Renault,0
Bangalore,2015,Petrol,Manual,Second,18.6,1197.0,81.83,6.3,i20 Asta 1.2,Hyundai,1
Bangalore,2012,Petrol,Automatic,First,15.6,1497.0,116.3,6.75,City V AT,Honda,1
Coimbatore,2017,Diesel,Automatic,First,10.91,3198.0,197.0,28.88,Endeavour 3.2 Titanium AT 4X4,Ford,3
Kochi,2016,Petrol,Automatic,First,13.7,1798.0,157.75,14.23,Superb Elegance 1.8 TSI AT,Skoda,2
Mumbai,2012,Diesel,Automatic,Third,22.69,1995.0,190.0,15.0,3 Series 320d Sport,BMW,3
Jaipur,2013,Diesel,Manual,First,23.2,1248.0,73.94,3.75,Ritz LDi,Maruti,0
Jaipur,2011,Diesel,Manual,Second,11.5,2982.0,171.0,12.75,Fortuner 3.0 Diesel,Toyota,2
Mumbai,2009,Petrol,Manual,First,16.1,1298.0,88.2,1.95,Swift Lxi BSIII,Maruti,1
Mumbai,2018,Petrol,Manual,First,20.3,1199.0,84.0,4.95,Tigor 1.2 Revotron XT,Tata,1
Delhi,2015,Petrol,Automatic,First,18.0,1497.0,117.3,8.25,City i VTEC CVT VX,Honda,1
Hyderabad,2013,Diesel,Automatic,First,13.2,1995.0,170.0,20.99,3 Series 320d,BMW,2
Hyderabad,2010,Diesel,Automatic,Second,14.21,2143.0,203.0,17.5,E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,3
Kochi,2015,Diesel,Manual,First,28.4,1248.0,74.0,5.36,Swift VDI,Maruti,0
Delhi,2014,Petrol,Manual,First,16.02,1373.0,93.7,6.35,Ertiga VXI,Maruti,1
Kolkata,2011,Petrol,Manual,First,17.01,1591.0,121.3,2.95,Verna 1.6 VTVT,Hyundai,1
Coimbatore,2019,Diesel,Automatic,First,12.63,2179.0,147.5,55.7,Rover Discovery Sport TD4 HSE,Land,2
Hyderabad,2017,Diesel,Automatic,First,19.27,2143.0,167.62,37.5,New C-Class C 220 CDI Style,Mercedes-Benz,2
Kochi,2017,Petrol,Manual,First,20.36,1197.0,78.9,4.07,i10 Magna 1.2,Hyundai,0
Kolkata,2012,Diesel,Manual,First,22.07,1199.0,73.9,2.99,Polo Diesel Comfortline 1.2L,Volkswagen,0
Delhi,2017,Diesel,Manual,First,24.3,1248.0,88.5,7.9,Vitara Brezza VDi Option,Maruti,1
Mumbai,2016,Diesel,Manual,First,19.87,1461.0,83.8,7.49,Duster 85PS Diesel RxL,Renault,1
Jaipur,2009,Diesel,Manual,First,18.0,1248.0,75.0,1.1,Indica Vista Aqua 1.3 Quadrajet,Tata,0
Delhi,2016,Diesel,Automatic,First,11.3,2987.0,254.8,56.0,GL-Class 350 CDI Blue Efficiency,Mercedes-Benz,4
Mumbai,2016,Diesel,Manual,First,25.4,1186.0,73.97,3.5,Xcent 1.2 CRDi S,Hyundai,0
Hyderabad,2008,Diesel,Manual,First,18.1,1493.0,110.0,3.0,Verna CRDi SX ABS,Hyundai,1
Mumbai,2014,Petrol,Manual,First,17.01,1591.0,121.3,6.1,Verna 1.6 SX VTVT,Hyundai,1
Bangalore,2010,Petrol,Manual,First,15.6,1196.0,70.0,2.25,Figo Petrol ZXI,Ford,0
Chennai,2016,Diesel,Manual,First,25.2,1248.0,74.0,5.95,Swift VDI Optional,Maruti,0
Hyderabad,2013,Diesel,Manual,First,23.08,1461.0,63.12,4.95,Pulse RxL,Renault,0
Bangalore,2015,Petrol,Manual,Second,16.47,1198.0,74.0,5.49,Polo 1.2 MPI Highline,Volkswagen,0
Delhi,2019,Diesel,Automatic,First,22.69,1995.0,190.0,6.67,3 Series 320d Luxury Line,BMW,3
Ahmedabad,2015,Petrol,Manual,First,15.0,1598.0,103.52,6.25,Rapid 1.6 MPI Active,Skoda,1
Coimbatore,2014,Diesel,Automatic,First,12.07,2967.0,241.4,34.88,Q7 3.0 TDI Quattro Premium Plus,Audi,4
Jaipur,2016,Diesel,Manual,First,26.21,1248.0,88.5,6.9,Ciaz VDi Plus,Maruti,1
Kolkata,2014,Diesel,Manual,First,25.1,1498.0,98.6,5.99,City i DTEC VX,Honda,1
Mumbai,2010,Petrol,Automatic,First,10.93,3498.0,272.0,10.4,E-Class 2009-2013 E350 Petrol,Mercedes-Benz,5
Pune,2012,Diesel,Automatic,First,14.57,2967.0,241.38,29.0,A6 2011-2015 3.0 TDI Quattro Premium Plus,Audi,4
Coimbatore,2016,Diesel,Manual,Second,14.02,2179.0,118.3,5.85,Xylo H4,Mahindra,1
Kochi,2006,Petrol,Automatic,Third,12.0,1493.0,100.0,2.21,City 1.5 EXI AT,Honda,1
Mumbai,2010,Petrol,Manual,First,15.5,1586.0,103.3,2.4,SX4 ZXI MT BSIV,Maruti,1
Pune,2009,Petrol,Manual,Third,14.53,1798.0,138.1,3.0,Corolla Altis G,Toyota,2
Pune,2012,Petrol,Automatic,Second,14.4,1598.0,103.6,3.75,Vento Petrol Highline AT,Volkswagen,1
Pune,2015,Petrol,Manual,First,21.1,814.0,55.2,2.95,EON Era Plus,Hyundai,0
Hyderabad,2011,Diesel,Manual,First,20.0,1968.0,108.5,5.8,Laura Ambition 2.0 TDI CR MT,Skoda,1
Hyderabad,2012,Diesel,Manual,First,22.9,1248.0,74.0,4.9,Swift VDI,Maruti,0
Kolkata,2018,Petrol,Automatic,First,14.28,1798.0,138.03,16.95,Corolla Altis 1.8 VL CVT,Toyota,2
Hyderabad,2013,Diesel,Manual,First,12.99,2494.0,100.0,12.5,Innova 2.5 G (Diesel) 8 Seater,Toyota,1
Hyderabad,2017,Diesel,Manual,First,27.28,1047.0,69.0,5.0,Tiago Wizz 1.05 Revotorq,Tata,0
Mumbai,2015,Petrol,Manual,First,15.41,1598.0,103.52,4.68,Rapid 1.6 MPI Ambition,Skoda,1
Mumbai,2016,Diesel,Automatic,First,10.91,3198.0,197.0,29.8,Endeavour 3.2 Titanium AT 4X4,Ford,3
Kochi,2017,Petrol,Manual,Second,25.17,799.0,53.3,3.46,KWID RXL,Renault,0
Pune,2012,Diesel,Manual,First,23.0,1396.0,90.0,4.0,i20 1.4 Asta CRDi with AVN,Hyundai,1
Chennai,2012,Diesel,Manual,Second,17.5,1896.0,106.0,4.5,Laura Ambiente,Skoda,1
Kochi,2013,Diesel,Manual,First,21.43,1364.0,87.2,5.87,Corolla Altis Diesel D4DG,Toyota,1
Delhi,2015,Diesel,Manual,First,15.4,2179.0,120.0,9.5,Scorpio S8 8 Seater,Mahindra,1
Chennai,2013,Diesel,Automatic,First,14.16,1968.0,174.3,32.5,Q5 2.0 TDI Premium Plus,Audi,3
Coimbatore,2014,Diesel,Manual,First,18.2,1248.0,73.8,3.88,Enjoy TCDi LS 8 Seater,Chevrolet,0
Coimbatore,2013,Diesel,Automatic,First,22.69,1995.0,190.0,13.08,3 Series 320d,BMW,3
Delhi,2012,Diesel,Manual,First,21.64,1461.0,84.8,3.5,Sunny 2011-2014 Diesel XV,Nissan,1
Mumbai,2010,Petrol,Manual,Second,12.8,2354.0,177.6,3.5,Accord 2.4 MT,Honda,3
Bangalore,2010,Diesel,Manual,First,16.8,1493.0,110.0,4.45,Verna CRDi,Hyundai,1
Jaipur,2015,Petrol,Manual,First,16.8,796.0,34.2,2.35,Omni E MPI STD BS IV,Maruti,0
Kolkata,2015,Petrol,Manual,First,17.4,1497.0,117.3,5.0,City i VTEC SV,Honda,1
Chennai,2007,Petrol,Manual,Second,16.6,1388.0,68.0,2.0,Fiesta 1.4 ZXi Leather,Ford,0
Mumbai,2015,Diesel,Manual,First,22.54,1396.0,88.73,6.35,i20 1.4 Asta,Hyundai,1
Kochi,2015,Diesel,Automatic,First,13.0,2143.0,201.1,24.63,E-Class E250 CDI Avantgrade,Mercedes-Benz,3
Chennai,2016,Diesel,Manual,First,22.77,1498.0,98.59,7.9,EcoSport 1.5 TDCi Trend Plus,Ford,1
Mumbai,2011,Petrol,Manual,First,18.5,1197.0,80.0,3.25,i20 1.2 Magna,Hyundai,0
Delhi,2016,Petrol,Manual,Second,17.8,1497.0,117.3,8.25,City i VTEC V,Honda,1
Kolkata,2011,Diesel,Manual,First,23.08,1461.0,63.1,2.85,Micra Diesel XV,Nissan,0
Pune,2010,Diesel,Manual,Second,20.0,1399.0,68.0,3.2,Figo Diesel EXI,Ford,0
Kolkata,2013,Petrol,Manual,First,18.44,1198.0,75.0,1.75,Micra XL,Nissan,0
Kolkata,2013,Diesel,Manual,First,17.8,1248.0,113.25304969366915,3.38,Swift VDI BSIV,Maruti,1
Ahmedabad,2009,Petrol,Manual,Second,12.8,2354.0,177.6,5.75,Accord 2.4 MT,Honda,3
Mumbai,2010,Petrol,Automatic,First,13.7,1798.0,157.75,4.7,Superb Elegance 1.8 TSI AT,Skoda,2
Hyderabad,2017,Petrol,Manual,First,14.0,796.0,35.0,2.9,Omni 8 Seater BSIV,Maruti,0
Ahmedabad,2012,Diesel,Manual,First,21.9,1396.0,88.8,4.25,i20 Magna Optional 1.4 CRDi,Hyundai,1
Chennai,2017,Diesel,Automatic,First,17.01,1582.0,126.2,14.5,Creta 1.6 CRDi AT SX Plus,Hyundai,1
Kochi,2016,Diesel,Manual,First,25.2,1248.0,74.0,5.34,Swift VDI BSIV,Maruti,0
Jaipur,2014,Diesel,Manual,First,25.2,1248.0,74.0,3.85,Swift LDI BSIV,Maruti,0
Hyderabad,2009,Diesel,Manual,First,12.8,2494.0,102.0,8.5,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,1
Mumbai,2016,Diesel,Manual,First,24.4,1120.0,71.0,4.2,Xcent 1.1 CRDi Base,Hyundai,0
Delhi,2016,Diesel,Manual,First,20.77,1248.0,88.7,6.75,Ertiga Paseo VDI,Maruti,1
Jaipur,2016,Diesel,Automatic,First,10.91,3198.0,197.2,26.0,Endeavour 3.2 Trend AT 4X4,Ford,3
Coimbatore,2019,Diesel,Manual,First,22.54,1396.0,88.73,8.61,i20 1.4 Sportz,Hyundai,1
Mumbai,2009,Petrol,Manual,First,19.0,998.0,67.1,1.46,Zen Estilo LXI BS IV,Maruti,0
Mumbai,2011,Diesel,Manual,Second,21.1,1248.0,73.9,2.8,Ritz VDi,Maruti,0
Mumbai,2014,Petrol,Manual,First,17.0,1497.0,118.0,5.47,City 1.5 S MT,Honda,1
Mumbai,2009,Petrol,Manual,First,17.5,1298.0,85.8,2.45,Swift Dzire ZXi,Maruti,1
Hyderabad,2014,Diesel,Automatic,First,17.05,1995.0,184.0,21.5,X1 sDrive 20d Sportline,BMW,3
Mumbai,2010,Petrol,Manual,First,15.0,1368.0,90.0,1.38,Manza Aqua Safire,Tata,1
Chennai,2016,Diesel,Manual,First,16.0,2179.0,140.0,13.5,XUV500 W10 2WD,Mahindra,2
Bangalore,2009,Petrol,Automatic,Second,16.95,1197.0,78.9,3.1,i10 Sportz AT,Hyundai,0
Mumbai,2016,Petrol,Manual,First,21.4,1197.0,83.1,5.49,Baleno Sigma 1.2,Maruti,1
Kochi,2017,Diesel,Manual,First,24.3,1248.0,88.5,9.51,Vitara Brezza ZDi Plus Dual Tone,Maruti,1
Mumbai,2012,Petrol,Manual,First,15.6,1196.0,70.02,2.39,Figo Petrol ZXI,Ford,0
Mumbai,2014,Petrol,Automatic,First,18.19,1197.0,103.5,5.65,Vento Sport 1.2 TSI AT,Volkswagen,1
Ahmedabad,2010,Diesel,Manual,First,14.95,2489.0,93.7,1.85,Xylo D2 BS III,Mahindra,1
Kochi,2019,Petrol,Automatic,First,13.33,2995.0,340.0,2.02,Cayenne Base,Porsche,6
Hyderabad,2013,Diesel,Manual,First,19.3,1248.0,73.9,5.8,Swift Dzire VDi,Maruti,0
Hyderabad,2017,Petrol,Manual,First,16.2,1199.0,74.0,6.9,Polo 1.2 MPI Highline Plus,Volkswagen,0
Chennai,2013,Petrol,Manual,Second,17.01,1591.0,121.3,5.35,Verna 1.6 VTVT,Hyundai,1
Bangalore,2010,Petrol,Manual,First,19.81,1086.0,68.05,2.85,i10 Era 1.1,Hyundai,0
Chennai,2014,Diesel,Automatic,First,13.0,2143.0,204.0,22.75,E-Class E250 CDI Launch Edition,Mercedes-Benz,3
Jaipur,1998,Petrol,Manual,Third,17.3,993.0,60.0,0.45,Zen LXI,Maruti,0
Coimbatore,2013,Petrol,Manual,First,20.36,1197.0,78.9,4.64,i10 Sportz,Hyundai,0
Coimbatore,2016,Diesel,Manual,First,25.8,1498.0,98.6,5.27,Amaze S i-Dtech,Honda,1
Jaipur,2016,Diesel,Manual,First,14.1,2179.0,148.0,10.0,Safari Storme VX,Tata,2
Mumbai,2015,Petrol,Manual,First,18.5,1198.0,86.8,3.95,Brio 1.2 S MT,Honda,1
Kochi,2010,Petrol,Manual,First,17.0,1197.0,80.0,3.38,i20 Asta,Hyundai,0
Coimbatore,2018,Petrol,Manual,First,14.69,1390.0,120.33,16.8,Jetta 2012-2014 1.4 TSI,Volkswagen,1
Kolkata,2010,Petrol,Manual,First,16.7,1198.0,88.8,1.99,Jazz Select Edition,Honda,1
Coimbatore,2017,Petrol,Manual,First,18.9,1197.0,82.0,5.84,Grand i10 Sportz,Hyundai,1
Coimbatore,2016,Diesel,Automatic,First,14.74,2993.0,270.9,36.15,XF Diesel,Jaguar,5
Kolkata,2014,Diesel,Automatic,First,16.36,2179.0,187.7,25.7,XF 2.2 Litre Luxury,Jaguar,3
Coimbatore,2013,Diesel,Manual,First,16.0,2179.0,140.0,9.24,XUV500 W8 2WD,Mahindra,2
Delhi,2015,Diesel,Manual,First,22.7,1598.0,118.0,7.65,S Cross DDiS 320 Alpha,Maruti,1
Coimbatore,2015,Diesel,Automatic,First,17.11,1968.0,174.33,25.31,A4 2.0 TDI 177 Bhp Premium Plus,Audi,3
Delhi,2013,Diesel,Manual,First,19.01,1461.0,108.45,4.75,Duster 110PS Diesel RxZ,Renault,1
Coimbatore,2014,Petrol,Manual,First,19.1,1197.0,85.8,6.69,Swift Dzire VXI,Maruti,1
Mumbai,2012,Petrol,Manual,First,16.47,1198.0,73.9,3.1,Polo Petrol Trendline 1.2L,Volkswagen,0
Jaipur,2012,Petrol,Manual,First,19.7,796.0,35.0,1.55,Omni 8 Seater BSII,Maruti,0
Coimbatore,2019,Petrol,Automatic,First,18.9,1197.0,81.86,6.84,Grand i10 1.2 Kappa Magna AT,Hyundai,1
Hyderabad,2014,Petrol,Manual,First,25.4,624.0,37.5,1.6,Nano Twist XT,Tata,0
Kochi,2017,Petrol,Automatic,First,17.84,1395.0,147.51,21.73,A4 30 TFSI Premium Plus,Audi,2
Mumbai,2015,Petrol,Manual,First,16.47,1198.0,74.0,4.75,Polo 1.2 MPI Highline,Volkswagen,0
Chennai,2015,Petrol,Manual,First,22.74,796.0,47.3,2.45,Alto 800 LXI,Maruti,0
Kochi,2019,Diesel,Automatic,First,20.7,1496.0,113.98,31.55,Cooper 5 DOOR D,Mini,1
Delhi,2012,Diesel,Automatic,Second,15.2,1968.0,140.8,10.25,A4 New 2.0 TDI Multitronic,Audi,2
Coimbatore,2019,Diesel,Manual,First,12.62,2198.0,158.0,27.36,Endeavour Titanium 4X2,Ford,2
Hyderabad,2013,Petrol,Manual,Second,15.8,1499.0,110.0,6.5,Ecosport 1.5 Ti VCT MT Titanium,Ford,1
Jaipur,2016,Petrol,Manual,First,18.9,1197.0,82.0,4.25,Grand i10 Magna,Hyundai,1
Mumbai,2014,Petrol,Manual,First,18.2,1199.0,82.4,5.5,Sail 1.2 LS,Chevrolet,1
Kolkata,2015,Petrol,Manual,First,20.85,1197.0,83.14,4.0,Swift Dzire LXI,Maruti,1
Kochi,2017,Petrol,Manual,First,17.57,1193.0,88.7,4.65,Zest Revotron 1.2T XM,Tata,1
Delhi,2015,Diesel,Automatic,First,19.27,2143.0,170.0,28.5,New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2
Coimbatore,2014,Diesel,Manual,First,17.3,1998.0,163.7,7.11,Cruze LTZ,Chevrolet,2
Hyderabad,2013,Diesel,Manual,First,21.1,1248.0,73.9,3.9,Ritz VDi,Maruti,0
Jaipur,2017,Petrol,Manual,First,18.9,1197.0,81.86,5.6,Grand i10 1.2 Kappa Sportz Option,Hyundai,1
Pune,2012,Diesel,Manual,Third,28.4,1248.0,73.75,2.25,Dzire LDI,Maruti,0
Kolkata,2011,Diesel,Manual,First,22.32,1582.0,126.32,3.9,Verna 1.6 SX,Hyundai,1
Coimbatore,2014,Diesel,Automatic,First,14.74,2993.0,270.9,28.63,XF Diesel,Jaguar,5
Delhi,2013,Petrol,Automatic,First,13.7,1798.0,157.75,7.25,Superb Elegance 1.8 TSI AT,Skoda,2
Pune,2006,Petrol,Manual,Second,18.9,998.0,67.1,2.0,Wagon R LXI,Maruti,0
Mumbai,2011,Petrol,Manual,First,16.47,1198.0,73.9,3.5,Polo Petrol Highline 1.2L,Volkswagen,0
Hyderabad,2011,Petrol,Manual,First,14.8,1799.0,130.2,5.0,Civic 2010-2013 1.8 S MT,Honda,2
Chennai,2014,Petrol,Manual,First,22.5,998.0,67.04,3.45,Wagon R VXI,Maruti,0
Kolkata,2013,Diesel,Manual,First,23.4,1248.0,74.0,4.5,Swift Dzire VDI,Maruti,0
Coimbatore,2018,Petrol,Automatic,First,13.0,1591.0,121.3,14.36,Creta 1.6 SX Plus Petrol Automatic,Hyundai,1
Bangalore,2016,Petrol,Manual,First,18.9,1197.0,82.0,5.5,Grand i10 Asta,Hyundai,1
Mumbai,2013,Diesel,Manual,First,23.08,1461.0,63.1,3.0,Micra Diesel XV Premium,Nissan,0
Coimbatore,2017,Petrol,Manual,First,18.9,1197.0,81.86,6.08,Grand i10 1.2 Kappa Asta,Hyundai,1
Chennai,2013,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Vento Diesel Highline,Volkswagen,1
Kochi,2015,Diesel,Automatic,First,12.55,2982.0,168.5,20.25,Fortuner 4x2 AT,Toyota,2
Pune,2018,Diesel,Automatic,First,11.36,2755.0,171.5,18.0,Innova Crysta 2.8 GX AT,Toyota,2
Pune,2015,Diesel,Automatic,First,20.0,2143.0,107.3,17.5,A Class A180 CDI,Mercedes-Benz,1
Pune,2013,Petrol,Manual,First,21.1,814.0,55.2,2.1,EON D Lite,Hyundai,0
Bangalore,2012,Diesel,Manual,Second,22.7,1582.0,126.24,7.5,Elantra CRDi SX,Hyundai,1
Kochi,2015,Diesel,Automatic,Second,20.7,1496.0,113.98,24.77,Cooper 3 DOOR D,Mini,1
Bangalore,2015,Diesel,Manual,First,19.64,1461.0,108.45,8.65,Duster 110PS Diesel RXZ Option,Renault,1
Chennai,2019,Diesel,Automatic,First,10.91,3198.0,197.0,35.5,Endeavour 3.2 Titanium AT 4X4,Ford,3
Delhi,2014,Petrol,Manual,First,14.28,1798.0,138.03,10.5,Corolla Altis GL MT,Toyota,2
Delhi,2018,Diesel,Manual,First,14.0,2179.0,155.0,13.0,XUV500 W7,Mahindra,2
Kolkata,2012,Diesel,Automatic,First,16.77,2993.0,261.49,26.5,7 Series 730Ld Design Pure Excellence CBU,BMW,4
Ahmedabad,2004,Petrol,Manual,Second,17.3,1061.0,64.0,1.4,Wagon R LX BSIII,Maruti,0
Kochi,2017,Petrol,Manual,First,17.8,1497.0,117.3,7.51,City i VTEC SV,Honda,1
Delhi,2014,Diesel,Manual,First,22.9,1248.0,74.0,4.3,Swift VDI,Maruti,0
Mumbai,2015,Petrol,Automatic,First,18.0,1497.0,117.3,8.95,City i-VTEC CVT VX,Honda,1
Kochi,2015,Diesel,Manual,First,20.77,1248.0,88.76,6.91,Ertiga VDI,Maruti,1
Coimbatore,2016,Diesel,Manual,First,19.01,1461.0,108.45,9.75,Duster 110PS Diesel RxZ,Renault,1
Jaipur,2010,Diesel,Manual,Second,19.3,1248.0,73.9,4.0,Swift Dzire VDi,Maruti,0
Hyderabad,2011,Diesel,Manual,First,23.2,1248.0,73.94,3.65,Ritz VDi,Maruti,0
Chennai,2013,Diesel,Manual,First,15.1,2179.0,140.0,10.75,XUV500 W8 4WD,Mahindra,2
Kochi,2015,Petrol,Manual,First,19.4,1198.0,86.8,4.51,Brio S MT,Honda,1
Coimbatore,2014,Diesel,Manual,First,21.02,1248.0,88.8,3.7,Manza Club Class Quadrajet90 LS,Tata,1
Hyderabad,2014,Diesel,Manual,First,12.8,2494.0,102.0,12.99,Innova 2.5 V Diesel 7-seater,Toyota,1
Delhi,2015,Petrol,Manual,First,18.6,1197.0,85.8,4.15,Swift VXI,Maruti,1
Kolkata,2012,Petrol,Manual,First,17.01,1591.0,121.3,4.4,Verna 1.6 EX VTVT,Hyundai,1
Kolkata,2015,Petrol,Manual,First,17.3,1497.0,117.3,4.25,Mobilio S i VTEC,Honda,1
Mumbai,2017,Petrol,Manual,First,18.0,1198.0,86.7,4.25,Amaze S i-Vtech,Honda,1
Jaipur,2017,Petrol,Automatic,First,18.0,1497.0,117.3,7.7,City i-VTEC CVT VX,Honda,1
Pune,2015,Diesel,Automatic,First,12.7,2179.0,187.7,39.75,Rover Range Rover 2.2L Dynamic,Land,3
Mumbai,2017,Petrol,Manual,First,17.4,1497.0,117.3,8.5,City i-VTEC V,Honda,1
Jaipur,2008,Petrol,Automatic,First,9.5,2997.0,231.1,7.0,E-Class 280 Elegance,Mercedes-Benz,4
Chennai,2002,Petrol,Manual,Third,13.8,1299.0,70.0,0.8,Ikon 1.3 Flair,Ford,0
Delhi,2013,Diesel,Manual,First,13.0,2982.0,168.5,15.25,Fortuner 4x2 Manual,Toyota,2
Hyderabad,2008,Petrol,Manual,First,19.0,998.0,66.1,2.25,A-Star Vxi,Maruti,0
Kolkata,2016,Diesel,Manual,First,14.07,1948.0,83.1,4.85,Sumo EX,Tata,1
Coimbatore,2012,Petrol,Automatic,Second,15.6,1497.0,116.3,6.42,City V AT,Honda,1
Chennai,2012,Diesel,Manual,Second,23.19,1461.0,63.12,2.5,Micra XV D,Nissan,0
Hyderabad,2011,Diesel,Automatic,First,19.08,1582.0,126.32,5.75,Verna SX CRDi AT,Hyundai,1
Pune,2003,Petrol,Manual,First,16.1,796.0,37.0,0.5,800 Std,Maruti,0
Coimbatore,2015,Diesel,Manual,First,15.1,2179.0,140.0,11.52,XUV500 W8 4WD,Mahindra,2
Delhi,2014,Diesel,Manual,First,21.5,1248.0,88.8,4.5,SX4 VDI,Maruti,1
Bangalore,2013,Petrol,Automatic,First,15.0,1396.0,98.6,4.75,i20 Sportz AT 1.4,Hyundai,1
Coimbatore,2019,Diesel,Manual,First,19.67,1582.0,126.2,13.54,Creta 1.6 CRDi SX,Hyundai,1
Kochi,2015,Diesel,Automatic,First,13.0,2143.0,201.1,23.41,E-Class E250 CDI Avantgrade,Mercedes-Benz,3
Hyderabad,2013,Diesel,Automatic,Second,12.55,2982.0,168.5,19.25,Fortuner 4x2 AT,Toyota,2
Ahmedabad,2015,Diesel,Automatic,First,9.0,1984.0,181.0,20.0,S60 D4 KINETIC,Volvo,3
Delhi,2011,Diesel,Automatic,First,14.21,2143.0,203.0,13.0,E-Class 2009-2013 E250 CDI Avantgarde,Mercedes-Benz,3
Chennai,2010,Petrol,Manual,First,10.2,2354.0,180.0,3.99,Accord 2.4 Elegance M/T,Honda,3
Pune,2015,Diesel,Manual,First,25.8,1498.0,98.6,4.65,Amaze S i-Dtech,Honda,1
Ahmedabad,2013,Diesel,Manual,First,28.4,1248.0,73.75,4.65,Dzire ZDI,Maruti,0
Kolkata,2013,Petrol,Manual,First,18.6,1197.0,85.8,3.15,Swift LXI,Maruti,1
Delhi,2013,Petrol,Automatic,First,14.53,1798.0,138.1,8.25,Corolla Altis G HV AT,Toyota,2
Bangalore,2012,Diesel,Automatic,Second,11.49,4367.0,335.3,65.0,Rover Range Rover Vogue SE 4.4 SDV8,Land,6
Chennai,2012,Diesel,Manual,First,22.9,1248.0,74.0,4.5,Swift VDI,Maruti,0
Kolkata,2017,Diesel,Manual,First,16.3,1956.0,170.0,17.5,Compass 2.0 Limited Option 4X4,Jeep,2
Mumbai,2016,Petrol,Manual,First,20.4,1197.0,81.8,4.31,Swift VXI BSIV,Maruti,1
Kochi,2016,Petrol,Manual,First,18.7,1199.0,88.7,6.2,Jazz 1.2 SV i VTEC,Honda,1
