Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Model,Brand
Jaipur,2015,63310,Diesel,Manual,First,28.4,1248,5,5.1,Swift VDI,Maruti
Delhi,2014,66000,Diesel,Manual,First,25.8,1498,5,3.5,Amaze S i-Dtech,Honda
Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995,5,12.5,3 Series 320d Highline,BMW
Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396,5,5.55,Verna 1.4 EX,Hyundai
Delhi,2015,70000,Diesel,Automatic,First,11.5,2982,7,19.48,Fortuner 4x2 4 Speed AT,Toyota
Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197,5,3.91,Swift VXI,Maruti
Chennai,2010,66000,Petrol,Manual,First,18.6,1199,5,2.19,Beat LS,Chevrolet
Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197,5,6.89,Grand i10 Asta Option AT,Hyundai
Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196,5,3.47,Figo Petrol ZXI,Ford
Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349,5,3.25,Teana 230jM,Nissan
Pune,2010,75000,Petrol,Manual,First,16.1,1298,5,2.85,Swift VXI BSIII,Maruti
Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968,5,25.64,A4 35 TDI Premium,Audi
Kochi,2018,11966,Petrol,Manual,First,16.8,1497,5,10.28,City V MT,Honda
Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199,5,6.3,Jazz V,Honda
Chennai,2014,70920,Diesel,Manual,First,20.14,1498,5,4.75,Polo 1.5 TDI Highline,Volkswagen
Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461,5,5.8,Terrano XL D Option,Nissan
Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179,7,44.5,Rover Discovery Sport SD4 HSE Luxury 7S,Land
Kochi,2014,44525,Petrol,Manual,First,18.5,1197,5,4.65,i20 Magna Optional 1.2,Hyundai
Jaipur,2009,86863,Petrol,Manual,First,17.0,1497,5,3.6,City 1.5 E MT,Honda
Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179,7,12.25,XUV500 W10 AWD,Mahindra
Jaipur,2017,45000,Diesel,Manual,First,16.3,1956,5,20.0,Compass 2.0 Limited Option 4X4,Jeep
Jaipur,2017,22000,Diesel,Manual,First,16.0,2179,7,16.0,XUV500 W10 AWD,Mahindra
Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179,8,6.21,Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra
Kolkata,2016,32000,Diesel,Manual,First,15.4,2179,7,9.75,Scorpio S6 Plus 7 Seater,Mahindra
Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198,5,4.45,Amaze S AT i-Vtech,Honda
Pune,2017,42000,Diesel,Manual,First,25.6,1498,5,12.0,City i-DTEC ZX,Honda
Chennai,2008,73000,Petrol,Manual,First,14.4,1396,5,0.8,Indigo GLE,Tata
Chennai,2018,48000,Diesel,Manual,First,24.0,1186,5,5.95,Grand i10 1.2 CRDi Sportz,Hyundai
Kolkata,2014,19000,Petrol,Manual,First,17.43,1396,5,5.25,Verna 1.4 CX VTVT,Hyundai
Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393,7,22.2,Innova Crysta 2.4 VX MT,Toyota
Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995,5,13.5,X1 sDrive20d,BMW
Chennai,2015,48000,Diesel,Automatic,First,16.96,1968,5,13.5,Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen
Delhi,2014,66000,Diesel,Manual,First,20.0,1399,5,3.47,Figo Diesel ZXI,Ford
Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696,7,9.5,Ssangyong Rexton RX7,Mahindra
Chennai,2011,37000,Petrol,Manual,First,15.04,1598,5,4.8,Vento Petrol Highline,Volkswagen
Kochi,2016,35058,Petrol,Manual,First,15.0,1598,5,6.54,Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda
Delhi,2012,52000,Petrol,Manual,First,16.47,1198,5,3.1,Polo Petrol Comfortline 1.2L,Volkswagen
Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248,5,7.99,S Cross DDiS 200 Delta,Maruti
Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798,5,3.3,Corolla Altis G,Toyota
Bangalore,2015,74000,Diesel,Manual,First,20.77,1248,7,8.75,Ertiga ZDI,Maruti
Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197,5,4.19,i10 Asta Sunroof AT,Hyundai
Kochi,2019,13414,Diesel,Automatic,First,17.9,2143,5,30.77,CLA 200 CDI Sport,Mercedes-Benz
Jaipur,2006,95000,Petrol,Manual,Second,16.9,1497,5,2.11,City ZX VTEC,Honda
Jaipur,2018,15900,Petrol,Manual,First,18.15,1198,6,6.25,KUV 100 G80 K8,Mahindra
Delhi,2011,151000,Diesel,Manual,First,11.5,2982,7,11.4,Fortuner 3.0 Diesel,Toyota
Bangalore,2011,65000,Petrol,Manual,First,17.0,1497,5,5.2,City 1.5 V MT,Honda
Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968,5,39.84,A6 35 TDI Matrix,Audi
Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399,5,4.45,Figo Diesel ZXI,Ford
Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143,5,19.5,GLA Class 200 CDI,Mercedes-Benz
Hyderabad,2007,33000,Petrol,Manual,First,15.26,1150,5,1.75,Aveo U-VA 1.2 LS,Chevrolet
Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498,5,5.1,Figo 2015-2019 1.5D Titanium MT,Ford
Delhi,2013,71000,Diesel,Automatic,First,22.7,1582,5,6.8,Elantra CRDi SX AT,Hyundai
Kolkata,2016,20000,Petrol,Automatic,First,21.4,1197,5,5.74,Baleno Zeta CVT,Maruti
Hyderabad,2010,71000,Petrol,Manual,First,16.1,1197,5,3.3,Swift LXi BSIV,Maruti
Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498,4,32.0,CLS-Class 2006-2010 350 CDI,Mercedes-Benz
Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995,5,35.0,3 Series Luxury Line,BMW
Chennai,2017,19000,Diesel,Automatic,First,28.4,1248,5,8.9,Dzire AMT ZDI Plus,Maruti
Mumbai,2011,58000,Petrol,Manual,Second,17.01,1591,5,4.0,Verna 1.6 SX VTVT,Hyundai
Kochi,2018,42203,Diesel,Manual,First,17.1,1956,5,19.46,Compass 2.0 Longitude,Jeep
Hyderabad,2009,94000,Diesel,Automatic,First,11.4,1991,5,5.25,Sonata Embera 2.0L CRDi AT,Hyundai
Kolkata,2018,4900,Diesel,Manual,First,21.5,1497,5,9.22,Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata
Jaipur,2013,70000,Petrol,Manual,First,21.1,814,5,1.8,EON Era Plus,Hyundai
Hyderabad,2005,100000,Diesel,Manual,Second,13.5,1405,5,1.3,Indica DLS,Tata
Kochi,2015,65266,Diesel,Automatic,First,14.69,2993,5,31.75,5 Series 2013-2017 530d M Sport,BMW
Delhi,2014,54569,Diesel,Manual,First,20.77,1248,7,5.99,Ertiga VDI,Maruti
Kochi,2015,51361,Petrol,Manual,First,18.0,1198,5,4.94,Amaze E i-Vtech,Honda
Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388,5,1.5,Fiesta 1.4 Duratec ZXI,Ford
Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799,5,3.25,Civic 2006-2010 1.8 V MT,Honda
Delhi,2014,22281,Diesel,Manual,First,20.77,1248,7,6.5,Ertiga ZDI,Maruti
Delhi,2013,63210,Diesel,Manual,First,24.0,1120,5,3.71,Grand i10 CRDi Sportz,Hyundai
Pune,2018,31000,Petrol,Manual,First,20.14,1197,5,5.0,Xcent 1.2 VTVT E Plus,Hyundai
Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086,5,1.99,i10 Era,Hyundai
Mumbai,2017,32006,Petrol,Manual,First,18.0,1198,5,4.25,Amaze S i-Vtech,Honda
Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698,5,8.0,A6 2.7 TDI,Audi
Mumbai,2011,9489,Petrol,Manual,First,20.36,1197,5,2.95,i10 Magna 1.2 iTech SE,Hyundai
Pune,2018,5000,Petrol,Manual,First,25.17,799,5,3.5,KWID RXT Optional,Renault
Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968,5,16.0,A4 New 2.0 TDI Multitronic,Audi
Jaipur,2015,50000,Petrol,Manual,First,22.74,796,5,2.75,Alto 800 LXI Airbag,Maruti
Delhi,2015,53000,Petrol,Manual,First,17.8,1497,5,6.95,City i VTEC VX Option,Honda
Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796,5,12.5,New C-Class C250 Avantgarde,Mercedes-Benz
Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967,5,36.83,Q5 3.0 TDI Quattro Technology,Audi
Pune,2011,36431,Petrol,Manual,First,16.2,1199,5,2.7,Polo 1.2 MPI Comfortline,Volkswagen
Mumbai,2017,35000,Diesel,Manual,First,21.38,1396,5,9.9,Creta 1.4 E Plus Diesel,Hyundai
Kochi,2011,94832,Petrol,Manual,First,17.0,1497,5,3.83,City 1.5 V MT,Honda
Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497,5,5.25,City 1.5 S MT,Honda
Kolkata,2016,45194,Diesel,Manual,First,22.7,1598,5,7.75,S Cross DDiS 320 Alpha,Maruti
Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586,5,2.46,SX4 Vxi BSIV,Maruti
Kolkata,2014,38578,Diesel,Manual,First,23.4,1248,5,3.96,Swift Dzire VDI,Maruti
Chennai,2015,40000,Diesel,Manual,First,20.77,1248,7,8.25,Ertiga ZDI,Maruti
Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197,5,7.58,i20 1.2 Spotz,Hyundai
Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120,5,3.99,Grand i10 CRDi Magna,Hyundai
Delhi,2014,54257,Petrol,Manual,First,17.4,1497,5,6.25,City i VTEC SV,Honda
Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598,5,5.0,Rapid 1.6 TDI Elegance,Skoda
Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987,5,4.65,E-Class E270 CDI,Mercedes-Benz
Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199,7,21.37,Santa Fe 4WD AT,Hyundai
Hyderabad,2007,52195,Petrol,Manual,First,19.7,796,5,1.75,Alto LXi,Maruti
Kolkata,2012,38000,Diesel,Manual,First,24.8,1396,5,4.1,Verna 1.4 CRDi GL,Hyundai
Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399,5,3.56,Figo Diesel ZXI,Ford
Pune,2010,43000,Petrol,Manual,Second,17.0,1497,5,4.21,City 1.5 S MT,Honda
Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248,5,6.86,Swift VDI BSIV W ABS,Maruti
Delhi,2015,57000,Diesel,Manual,First,23.9,1582,5,6.6,Verna 1.6 CRDi S,Hyundai
Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591,5,14.35,Creta 1.6 SX Plus Petrol Automatic,Hyundai
Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498,5,9.5,Ecosport 1.5 DV5 MT Titanium,Ford
Delhi,2011,59000,Diesel,Automatic,First,11.2,2993,4,21.9,X6 xDrive30d,BMW
Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995,5,30.45,5 Series 2013-2017 520d Luxury Line,BMW
Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498,5,5.1,Figo Aspire 1.5 TDCi Ambiente,Ford
Pune,2013,37086,Petrol,Automatic,First,17.0,1591,5,5.44,Verna VTVT 1.6 AT EX,Hyundai
Jaipur,2010,135000,Diesel,Manual,First,13.8,1399,5,1.6,Ikon 1.4 TDCi DuraTorq,Ford
Kochi,2014,54862,Diesel,Automatic,First,17.68,1968,5,16.67,A6 2011-2015 2.0 TDI,Audi
Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354,5,9.5,CR-V Sport,Honda
Pune,2012,56200,Petrol,Automatic,First,15.0,1396,5,3.85,i20 2015-2017 Sportz AT 1.4,Hyundai
Kochi,2011,169006,Diesel,Manual,First,14.24,2755,7,10.64,Fortuner 2.8 4WD MT,Toyota
Bangalore,2016,20229,Petrol,Manual,First,25.17,799,5,3.5,KWID RXT,Renault
Chennai,2008,62000,Petrol,Manual,Third,18.0,995,5,1.1,Spark 1.0 LT,Chevrolet
Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599,5,2.6,Verna Transform VTVT,Hyundai
Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995,5,18.5,3 Series 320d Sport Line,BMW
Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248,5,7.95,Swift Dzire VDI,Maruti
Jaipur,2017,60500,Diesel,Manual,First,25.4,1186,5,5.49,Xcent 1.2 CRDi E Plus,Hyundai
Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199,5,6.95,Jazz V CVT,Honda
Jaipur,2008,300000,Diesel,Manual,First,17.0,1405,5,1.0,Indigo LS,Tata
Chennai,2013,123000,Diesel,Manual,Second,17.8,1399,5,4.45,Fiesta Classic 1.4 Duratorq CLXI,Ford
Kolkata,2016,45296,Diesel,Manual,First,25.1,1248,5,6.99,S-Cross Alpha DDiS 200 SH,Maruti
Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586,5,3.51,SX4 Zxi with Leather BSIII,Maruti
Kochi,2018,25858,Petrol,Automatic,First,21.4,1197,5,7.54,Baleno Zeta Automatic,Maruti
Bangalore,2016,120000,Diesel,Manual,First,23.2,1248,5,3.65,Ritz LDi,Maruti
Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582,5,16.0,Elantra CRDi SX AT,Hyundai
Kolkata,2012,11000,Petrol,Manual,First,16.2,995,5,1.4,Spark 1.0 LT,Chevrolet
Mumbai,2017,3900,Petrol,Manual,First,18.6,1197,5,6.45,i20 1.2 Spotz,Hyundai
Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120,5,4.4,Xcent 1.1 CRDi Base,Hyundai
Delhi,2015,27000,Petrol,Automatic,First,19.0,1199,5,5.95,Jazz 1.2 V CVT i VTEC,Honda
Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198,5,3.9,Brio S MT,Honda
Coimbatore,2016,39753,Diesel,Automatic,First,13.0,2143,5,35.28,E-Class E250 CDI Avantgrade,Mercedes-Benz
Pune,2017,39800,Diesel,Manual,First,17.6,2179,7,14.25,Hexa XT,Tata
Pune,2017,73000,Diesel,Manual,First,24.4,1120,5,4.5,Xcent 1.1 CRDi Base,Hyundai
Pune,2015,55000,Diesel,Manual,First,22.7,1498,5,7.5,Ecosport 1.5 DV5 MT Titanium Optional,Ford
Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624,4,3.41,Nano XTA,Tata
Pune,2013,45000,Petrol,Manual,Second,19.4,1198,5,3.25,Brio VX,Honda
Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248,7,8.3,Ertiga SHVS ZDI Plus,Maruti
Bangalore,2010,29000,Petrol,Manual,First,20.36,1197,5,3.45,i10 Sportz 1.2,Hyundai
Hyderabad,2007,57309,Petrol,Manual,First,17.0,1086,5,2.1,Santro Xing XO,Hyundai
Mumbai,2015,53392,Diesel,Manual,First,16.0,2179,7,11.95,XUV500 W10 2WD,Mahindra
Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598,5,4.25,Vento Diesel Highline,Volkswagen
Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179,7,8.25,Safari Storme 2012-2015 VX,Tata
Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354,5,5.95,Accord 2.4 Elegance M/T,Honda
Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196,7,4.3,Eeco 7 Seater Standard,Maruti
Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248,5,3.9,Swift VDI,Maruti
Pune,2016,27809,Petrol,Automatic,First,21.4,1197,5,6.41,Baleno Zeta Automatic,Maruti
Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179,7,8.36,XUV500 W8 2WD,Mahindra
Chennai,2014,51000,Petrol,Manual,First,19.1,1197,5,3.85,Xcent 1.2 Kappa S,Hyundai
Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143,5,36.0,New C-Class C 220 CDI Style,Mercedes-Benz
Kolkata,2011,54895,Petrol,Manual,First,13.14,1798,5,7.5,Superb 1.8 TSI MT,Skoda
Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498,5,5.7,CrossPolo 1.5 TDI,Volkswagen
Kochi,2019,12076,Petrol,Manual,First,20.89,1197,5,5.5,Ignis 1.2 Delta,Maruti
Chennai,2016,49000,Diesel,Manual,First,25.2,1248,5,5.9,Swift VDI BSIV,Maruti
Mumbai,2015,42366,Petrol,Manual,First,17.8,1497,5,7.75,City i VTEC VX Option,Honda
Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993,5,18.0,5 Series 530d Highline Sedan,BMW
Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896,5,4.4,Laura Ambiente,Skoda
Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197,5,8.27,Polo GT TSI,Volkswagen
Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461,5,4.75,Duster 85PS Diesel RxL,Renault
Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497,5,3.8,City 1.5 S AT,Honda
Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598,5,3.4,Vento Diesel Highline,Volkswagen
Pune,2016,13436,Petrol,Manual,Second,18.9,1197,5,4.7,Grand i10 Sportz,Hyundai
Pune,2008,76000,Petrol,Manual,Second,16.6,1388,5,1.49,Fiesta 1.4 ZXi Duratec,Ford
Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120,5,4.5,Xcent 1.1 CRDi S,Hyundai
Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498,5,5.4,Amaze VX i-DTEC,Honda
Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497,5,11.5,City i VTEC CVT VX,Honda
Pune,2012,56000,Diesel,Manual,Second,20.4,1461,5,3.5,Fluence 1.5,Renault
Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995,5,16.5,5 Series 520d Luxury Line,BMW
Mumbai,2012,51800,Petrol,Manual,First,15.5,1586,5,3.9,SX4 ZXI MT BSIV,Maruti
Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497,5,3.25,City ZX CVT,Honda
Kochi,2018,17370,Petrol,Manual,First,17.0,1198,5,5.84,Ameo 1.2 MPI Comfortline,Volkswagen
Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198,5,5.75,Ameo 1.2 MPI Comfortline,Volkswagen
Delhi,2010,59000,Diesel,Automatic,First,16.55,1968,5,10.0,A4 2.0 TDI Multitronic,Audi
Mumbai,2006,141537,Petrol,Manual,Second,18.9,998,5,1.05,Wagon R VXI,Maruti
Delhi,2013,51000,Diesel,Automatic,First,19.08,1582,5,5.64,Verna SX CRDi AT,Hyundai
Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995,5,29.95,3 Series Luxury Line,BMW
Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498,7,4.85,Mobilio V Option i DTEC,Honda
Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582,5,14.5,Creta 1.6 CRDi AT SX Plus,Hyundai
Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497,5,5.5,City 1.5 S MT,Honda
Bangalore,2011,85000,Diesel,Manual,First,17.8,1399,5,3.2,Fiesta 1.4 TDCi EXI,Ford
Chennai,2016,91000,Diesel,Manual,First,26.59,1248,5,4.5,Swift Dzire LDI,Maruti
Coimbatore,2015,73187,Diesel,Automatic,First,13.0,2143,5,30.72,E-Class E250 CDI Launch Edition,Mercedes-Benz
Jaipur,2009,232000,Diesel,Manual,First,11.5,1991,7,3.5,Captiva LT,Chevrolet
Bangalore,2007,127079,Diesel,Manual,First,12.8,2494,7,6.99,Innova 2.5 V Diesel 7-seater,Toyota
Kochi,2014,58816,Diesel,Manual,First,17.21,1493,7,3.45,Quanto C8,Mahindra
Kochi,2015,63818,Petrol,Manual,First,17.4,1497,5,6.57,City i VTEC V,Honda
Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968,5,17.5,A4 2.0 TDI 177 Bhp Premium Plus,Audi
Delhi,2013,77445,Diesel,Manual,First,22.07,1199,5,3.75,Polo Diesel Comfortline 1.2L,Volkswagen
Pune,2017,14000,Petrol,Automatic,First,14.8,1497,5,9.99,EcoSport 1.5 Petrol Titanium Plus AT,Ford
Kolkata,2012,85122,Diesel,Manual,First,12.99,2494,7,8.2,Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota
Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493,5,1.1,City 1.5 EXI,Honda
Chennai,2015,63714,Petrol,Manual,First,24.7,796,5,2.45,Alto 800 2016-2019 LXI Optional,Maruti
Pune,2009,53000,Diesel,Automatic,First,8.7,2987,5,13.75,M-Class ML 320 CDI,Mercedes-Benz
Kolkata,2017,60000,Diesel,Manual,First,26.59,1248,5,3.0,Swift Dzire LDI,Maruti
Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248,5,9.25,Vitara Brezza ZDi Plus Dual Tone,Maruti
Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400,5,17.65,S60 D5 Summum,Volvo
Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,7,18.25,Fortuner 4x2 AT,Toyota
Kochi,2013,67914,Diesel,Manual,First,23.0,1396,5,3.45,i20 Sportz Option Diesel,Hyundai
Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968,5,23.75,A4 35 TDI Premium,Audi
Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461,5,5.45,Terrano XV D Pre,Nissan
Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998,5,5.25,Celerio ZXI AMT,Maruti
Delhi,2005,69496,Petrol,Manual,First,15.9,1298,5,1.1,Esteem Vxi,Maruti
Delhi,2012,62282,Petrol,Automatic,First,16.95,1197,5,2.9,i10 Sportz AT,Hyundai
Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995,5,14.2,3 Series 320d,BMW
Kochi,2018,43698,Petrol,Manual,First,18.9,1197,5,5.8,Grand i10 Sportz,Hyundai
Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197,5,7.22,Grand i10 Asta Option AT,Hyundai
Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197,5,4.87,Grand i10 1.2 Kappa Sportz,Hyundai
Delhi,2013,63000,Petrol,Manual,First,16.47,1198,5,3.3,Polo 1.2 MPI Comfortline,Volkswagen
Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497,5,3.0,City ZX EXi,Honda
Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143,5,26.0,GLA Class 200 CDI,Mercedes-Benz
Hyderabad,2017,24571,Petrol,Manual,First,14.0,796,5,2.9,Omni 8 Seater BSIV,Maruti
Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591,5,7.5,Verna 1.6 SX VTVT AT,Hyundai
Hyderabad,2015,24617,Petrol,Manual,First,22.74,796,5,2.36,Alto 800 LXI,Maruti
Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248,5,11.39,Vitara Brezza ZDi Plus Dual Tone,Maruti
Kochi,2013,87736,Diesel,Manual,First,15.1,2179,7,7.02,XUV500 W8 2WD,Mahindra
Delhi,2016,35299,Diesel,Manual,First,24.3,1248,5,8.0,Vitara Brezza ZDi,Maruti
Kochi,2017,51612,Petrol,Manual,First,18.6,1197,5,7.11,i20 1.2 Spotz,Hyundai
Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796,5,3.9,E-Class 250 D W 210,Mercedes-Benz
Hyderabad,2009,65090,Petrol,Manual,First,19.7,796,5,2.15,Alto LXi,Maruti
Kolkata,2013,40000,Petrol,Manual,First,18.0,1198,5,3.25,Amaze S i-Vtech,Honda
Mumbai,2013,71904,Diesel,Manual,First,24.0,1120,5,4.61,Grand i10 CRDi Magna,Hyundai
Mumbai,2008,87000,Petrol,Manual,First,13.5,1799,5,2.35,Civic 2006-2010 1.8 S MT,Honda
Chennai,2014,33000,Diesel,Manual,Second,24.0,1120,5,4.05,Grand i10 CRDi Magna,Hyundai
Jaipur,2009,22100,Petrol,Manual,Second,16.1,796,4,0.8,800 AC Uniq,Maruti
Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364,5,5.6,Etios Liva Diesel,Toyota
Delhi,2015,44000,Diesel,Manual,First,22.54,1396,5,5.35,i20 Magna 1.4 CRDi,Hyundai
Mumbai,2017,12000,Petrol,Manual,First,24.07,998,5,3.25,Alto K10 VXI,Maruti
Pune,2012,66000,Diesel,Automatic,Second,17.05,1995,5,11.5,X1 sDrive20d,BMW
Pune,2016,38009,Petrol,Automatic,First,23.1,998,5,4.25,Celerio VXI AT,Maruti
Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798,5,4.45,Superb Elegance 1.8 TSI AT,Skoda
Pune,2009,70000,Diesel,Manual,First,14.0,2498,7,2.85,Xylo E4,Mahindra
Delhi,2014,86000,Diesel,Manual,First,15.1,2179,7,7.85,XUV500 W8 2WD,Mahindra
Pune,2016,32000,Petrol,Manual,First,19.1,1197,5,5.3,Swift Dzire VXI,Maruti
Mumbai,2017,15000,Petrol,Manual,First,18.88,999,5,8.0,Ecosport 1.0 Ecoboost Platinum Edition,Ford
Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364,5,9.43,Corolla Altis Diesel D4DG,Toyota
Pune,2012,39000,Petrol,Manual,First,18.5,1197,5,2.75,i20 2015-2017 1.2 Magna,Hyundai
Mumbai,2018,1011,Diesel,Manual,First,20.37,1461,5,13.5,Captur 1.5 Diesel Platine Mono,Renault
Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987,5,9.99,E-Class 280 CDI,Mercedes-Benz
Chennai,2017,46663,Petrol,Manual,First,21.1,998,5,6.95,Baleno RS 1.0 Petrol,Maruti
Chennai,2015,27000,Petrol,Automatic,First,17.97,1498,5,6.75,Sunny 2011-2014 XL AT Special Edition,Nissan
Chennai,2015,15000,Petrol,Automatic,First,18.9,1197,5,5.5,Grand i10 AT Asta,Hyundai
Kochi,2018,10575,Petrol,Manual,First,21.56,1462,5,9.18,Ciaz Zeta,Maruti
Jaipur,2014,12500,Petrol,Manual,First,19.1,1197,5,4.15,Xcent 1.2 Kappa S,Hyundai
Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582,5,6.5,Verna 1.6 SX CRDi (O),Hyundai
Kochi,2015,49818,Petrol,Manual,First,21.5,1197,5,4.11,Wagon R VXI 1.2,Maruti
Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493,5,2.25,Verna CRDi,Hyundai
Kochi,2015,52207,Petrol,Manual,First,17.71,1197,5,4.56,Etios Liva G,Toyota
Pune,2013,167362,Diesel,Manual,First,11.68,2498,7,4.0,Xylo E4 ABS BS III,Mahindra
Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364,5,5.27,Etios Liva GD,Toyota
Kochi,2019,13024,Diesel,Manual,First,18.06,2523,7,9.11,Thar DI 4X4,Mahindra
Pune,2010,128000,Diesel,Manual,Second,14.42,1995,5,6.2,X-Trail SLX MT,Nissan
Kochi,2017,26023,Diesel,Automatic,First,11.36,2755,7,19.97,Innova Crysta 2.8 ZX AT,Toyota
