Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,power/horse
Bangalore,Diesel,Manual,Third,13.6,7,2.5,Mahindra,Bolero SLX 2WD,20,2.4970273483947683
Mumbai,Petrol,Automatic,First,17.97,5,3.65,Renault,Scala RxL AT,13,6.64886515353805
Ahmedabad,Diesel,Automatic,Second,12.35,5,23.5,Land,Rover Freelander 2 HSE SD4,14,8.615878843506195
Pune,Petrol,Manual,First,22.74,5,3.11,Maruti,Alto 800 VXI,9,5.942211055276381
Kochi,Petrol,Manual,First,17.6,5,4.57,Toyota,Etios G,13,5.93114973262032
Mumbai,Petrol,Manual,First,17.0,5,5.32,Hyundai,i20 Sportz Option,12,6.683375104427736
Hyderabad,Petrol,Manual,First,20.36,5,3.2,Hyundai,i10 Sportz,14,6.591478696741855
Kochi,Diesel,Manual,First,25.2,5,5.63,Maruti,Swift VDI BSIV,10,5.929487179487179
Hyderabad,Petrol,Manual,First,21.1,5,3.0,Hyundai,EON Magna Plus,11,6.781326781326781
Mumbai,Diesel,Automatic,Second,22.69,5,9.25,BMW,3 Series 320d,16,9.523809523809524
Delhi,Diesel,Manual,First,23.57,5,1.2,Tata,Indigo XL Classic Dicor,15,5.014326647564469
Delhi,Petrol,Manual,First,22.74,5,2.15,Maruti,Alto 800 LXI,11,5.942211055276381
Pune,Diesel,Manual,First,22.07,5,3.05,Volkswagen,Polo Diesel Highline 1.2L,16,6.163469557964971
Ahmedabad,Petrol,Automatic,First,14.28,5,11.5,Toyota,Corolla Altis VL AT,12,7.676863181312569
Hyderabad,Petrol,Manual,First,17.92,5,2.3,Hyundai,Santro Xing GLS,18,5.718232044198896
Kolkata,Petrol,Manual,First,20.4,5,4.95,Maruti,Swift ZXI,10,6.83375104427736
Hyderabad,Diesel,Manual,First,21.64,5,4.75,Renault,Scala Diesel RxL,13,5.804243668720054
Coimbatore,Diesel,Manual,First,24.3,5,10.15,Maruti,Vitara Brezza ZDi Plus,8,7.091346153846153
Kolkata,Petrol,Manual,First,18.06,5,2.65,Nissan,Micra XV,15,6.260434056761269
Hyderabad,Diesel,Manual,First,20.0,5,3.8,Ford,Figo Diesel EXI,11,4.8641887062187275
Kochi,Petrol,Automatic,First,13.1,5,16.68,Honda,CR-V 2.0 AT,9,7.065598397596394
Pune,Diesel,Manual,First,19.01,5,5.0,Nissan,Terrano XV 110 PS,12,7.426420260095824
Chennai,Petrol,Manual,Second,17.71,5,3.75,Toyota,Etios Liva 1.2 G,15,6.591478696741855
Jaipur,Diesel,Manual,Third,21.27,5,4.11,Hyundai,i20 Asta 1.4 CRDi,13,6.358166189111748
Chennai,Petrol,Manual,Second,18.16,5,4.25,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,11,7.25752508361204
Mumbai,Diesel,Manual,First,10.5,6,3.45,Mitsubishi,Pajero 2.8 GLX CRZ,22,3.781305114638448
Bangalore,Diesel,Automatic,First,17.11,5,22.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,8.858231707317074
Delhi,Petrol,Manual,First,12.4,8,4.5,Toyota,Innova 2.0 E,20,6.606606606606606
Jaipur,Petrol,Manual,First,15.26,5,0.9,Chevrolet,Aveo U-VA 1.2 LS,19,6.51304347826087
Hyderabad,Petrol,Manual,First,15.3,5,1.85,Hyundai,Getz GLS,20,6.1894108873974645
Kolkata,Diesel,Manual,First,25.8,5,3.25,Honda,Amaze S i-Dtech,13,6.582109479305741
Pune,Diesel,Manual,Second,17.8,5,3.1,Maruti,Swift VDI BSIV W ABS,16,9.076674177321317
Coimbatore,Diesel,Manual,First,22.7,5,7.34,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,5.9973297730307085
Kolkata,Diesel,Manual,First,20.14,5,4.25,Volkswagen,CrossPolo 1.5 TDI,11,5.907877169559413
Delhi,Petrol,Manual,First,18.6,5,6.45,Hyundai,Elite i20 Petrol Sportz,10,6.838763575605681
Chennai,Diesel,Manual,Second,12.8,8,10.75,Toyota,Innova 2.5 V Diesel 8-seater,15,4.0898155573376105
Kolkata,Diesel,Automatic,First,15.26,5,27.75,Mercedes-Benz,M-Class ML 250 CDI,11,9.482034531031264
Jaipur,Petrol,Manual,Second,17.3,5,0.99,Maruti,Wagon R LX BSIII,21,6.032045240339302
Pune,Diesel,Automatic,First,12.62,7,24.0,Ford,Endeavour 2.2 Trend AT 4X2,10,7.188353048225659
Jaipur,Petrol,Manual,First,18.6,5,6.1,Hyundai,Elite i20 Petrol Sportz,10,6.838763575605681
Ahmedabad,Petrol,Manual,First,17.5,5,8.25,Honda,WRV i-VTEC VX,9,7.397831526271894
Bangalore,Petrol,Manual,First,16.47,5,4.65,Volkswagen,Polo Petrol Highline 1.2L,13,6.168614357262104
Mumbai,Petrol,Manual,First,13.7,5,9.75,Honda,CR-V 2.0L 2WD MT,12,7.70455683525288
Bangalore,Petrol,Manual,First,18.9,5,4.4,Hyundai,Grand i10 1.2 Kappa Asta,12,6.838763575605681
Kolkata,Petrol,Manual,First,19.1,5,3.99,Maruti,Swift Dzire VXI,12,7.167919799498747
Coimbatore,Diesel,Automatic,First,16.2,5,45.73,BMW,5 Series 2003-2012 530d,10,8.620113598396257
Kochi,Diesel,Manual,First,22.7,5,5.27,Ford,Ecosport 1.5 DV5 MT Ambiente,12,5.9973297730307085
Ahmedabad,Diesel,Manual,First,26.0,5,7.25,Honda,City i DTec V,10,6.582109479305741
Chennai,Diesel,Manual,Second,17.0,5,1.6,Tata,Indigo LS,18,4.98220640569395
Pune,Diesel,Manual,Second,19.01,5,6.0,Renault,Duster 110PS Diesel RxL,12,7.42299794661191
Chennai,Petrol,Manual,First,20.36,5,3.0,Hyundai,i10 Sportz,16,6.591478696741855
Mumbai,Petrol,Manual,First,18.7,5,4.95,Honda,Jazz 1.2 SV i VTEC,11,7.397831526271894
Hyderabad,Diesel,Manual,First,23.65,5,8.99,Maruti,SX4 S Cross DDiS 200 Zeta,10,7.091346153846153
Mumbai,Petrol,Manual,Third,11.9,5,1.85,Honda,Accord VTi-L MT,19,6.117247238742566
Coimbatore,Petrol,Manual,First,16.47,5,6.16,Volkswagen,Polo Petrol Comfortline 1.2L,10,6.168614357262104
Hyderabad,Diesel,Manual,First,21.1,5,3.5,Maruti,Ritz VDi,16,5.9214743589743595
Jaipur,Petrol,Manual,First,19.5,5,4.5,Honda,Amaze S Petrol,12,7.402835696413678
Hyderabad,Petrol,Manual,First,18.6,5,7.75,Hyundai,i20 1.2 Asta Option,9,6.836257309941521
Hyderabad,Diesel,Manual,First,20.45,5,6.6,Renault,Duster 85PS Diesel RxL,12,5.7357973990417515
Kochi,Petrol,Manual,First,18.9,5,4.98,Hyundai,Grand i10 Magna,12,6.8504594820384295
Chennai,Diesel,Automatic,Third,16.07,5,9.75,BMW,3 Series 320d Highline,18,9.072681704260651
Mumbai,Diesel,Manual,First,22.7,5,5.55,Ford,Ecosport 1.5 DV5 MT Trend,12,5.9973297730307085
Hyderabad,Diesel,Automatic,First,21.5,5,10.3,Volkswagen,Vento 1.5 TDI Highline AT,10,7.242990654205607
Chennai,Petrol,Automatic,Second,11.7,5,7.5,Honda,Accord 2.4 AT,15,7.544604927782498
Hyderabad,Petrol,Manual,First,14.49,5,1.8,Chevrolet,Aveo 1.4,18,6.626161543959971
Hyderabad,Petrol,Manual,First,16.2,5,6.25,Volkswagen,Polo 1.2 MPI Highline Plus,9,6.171809841534612
Hyderabad,Diesel,Manual,Second,14.95,7,6.8,Mahindra,Xylo D4 BS III,11,3.7645640819606268
Hyderabad,Petrol,Automatic,First,19.2,5,3.0,Hyundai,i10 Magna AT,17,6.683375104427736
Coimbatore,Diesel,Manual,First,15.1,7,11.6,Mahindra,XUV500 W8 4WD,11,6.424965580541533
Mumbai,Diesel,Manual,Second,22.7,5,6.95,Hyundai,Elantra CRDi SX,13,7.979772439949431
Mumbai,Petrol,Manual,Third,14.3,5,3.5,Volkswagen,Passat 1.8 TSI MT,16,8.898776418242491
Coimbatore,Petrol,Manual,First,18.9,5,5.5,Hyundai,Grand i10 1.2 Kappa Sportz,12,6.838763575605681
Mumbai,Petrol,Manual,First,18.6,5,5.65,Hyundai,i20 Asta Option 1.2,11,6.836257309941521
Ahmedabad,Diesel,Manual,First,18.2,8,3.25,Chevrolet,Enjoy TCDi LS 8 Seater,13,5.913461538461538
Coimbatore,Petrol,Automatic,First,14.3,5,7.72,Skoda,Rapid 1.6 MPI AT Ambition Plus Alloy,11,6.483103879849812
Pune,Diesel,Manual,First,19.67,5,12.0,Hyundai,Creta 1.6 CRDi SX,10,7.977243994943111
Jaipur,Diesel,Manual,First,25.44,5,1.55,Chevrolet,Beat Diesel PS,13,6.153846153846154
Delhi,Diesel,Manual,First,11.5,7,10.75,Toyota,Fortuner 3.0 Diesel,15,5.734406438631791
Coimbatore,Petrol,Manual,First,18.6,5,6.72,Hyundai,i20 Sportz Option 1.2,10,6.836257309941521
Coimbatore,Diesel,Automatic,First,12.07,7,28.55,Audi,Q7 3.0 TDI quattro,14,8.136164475901584
Bangalore,Diesel,Automatic,Second,17.85,4,75.0,Porsche,Panamera Diesel,13,10.111223458038422
Hyderabad,Petrol,Manual,First,17.8,5,10.49,Honda,City i VTEC VX,10,7.83567134268537
Hyderabad,Diesel,Manual,First,17.21,7,3.8,Mahindra,Quanto C4,14,6.697923643670463
Ahmedabad,Diesel,Automatic,First,16.55,5,18.5,Audi,A4 2.0 TDI Multitronic,14,7.113821138211382
Kolkata,Petrol,Automatic,First,12.37,5,6.0,Hyundai,Sonata Transform 2.4 GDi AT,13,8.403984739296313
Hyderabad,Diesel,Manual,First,22.32,5,5.5,Hyundai,Verna 1.6 SX,14,7.984829329962073
Pune,Petrol,Manual,First,18.9,5,2.3,Maruti,Wagon R LXI BS IV,16,6.723446893787574
Jaipur,Diesel,Manual,First,24.52,7,8.7,Maruti,Ertiga SHVS ZDI Plus,10,7.091346153846153
Delhi,Diesel,Manual,First,24.4,5,4.95,Hyundai,Xcent 1.1 CRDi S Option,11,6.340178571428572
Jaipur,Diesel,Manual,First,22.9,5,4.25,Maruti,Swift VDI,14,5.929487179487179
Kochi,Diesel,Manual,Second,16.0,7,10.94,Mahindra,XUV500 W6 2WD,9,6.424965580541533
Delhi,Diesel,Automatic,First,22.48,5,21.26,BMW,5 Series 520d Luxury Line,13,9.523809523809524
Bangalore,Petrol,Manual,Second,14.28,5,11.5,Toyota,Corolla Altis 1.8 G,10,7.676863181312569
Pune,Diesel,Manual,Second,22.54,5,6.0,Hyundai,i20 Asta 1.4 CRDi,11,6.356017191977077
Hyderabad,Petrol,Manual,First,18.15,6,4.1,Mahindra,KUV 100 mFALCON G80 K2,10,6.844741235392321
Kolkata,Petrol,Manual,First,24.7,5,2.01,Maruti,Alto 800 2016-2019 LXI,13,5.942211055276381
Hyderabad,Petrol,Manual,First,15.7,5,2.6,Fiat,Punto EVO 1.2 Emotion,16,5.716723549488054
Kolkata,Petrol,Manual,First,18.9,5,2.35,Maruti,Wagon R VXI BS IV,14,6.723446893787574
Bangalore,Diesel,Manual,Second,9.5,6,9.15,Mitsubishi,Pajero 4X4 LHD,14,4.18342151675485
Chennai,Petrol,Manual,First,19.4,5,2.9,Honda,Brio EX MT,13,7.245409015025041
Coimbatore,Diesel,Manual,Second,22.54,5,9.18,Hyundai,i20 Asta Option 1.4 CRDi,9,6.356017191977077
Mumbai,Petrol,Automatic,First,13.0,5,11.45,Hyundai,Creta 1.6 SX Plus Petrol Automatic,10,7.6241357636706475
Kochi,Petrol,Manual,First,17.8,5,5.53,Honda,Amaze S i-VTEC,9,7.237061769616027
Chennai,Petrol,Manual,First,18.15,6,3.75,Mahindra,KUV 100 mFALCON G80 K6 Plus,10,6.844741235392321
Pune,Petrol,Automatic,First,18.0,5,12.5,Honda,City i-VTEC CVT VX,8,7.83567134268537
Mumbai,Diesel,Automatic,First,16.0,7,15.5,Mahindra,XUV500 AT W10 FWD,9,6.424965580541533
Pune,Petrol,Manual,First,0.0,5,2.1,Hyundai,Santro GLS I - Euro I,15,10.4306531982477
Mumbai,Diesel,Automatic,Second,14.84,5,14.5,Mercedes-Benz,New C-Class 220 CDI AT,13,7.932804479701354
Coimbatore,Diesel,Automatic,First,19.6,5,12.46,Renault,Duster 110PS Diesel RxZ AMT,9,7.42299794661191
Bangalore,Petrol,Manual,Second,16.47,5,5.25,Volkswagen,Polo 1.2 MPI Comfortline,12,6.176961602671119
Bangalore,Diesel,Automatic,Second,13.5,5,25.0,Mercedes-Benz,S Class 2005 2013 S 350 CDI,17,9.440910612654838
Hyderabad,Diesel,Automatic,First,12.9,4,45.0,Jaguar,XJ 3.0L Premium Luxury,14,9.062145005011695
Jaipur,Diesel,Manual,First,28.4,5,5.1,Maruti,Swift VDI,11,5.929487179487179
Delhi,Diesel,Manual,First,25.8,5,3.5,Honda,Amaze S i-Dtech,12,6.582109479305741
Ahmedabad,Diesel,Automatic,Second,16.07,5,12.5,BMW,3 Series 320d Highline,15,9.072681704260651
Hyderabad,Diesel,Manual,First,23.5,5,5.55,Hyundai,Verna 1.4 EX,14,6.353868194842407
Delhi,Diesel,Automatic,First,11.5,7,19.48,Toyota,Fortuner 4x2 4 Speed AT,11,5.667337357478202
Ahmedabad,Petrol,Manual,First,18.6,5,3.91,Maruti,Swift VXI,14,7.167919799498747
Chennai,Petrol,Manual,First,18.6,5,2.19,Chevrolet,Beat LS,16,6.622185154295246
Coimbatore,Petrol,Automatic,First,18.9,5,6.89,Hyundai,Grand i10 Asta Option AT,9,6.8504594820384295
Coimbatore,Petrol,Manual,Second,15.6,5,3.47,Ford,Figo Petrol ZXI,15,5.852842809364549
Mumbai,Petrol,Automatic,Second,9.1,5,3.25,Nissan,Teana 230jM,18,4.8223454122166896
Pune,Petrol,Manual,First,16.1,5,2.85,Maruti,Swift VXI BSIII,16,6.79506933744222
Coimbatore,Diesel,Automatic,First,17.11,5,25.64,Audi,A4 35 TDI Premium,10,8.858231707317074
Kochi,Petrol,Manual,First,16.8,5,10.28,Honda,City V MT,8,7.768871075484301
Hyderabad,Petrol,Manual,First,18.2,5,6.3,Honda,Jazz V,11,7.397831526271894
Chennai,Diesel,Manual,First,20.14,5,4.75,Volkswagen,Polo 1.5 TDI Highline,12,5.9279038718291055
Hyderabad,Diesel,Manual,First,19.87,5,5.8,Nissan,Terrano XL D Option,13,5.690622861054073
Hyderabad,Diesel,Automatic,First,12.51,7,44.5,Land,Rover Discovery Sport SD4 HSE Luxury 7S,10,8.614043139054612
Kochi,Petrol,Manual,First,18.5,5,4.65,Hyundai,i20 Magna Optional 1.2,12,6.925647451963242
Jaipur,Petrol,Manual,First,17.0,5,3.6,Honda,City 1.5 E MT,17,7.882431529726119
Hyderabad,Diesel,Manual,First,16.0,7,12.25,Mahindra,XUV500 W10 AWD,11,6.424965580541533
Jaipur,Diesel,Manual,First,16.3,5,20.0,Jeep,Compass 2.0 Limited Option 4X4,9,8.69120654396728
Jaipur,Diesel,Manual,First,16.0,7,16.0,Mahindra,XUV500 W10 AWD,9,6.424965580541533
Coimbatore,Diesel,Automatic,Second,11.79,8,6.21,Mahindra,Scorpio VLX 4WD AIRBAG AT BSIV,15,5.507113354749885
Kolkata,Diesel,Manual,First,15.4,7,9.75,Mahindra,Scorpio S6 Plus 7 Seater,10,5.507113354749885
Mumbai,Petrol,Automatic,First,15.5,5,4.45,Honda,Amaze S AT i-Vtech,12,7.237061769616027
Pune,Diesel,Manual,First,25.6,5,12.0,Honda,City i-DTEC ZX,9,6.582109479305741
Chennai,Petrol,Manual,First,14.4,5,0.8,Tata,Indigo GLE,18,4.656160458452722
Chennai,Diesel,Manual,First,24.0,5,5.95,Hyundai,Grand i10 1.2 CRDi Sportz,8,6.236930860033726
Kolkata,Petrol,Manual,First,17.43,5,5.25,Hyundai,Verna 1.4 CX VTVT,12,7.5573065902578795
Coimbatore,Diesel,Manual,First,13.68,7,22.2,Toyota,Innova Crysta 2.4 VX MT,7,6.176347680735479
Jaipur,Diesel,Automatic,First,17.05,5,13.5,BMW,X1 sDrive20d,14,9.223057644110275
Chennai,Diesel,Automatic,First,16.96,5,13.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,11,7.013719512195123
Delhi,Diesel,Manual,First,20.0,5,3.47,Ford,Figo Diesel ZXI,12,4.8641887062187275
Ahmedabad,Diesel,Automatic,Second,11.18,7,9.5,Mahindra,Ssangyong Rexton RX7,13,6.824925816023739
Chennai,Petrol,Manual,First,15.04,5,4.8,Volkswagen,Vento Petrol Highline,15,6.483103879849812
Kochi,Petrol,Manual,First,15.0,5,6.54,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel,10,6.478097622027534
Delhi,Petrol,Manual,First,16.47,5,3.1,Volkswagen,Polo Petrol Comfortline 1.2L,14,6.168614357262104
Hyderabad,Diesel,Manual,First,23.65,5,7.99,Maruti,S Cross DDiS 200 Delta,11,7.091346153846153
Kolkata,Petrol,Manual,Second,14.53,5,3.3,Toyota,Corolla Altis G,17,7.68075639599555
Bangalore,Diesel,Manual,First,20.77,7,8.75,Maruti,Ertiga ZDI,11,7.115384615384615
Hyderabad,Petrol,Automatic,First,19.2,5,4.19,Hyundai,i10 Asta Sunroof AT,13,6.683375104427736
Kochi,Diesel,Automatic,First,17.9,5,30.77,Mercedes-Benz,CLA 200 CDI Sport,7,6.346243583761082
Jaipur,Petrol,Manual,Second,16.9,5,2.11,Honda,City ZX VTEC,20,6.6800267201068815
Jaipur,Petrol,Manual,First,18.15,6,6.25,Mahindra,KUV 100 G80 K8,8,6.844741235392321
Delhi,Diesel,Manual,First,11.5,7,11.4,Toyota,Fortuner 3.0 Diesel,15,5.734406438631791
Bangalore,Petrol,Manual,First,17.0,5,5.2,Honda,City 1.5 V MT,15,7.882431529726119
Coimbatore,Diesel,Automatic,First,18.53,5,39.84,Audi,A6 35 TDI Matrix,9,9.539634146341463
Coimbatore,Diesel,Manual,First,20.0,5,4.45,Ford,Figo Diesel ZXI,13,4.8641887062187275
Kolkata,Diesel,Automatic,First,17.9,5,19.5,Mercedes-Benz,GLA Class 200 CDI,12,6.346243583761082
Hyderabad,Petrol,Manual,First,15.26,5,1.75,Chevrolet,Aveo U-VA 1.2 LS,19,6.51304347826087
Hyderabad,Diesel,Manual,First,25.83,5,5.1,Ford,Figo 2015-2019 1.5D Titanium MT,10,6.608811748998665
Delhi,Diesel,Automatic,First,22.7,5,6.8,Hyundai,Elantra CRDi SX AT,13,7.977243994943111
Kolkata,Petrol,Automatic,First,21.4,5,5.74,Maruti,Baleno Zeta CVT,10,6.942355889724311
Hyderabad,Petrol,Manual,First,16.1,5,3.3,Maruti,Swift LXi BSIV,16,7.101086048454469
Hyderabad,Diesel,Automatic,First,9.9,4,32.0,Mercedes-Benz,CLS-Class 2006-2010 350 CDI,16,7.767867352773014
Ahmedabad,Diesel,Automatic,First,21.76,5,35.0,BMW,3 Series Luxury Line,10,9.523809523809524
Chennai,Diesel,Automatic,First,28.4,5,8.9,Maruti,Dzire AMT ZDI Plus,9,5.909455128205128
Mumbai,Petrol,Manual,Second,17.01,5,4.0,Hyundai,Verna 1.6 SX VTVT,15,7.6241357636706475
Kochi,Diesel,Manual,First,17.1,5,19.46,Jeep,Compass 2.0 Longitude,8,8.69120654396728
Hyderabad,Diesel,Automatic,First,11.4,5,5.25,Hyundai,Sonata Embera 2.0L CRDi AT,17,7.132094424912104
Kolkata,Diesel,Manual,First,21.5,5,9.22,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone,8,7.247828991315965
Jaipur,Petrol,Manual,First,21.1,5,1.8,Hyundai,EON Era Plus,13,6.781326781326781
Hyderabad,Diesel,Manual,Second,13.5,5,1.3,Tata,Indica DLS,21,8.062412365335945
Kochi,Diesel,Automatic,First,14.69,5,31.75,BMW,5 Series 2013-2017 530d M Sport,11,8.620113598396257
Delhi,Diesel,Manual,First,20.77,7,5.99,Maruti,Ertiga VDI,12,7.112179487179487
Kochi,Petrol,Manual,First,18.0,5,4.94,Honda,Amaze E i-Vtech,11,7.237061769616027
Jaipur,Petrol,Manual,Third,16.6,5,1.5,Ford,Fiesta 1.4 Duratec ZXI,19,4.899135446685879
Bangalore,Petrol,Manual,Third,13.5,5,3.25,Honda,Civic 2006-2010 1.8 V MT,18,7.226236798221233
Delhi,Diesel,Manual,First,20.77,7,6.5,Maruti,Ertiga ZDI,12,7.115384615384615
Delhi,Diesel,Manual,First,24.0,5,3.71,Hyundai,Grand i10 CRDi Sportz,13,6.25
Pune,Petrol,Manual,First,20.14,5,5.0,Hyundai,Xcent 1.2 VTVT E Plus,8,6.838763575605681
Ahmedabad,Petrol,Manual,First,19.81,5,1.99,Hyundai,i10 Era,18,6.266114180478821
Mumbai,Petrol,Manual,First,18.0,5,4.25,Honda,Amaze S i-Vtech,9,7.237061769616027
Ahmedabad,Diesel,Automatic,First,12.4,5,8.0,Audi,A6 2.7 TDI,17,6.653076352853966
Mumbai,Petrol,Manual,First,20.36,5,2.95,Hyundai,i10 Magna 1.2 iTech SE,15,6.591478696741855
Pune,Petrol,Manual,First,25.17,5,3.5,Renault,KWID RXT Optional,8,6.670838548185232
Jaipur,Diesel,Automatic,Second,15.2,5,16.0,Audi,A4 New 2.0 TDI Multitronic,14,7.154471544715448
Jaipur,Petrol,Manual,First,22.74,5,2.75,Maruti,Alto 800 LXI Airbag,11,5.942211055276381
Delhi,Petrol,Manual,First,17.8,5,6.95,Honda,City i VTEC VX Option,11,7.83567134268537
Delhi,Petrol,Automatic,Second,11.74,5,12.5,Mercedes-Benz,New C-Class C250 Avantgarde,15,10.356347438752785
Coimbatore,Diesel,Automatic,First,13.22,5,36.83,Audi,Q5 3.0 TDI Quattro Technology,9,8.136164475901584
Pune,Petrol,Manual,First,16.2,5,2.7,Volkswagen,Polo 1.2 MPI Comfortline,15,6.171809841534612
Mumbai,Diesel,Manual,First,21.38,5,9.9,Hyundai,Creta 1.4 E Plus Diesel,9,6.353868194842407
Kochi,Petrol,Manual,First,17.0,5,3.83,Honda,City 1.5 V MT,15,7.882431529726119
Coimbatore,Petrol,Manual,First,17.0,5,5.25,Honda,City 1.5 S MT,14,7.882431529726119
Kolkata,Diesel,Manual,First,22.7,5,7.75,Maruti,S Cross DDiS 320 Alpha,10,7.3842302878598245
Mumbai,Petrol,Manual,Second,16.51,5,2.46,Maruti,SX4 Vxi BSIV,16,6.506935687263557
Kolkata,Diesel,Manual,First,23.4,5,3.96,Maruti,Swift Dzire VDI,12,5.929487179487179
Chennai,Diesel,Manual,First,20.77,7,8.25,Maruti,Ertiga ZDI,11,7.115384615384615
Coimbatore,Petrol,Manual,First,18.6,5,7.58,Hyundai,i20 1.2 Spotz,8,6.836257309941521
Hyderabad,Diesel,Manual,First,24.0,5,3.99,Hyundai,Grand i10 CRDi Magna,12,6.25
Delhi,Petrol,Manual,First,17.4,5,6.25,Honda,City i VTEC SV,12,7.83567134268537
Hyderabad,Diesel,Manual,First,20.5,5,5.0,Skoda,Rapid 1.6 TDI Elegance,13,6.476846057571965
Hyderabad,Diesel,Automatic,Second,11.0,5,4.65,Mercedes-Benz,E-Class E270 CDI,21,6.645463675929025
Coimbatore,Diesel,Automatic,First,13.01,7,21.37,Hyundai,Santa Fe 4WD AT,10,8.835834470213735
Hyderabad,Petrol,Manual,First,19.7,5,1.75,Maruti,Alto LXi,19,5.816582914572864
Kolkata,Diesel,Manual,First,24.8,5,4.1,Hyundai,Verna 1.4 CRDi GL,14,6.353868194842407
Coimbatore,Diesel,Manual,First,20.0,5,3.56,Ford,Figo Diesel ZXI,11,4.8606147248034315
Pune,Petrol,Manual,Second,17.0,5,4.21,Honda,City 1.5 S MT,16,7.882431529726119
Coimbatore,Diesel,Manual,First,17.8,5,6.86,Maruti,Swift VDI BSIV W ABS,10,9.076674177321317
Delhi,Diesel,Manual,First,23.9,5,6.6,Hyundai,Verna 1.6 CRDi S,11,7.977243994943111
Coimbatore,Petrol,Automatic,First,13.0,5,14.35,Hyundai,Creta 1.6 SX Plus Petrol Automatic,8,7.6241357636706475
Hyderabad,Diesel,Manual,First,22.7,5,9.5,Ford,Ecosport 1.5 DV5 MT Titanium,9,5.9973297730307085
Delhi,Diesel,Automatic,First,11.2,4,21.9,BMW,X6 xDrive30d,15,8.052121617106582
Coimbatore,Diesel,Automatic,First,18.12,5,30.45,BMW,5 Series 2013-2017 520d Luxury Line,10,9.523809523809524
Hyderabad,Diesel,Manual,First,25.83,5,5.1,Ford,Figo Aspire 1.5 TDCi Ambiente,10,6.608811748998665
Pune,Petrol,Automatic,First,17.0,5,5.44,Hyundai,Verna VTVT 1.6 AT EX,13,7.6241357636706475
Jaipur,Diesel,Manual,First,13.8,5,1.6,Ford,Ikon 1.4 TDCi DuraTorq,16,4.8606147248034315
Kochi,Diesel,Automatic,First,17.68,5,16.67,Audi,A6 2011-2015 2.0 TDI,12,8.858231707317074
Hyderabad,Petrol,Manual,First,10.8,5,9.5,Honda,CR-V Sport,16,4.812102537509348
Pune,Petrol,Automatic,First,15.0,5,3.85,Hyundai,i20 2015-2017 Sportz AT 1.4,14,7.063037249283667
Kochi,Diesel,Manual,First,14.24,7,10.64,Toyota,Fortuner 2.8 4WD MT,15,6.333938294010889
Bangalore,Petrol,Manual,First,25.17,5,3.5,Renault,KWID RXT,10,6.670838548185232
Chennai,Petrol,Manual,Third,18.0,5,1.1,Chevrolet,Spark 1.0 LT,18,6.231155778894473
Hyderabad,Petrol,Manual,Second,16.2,5,2.6,Hyundai,Verna Transform VTVT,15,6.454033771106942
Hyderabad,Diesel,Automatic,First,18.88,5,18.5,BMW,3 Series 320d Sport Line,14,9.223057644110275
Bangalore,Petrol,Manual,First,0.0,5,1.35,Hyundai,Santro Xing XP,22,10.4306531982477
Hyderabad,Diesel,Manual,First,26.59,5,7.95,Maruti,Swift Dzire VDI,11,5.929487179487179
Jaipur,Diesel,Manual,First,25.4,5,5.49,Hyundai,Xcent 1.2 CRDi E Plus,9,6.236930860033726
Mumbai,Petrol,Automatic,First,19.0,5,6.95,Honda,Jazz V CVT,9,7.397831526271894
Jaipur,Diesel,Manual,First,17.0,5,1.0,Tata,Indigo LS,18,4.98220640569395
Chennai,Diesel,Manual,Second,17.8,5,4.45,Ford,Fiesta Classic 1.4 Duratorq CLXI,13,4.789135096497498
Kolkata,Diesel,Manual,First,25.1,5,6.99,Maruti,S-Cross Alpha DDiS 200 SH,10,7.091346153846153
Coimbatore,Petrol,Manual,First,15.6,5,3.51,Maruti,SX4 Zxi with Leather BSIII,18,6.600252206809584
Kochi,Petrol,Automatic,First,21.4,5,7.54,Maruti,Baleno Zeta Automatic,8,6.942355889724311
Bangalore,Diesel,Manual,First,23.2,5,3.65,Maruti,Ritz LDi,10,5.924679487179487
Ahmedabad,Diesel,Automatic,First,19.5,5,16.0,Hyundai,Elantra CRDi SX AT,10,7.979772439949431
Kolkata,Petrol,Manual,First,16.2,5,1.4,Chevrolet,Spark 1.0 LT,14,6.241206030150754
Mumbai,Petrol,Manual,First,18.6,5,6.45,Hyundai,i20 1.2 Spotz,9,6.836257309941521
Hyderabad,Diesel,Manual,First,24.4,5,4.4,Hyundai,Xcent 1.1 CRDi Base,10,6.3392857142857135
Delhi,Petrol,Automatic,First,19.0,5,5.95,Honda,Jazz 1.2 V CVT i VTEC,11,7.397831526271894
Ahmedabad,Petrol,Manual,First,19.4,5,3.9,Honda,Brio S MT,13,7.245409015025041
Coimbatore,Diesel,Automatic,First,13.0,5,35.28,Mercedes-Benz,E-Class E250 CDI Avantgrade,10,9.384041063929072
Pune,Diesel,Manual,First,17.6,7,14.25,Tata,Hexa XT,9,7.061037173015146
